DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-08-21 00:00:00;6;7;0;1;0;1;0;3;8;0;0;0;0;0
2019-08-21 00:15:00;2;3;1;0;1;1;0;4;6;0;0;0;0;0
2019-08-21 00:30:00;2;2;1;0;1;2;0;0;0;0;0;0;0;0
2019-08-21 00:45:00;1;1;0;0;0;0;0;0;3;0;0;0;0;0
2019-08-21 01:00:00;0;0;0;0;1;1;1;0;3;0;0;0;0;0
2019-08-21 01:15:00;1;3;3;3;1;3;1;4;9;0;0;0;0;0
2019-08-21 01:30:00;2;0;0;1;1;0;0;1;4;0;0;0;0;0
2019-08-21 01:45:00;0;1;0;1;0;0;0;2;3;0;0;0;0;0
2019-08-21 02:00:00;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-21 02:15:00;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2019-08-21 02:30:00;1;2;0;0;0;0;0;2;3;0;0;0;0;0
2019-08-21 02:45:00;2;3;0;0;0;0;0;2;1;0;0;0;0;0
2019-08-21 03:00:00;1;4;0;2;0;2;0;1;2;0;0;0;0;0
2019-08-21 03:15:00;1;2;0;0;0;1;0;0;1;0;0;0;0;0
2019-08-21 03:30:00;0;2;2;1;0;0;0;1;0;0;0;0;0;0
2019-08-21 03:45:00;3;3;0;0;0;0;0;1;1;0;0;0;0;0
2019-08-21 04:00:00;0;3;2;3;0;0;0;1;2;0;0;0;0;0
2019-08-21 04:15:00;1;3;0;0;0;0;0;5;4;0;0;0;0;0
2019-08-21 04:30:00;1;2;0;0;0;0;0;1;2;0;0;0;0;0
2019-08-21 04:45:00;4;4;3;2;0;0;0;3;6;0;0;0;0;0
2019-08-21 05:00:00;5;6;2;2;0;0;0;9;14;0;0;0;1;0
2019-08-21 05:15:00;2;6;6;5;5;0;0;16;26;0;0;0;0;0
2019-08-21 05:30:00;6;19;10;15;5;1;0;37;47;0;0;0;0;0
2019-08-21 05:45:00;14;20;9;10;3;2;0;53;43;0;0;0;0;0
2019-08-21 06:00:00;13;22;11;14;5;2;5;28;43;0;0;0;0;0
2019-08-21 06:15:00;12;18;24;26;9;1;0;43;65;0;0;1;4;1
2019-08-21 06:30:00;14;11;67;59;10;1;2;65;77;2;0;0;1;3
2019-08-21 06:45:00;26;29;55;59;12;3;1;72;91;0;0;0;2;0
2019-08-21 07:00:00;22;21;22;25;11;3;0;61;87;0;0;0;1;0
2019-08-21 07:15:00;16;20;25;27;10;2;0;81;96;0;0;1;1;0
