DATUM;1(TAFGA);2(TAFBA)
2020-07-21 00:00:00;0;0
2020-07-21 00:15:00;0;0
2020-07-21 00:30:00;0;0
2020-07-21 00:45:00;0;0
2020-07-21 01:00:00;0;0
2020-07-21 01:15:00;0;0
2020-07-21 01:30:00;0;0
2020-07-21 01:45:00;0;0
2020-07-21 02:00:00;0;0
2020-07-21 02:15:00;0;0
2020-07-21 02:30:00;0;0
2020-07-21 02:45:00;0;0
2020-07-21 03:00:00;0;0
2020-07-21 03:15:00;0;0
2020-07-21 03:30:00;0;0
2020-07-21 03:45:00;0;0
2020-07-21 04:00:00;0;0
2020-07-21 04:15:00;0;0
2020-07-21 04:30:00;0;0
2020-07-21 04:45:00;0;0
2020-07-21 05:00:00;0;0
2020-07-21 05:15:00;0;0
2020-07-21 05:30:00;3;0
2020-07-21 05:45:00;5;1
2020-07-21 06:00:00;4;0
2020-07-21 06:15:00;8;1
2020-07-21 06:30:00;6;4
2020-07-21 06:45:00;11;3
2020-07-21 07:00:00;4;0
2020-07-21 07:15:00;12;1
2020-07-21 07:30:00;17;3
2020-07-21 07:45:00;16;7
2020-07-21 08:00:00;13;3
2020-07-21 08:15:00;17;7
2020-07-21 08:30:00;12;2
2020-07-21 08:45:00;13;1
2020-07-21 09:00:00;19;5
2020-07-21 09:15:00;16;3
2020-07-21 09:30:00;13;6
2020-07-21 09:45:00;15;0
2020-07-21 10:00:00;15;4
2020-07-21 10:15:00;13;6
2020-07-21 10:30:00;16;3
2020-07-21 10:45:00;16;3
2020-07-21 11:00:00;15;4
2020-07-21 11:15:00;16;13
2020-07-21 11:30:00;16;4
2020-07-21 11:45:00;23;0
2020-07-21 12:00:00;23;2
2020-07-21 12:15:00;14;7
2020-07-21 12:30:00;17;0
2020-07-21 12:45:00;15;2
2020-07-21 13:00:00;19;4
2020-07-21 13:15:00;17;1
2020-07-21 13:30:00;18;4
2020-07-21 13:45:00;14;18
2020-07-21 14:00:00;21;3
2020-07-21 14:15:00;20;4
2020-07-21 14:30:00;17;4
2020-07-21 14:45:00;19;10
2020-07-21 15:00:00;16;8
2020-07-21 15:15:00;22;8
2020-07-21 15:30:00;21;4
2020-07-21 15:45:00;17;5
2020-07-21 16:00:00;21;9
2020-07-21 16:15:00;20;0
2020-07-21 16:30:00;23;2
2020-07-21 16:45:00;18;9
2020-07-21 17:00:00;14;4
2020-07-21 17:15:00;16;8
2020-07-21 17:30:00;23;9
2020-07-21 17:45:00;19;18
2020-07-21 18:00:00;22;4
2020-07-21 18:15:00;19;7
2020-07-21 18:30:00;23;8
2020-07-21 18:45:00;25;4
2020-07-21 19:00:00;20;0
2020-07-21 19:15:00;10;7
2020-07-21 19:30:00;17;4
2020-07-21 19:45:00;15;12
2020-07-21 20:00:00;12;9
2020-07-21 20:15:00;15;4
2020-07-21 20:30:00;12;4
2020-07-21 20:45:00;8;1
2020-07-21 21:00:00;18;10
2020-07-21 21:15:00;14;12
2020-07-21 21:30:00;17;3
2020-07-21 21:45:00;10;12
2020-07-21 22:00:00;5;1
2020-07-21 22:15:00;11;1
2020-07-21 22:30:00;5;1
2020-07-21 22:45:00;5;0
2020-07-21 23:00:00;2;2
2020-07-21 23:15:00;0;0
2020-07-21 23:30:00;0;0
