DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-03-02 00:00:00;9;0;4;2;0;0;0;0;0;0;0;0
2020-03-02 00:15:00;9;0;5;4;0;0;0;0;0;0;0;0
2020-03-02 00:30:00;3;0;9;2;0;0;0;0;0;0;0;0
2020-03-02 00:45:00;2;0;5;0;0;0;0;0;0;0;0;0
2020-03-02 01:00:00;6;0;1;2;0;0;0;0;0;0;0;0
2020-03-02 01:15:00;4;0;1;3;0;0;0;0;0;0;0;0
2020-03-02 01:30:00;2;0;0;1;0;0;0;0;0;0;0;0
2020-03-02 01:45:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-03-02 02:00:00;0;0;3;3;0;0;0;0;0;0;0;0
2020-03-02 02:15:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-03-02 02:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-03-02 02:45:00;5;0;1;1;0;0;0;0;0;0;0;0
2020-03-02 03:00:00;1;0;3;1;0;0;0;0;0;0;0;0
2020-03-02 03:15:00;3;0;3;1;0;0;0;0;0;0;0;0
2020-03-02 03:30:00;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-02 03:45:00;4;0;1;1;0;0;0;0;0;0;0;0
2020-03-02 04:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-03-02 04:15:00;3;0;6;3;0;0;0;0;0;0;0;0
2020-03-02 04:30:00;8;0;4;2;0;0;0;0;0;0;0;0
2020-03-02 04:45:00;13;0;14;6;0;0;0;0;0;0;0;0
2020-03-02 05:00:00;13;0;34;5;0;0;0;0;0;0;0;0
2020-03-02 05:15:00;14;0;40;5;0;0;0;0;0;0;0;0
2020-03-02 05:30:00;41;0;43;10;0;0;2;0;0;0;0;0
2020-03-02 05:45:00;46;0;54;10;0;0;0;0;0;0;0;0
2020-03-02 06:00:00;42;0;39;10;0;0;0;0;0;0;0;0
2020-03-02 06:15:00;39;0;78;13;0;0;0;0;0;0;0;0
2020-03-02 06:30:00;67;0;111;14;0;0;0;6;0;0;0;0
2020-03-02 06:45:00;63;0;89;15;0;0;0;0;0;0;0;0
