DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-06-11 00:00:00;1;0;1;3;8
2020-06-11 00:15:00;7;2;4;1;3
2020-06-11 00:30:00;4;0;0;3;7
2020-06-11 00:45:00;1;0;0;1;4
2020-06-11 01:00:00;1;1;0;1;4
2020-06-11 01:15:00;2;1;0;1;2
2020-06-11 01:30:00;2;0;0;0;3
2020-06-11 01:45:00;2;0;1;2;1
2020-06-11 02:00:00;3;0;0;1;0
2020-06-11 02:15:00;0;0;1;2;1
2020-06-11 02:30:00;4;1;0;0;0
2020-06-11 02:45:00;1;0;0;0;2
2020-06-11 03:00:00;0;0;0;0;2
2020-06-11 03:15:00;0;0;1;1;1
2020-06-11 03:30:00;0;0;0;0;0
2020-06-11 03:45:00;2;0;1;0;2
2020-06-11 04:00:00;0;0;0;0;0
2020-06-11 04:15:00;2;2;2;3;0
2020-06-11 04:30:00;0;0;2;3;1
2020-06-11 04:45:00;3;0;0;0;1
2020-06-11 05:00:00;1;0;0;1;2
2020-06-11 05:15:00;2;2;3;5;4
2020-06-11 05:30:00;3;0;0;0;5
2020-06-11 05:45:00;2;0;0;2;5
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;4;2;2;1;0
2020-06-11 06:30:00;1;1;0;5;1
2020-06-11 06:45:00;0;0;0;2;2
2020-06-11 07:00:00;1;0;0;0;1
2020-06-11 07:15:00;7;1;2;3;2
2020-06-11 07:30:00;2;2;0;3;6
2020-06-11 07:45:00;3;1;1;5;2
2020-06-11 08:00:00;1;0;1;3;10
2020-06-11 08:15:00;3;0;2;4;8
2020-06-11 08:30:00;9;2;2;0;9
2020-06-11 08:45:00;11;1;3;8;9
2020-06-11 09:00:00;9;1;1;5;15
2020-06-11 09:15:00;7;0;0;5;10
2020-06-11 09:30:00;8;4;5;7;21
2020-06-11 09:45:00;16;3;8;12;24
2020-06-11 10:00:00;13;2;8;8;28
2020-06-11 10:15:00;8;2;0;6;29
2020-06-11 10:30:00;13;3;5;14;33
2020-06-11 10:45:00;22;1;5;8;20
2020-06-11 11:00:00;20;3;2;9;29
2020-06-11 11:15:00;14;1;6;9;21
2020-06-11 11:30:00;32;4;3;19;25
2020-06-11 11:45:00;18;5;6;11;40
2020-06-11 12:00:00;22;3;4;10;25
2020-06-11 12:15:00;16;2;2;14;17
2020-06-11 12:30:00;23;6;9;16;29
2020-06-11 12:45:00;22;2;3;5;29
2020-06-11 13:00:00;20;3;5;14;34
2020-06-11 13:15:00;23;6;6;11;24
2020-06-11 13:30:00;24;2;5;12;31
2020-06-11 13:45:00;16;3;10;11;40
2020-06-11 14:00:00;18;4;10;6;25
2020-06-11 14:15:00;25;2;5;8;32
2020-06-11 14:30:00;23;3;8;20;34
2020-06-11 14:45:00;11;4;6;11;46
2020-06-11 15:00:00;21;5;8;25;40
2020-06-11 15:15:00;22;2;11;12;25
2020-06-11 15:30:00;24;8;9;14;40
2020-06-11 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 16:00:00;20;5;7;23;40
2020-06-11 16:15:00;18;3;9;20;43
2020-06-11 16:30:00;23;4;9;19;51
2020-06-11 16:45:00;29;2;11;15;37
2020-06-11 17:00:00;27;6;11;19;32
2020-06-11 17:15:00;34;0;5;19;48
2020-06-11 17:30:00;33;9;15;19;47
2020-06-11 17:45:00;27;1;9;21;40
2020-06-11 18:00:00;20;3;12;21;54
2020-06-11 18:15:00;36;4;8;29;38
2020-06-11 18:30:00;35;8;8;27;45
2020-06-11 18:45:00;21;4;9;12;43
2020-06-11 19:00:00;20;5;5;22;32
2020-06-11 19:15:00;19;0;5;16;32
2020-06-11 19:30:00;24;4;5;14;30
2020-06-11 19:45:00;24;8;6;16;39
2020-06-11 20:00:00;22;3;6;10;26
2020-06-11 20:15:00;21;4;5;9;16
2020-06-11 20:30:00;26;7;7;12;14
2020-06-11 20:45:00;17;0;7;14;17
2020-06-11 21:00:00;11;8;6;10;20
2020-06-11 21:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 21:30:00;16;1;7;14;22
2020-06-11 21:45:00;15;1;7;11;10
2020-06-11 22:00:00;22;3;9;16;14
2020-06-11 22:15:00;11;0;4;19;11
2020-06-11 22:30:00;13;2;6;10;11
2020-06-11 23:00:00;11;4;2;5;6
2020-06-11 23:15:00;5;0;1;8;4
2020-06-11 23:30:00;2;0;0;6;5
2020-06-11 23:45:00;2;0;1;2;4
