DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-06-27 00:00:00;11;8;7;6;5;11;7;1;4
2020-06-27 00:15:00;9;14;18;7;6;14;16;1;4
2020-06-27 00:30:00;9;10;12;4;4;20;29;1;3
2020-06-27 00:45:00;19;23;16;3;2;14;7;0;1
2020-06-27 01:00:00;13;4;5;3;2;9;7;2;7
2020-06-27 01:15:00;13;9;9;5;3;9;5;1;4
2020-06-27 01:30:00;9;12;12;5;7;14;7;2;4
2020-06-27 01:45:00;7;7;7;3;2;7;8;1;1
2020-06-27 02:00:00;4;6;4;0;0;14;3;0;1
2020-06-27 02:15:00;5;6;5;4;0;3;4;0;1
2020-06-27 02:30:00;9;7;1;0;2;10;7;1;3
2020-06-27 02:45:00;4;14;10;8;3;6;3;0;0
2020-06-27 03:00:00;7;7;6;2;0;9;4;0;0
2020-06-27 03:15:00;2;4;5;2;2;4;3;0;0
2020-06-27 03:30:00;3;7;7;3;1;4;6;0;0
2020-06-27 03:45:00;5;2;1;0;1;6;5;0;0
2020-06-27 04:00:00;2;6;6;4;1;11;4;0;0
2020-06-27 04:15:00;3;2;5;1;0;9;6;0;0
2020-06-27 04:30:00;4;3;3;2;0;7;5;0;0
2020-06-27 04:45:00;7;7;4;1;0;12;5;0;0
2020-06-27 05:00:00;6;7;4;2;0;5;3;0;0
2020-06-27 05:15:00;11;5;8;2;1;9;6;3;2
2020-06-27 05:30:00;17;7;6;1;1;15;6;0;3
2020-06-27 05:45:00;8;5;7;3;3;16;9;1;2
2020-06-27 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 06:15:00;19;14;12;2;3;38;14;0;1
2020-06-27 06:30:00;13;12;20;5;3;16;11;2;2
2020-06-27 06:45:00;17;12;17;5;4;18;11;0;0
2020-06-27 07:00:00;15;13;19;4;5;34;15;2;7
2020-06-27 07:15:00;30;24;21;9;11;27;15;2;4
2020-06-27 07:30:00;22;28;20;11;8;40;17;4;5
2020-06-27 07:45:00;27;13;25;6;7;50;27;10;11
2020-06-27 08:00:00;24;22;29;8;6;44;23;8;13
2020-06-27 08:15:00;40;28;33;12;11;51;36;72;10
2020-06-27 08:30:00;44;32;26;5;8;60;49;6;8
2020-06-27 08:45:00;51;45;51;11;12;50;37;5;17
2020-06-27 09:00:00;40;40;37;8;12;67;45;6;11
2020-06-27 09:15:00;53;52;40;18;11;80;66;20;18
2020-06-27 09:30:00;52;59;45;7;7;74;40;14;11
2020-06-27 09:45:00;64;56;67;23;12;94;58;9;18
2020-06-27 10:00:00;62;64;64;15;13;96;58;14;16
2020-06-27 10:15:00;80;64;65;19;11;82;73;13;15
2020-06-27 10:30:00;86;87;73;22;10;91;68;11;18
2020-06-27 10:45:00;96;76;80;26;13;99;67;9;21
2020-06-27 11:00:00;87;87;79;20;16;93;65;21;22
2020-06-27 11:15:00;107;93;85;18;14;100;74;11;16
