DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-11-21 00:00:00;8;9;0;0;2;0;30;21;0;0;0;2;0;0;0
2020-11-21 00:15:00;26;25;3;0;0;0;27;21;0;0;0;0;0;0;0
2020-11-21 00:30:00;18;11;0;0;1;0;27;21;0;0;0;1;0;0;0
2020-11-21 00:45:00;14;10;0;0;0;0;35;19;0;0;0;0;0;0;0
2020-11-21 01:00:00;22;14;1;0;0;1;32;20;0;0;0;1;0;0;0
2020-11-21 01:15:00;14;12;0;1;1;0;19;16;0;0;0;1;0;0;0
2020-11-21 01:30:00;8;10;0;0;0;0;30;19;0;0;0;0;0;0;0
2020-11-21 01:45:00;6;8;2;0;0;1;11;8;0;0;0;0;0;0;0
2020-11-21 02:00:00;8;11;1;0;0;0;20;13;0;0;0;0;0;0;0
2020-11-21 02:15:00;6;4;0;0;0;0;12;9;0;0;0;0;0;0;0
2020-11-21 02:30:00;4;7;0;0;0;0;16;9;0;0;0;0;0;0;0
2020-11-21 02:45:00;1;4;2;0;0;0;17;12;0;0;0;0;0;0;0
2020-11-21 03:00:00;3;3;1;0;0;0;14;9;0;0;0;0;0;0;0
2020-11-21 03:15:00;4;1;0;0;0;0;14;10;0;0;0;0;0;0;0
2020-11-21 03:30:00;4;2;0;0;0;0;6;4;0;0;0;0;0;0;0
2020-11-21 03:45:00;7;5;0;0;0;0;6;6;0;0;0;0;0;0;0
2020-11-21 04:00:00;9;4;0;0;0;0;8;7;0;0;0;0;0;0;0
2020-11-21 04:15:00;1;5;0;0;0;1;7;5;0;0;0;0;0;0;0
2020-11-21 04:30:00;3;3;1;0;0;0;12;11;0;0;0;0;0;0;0
2020-11-21 04:45:00;12;10;0;0;2;0;16;13;0;0;0;2;0;0;0
2020-11-21 05:00:00;12;4;0;0;0;0;29;21;0;0;0;0;0;0;0
2020-11-21 05:15:00;23;23;1;0;0;0;22;21;0;0;0;0;0;0;0
2020-11-21 05:30:00;33;27;0;0;0;0;40;37;0;0;0;0;0;0;0
2020-11-21 05:45:00;35;17;0;1;0;0;77;63;0;0;0;0;0;0;0
2020-11-21 06:00:00;21;13;0;0;0;1;65;70;0;0;0;0;0;0;0
2020-11-21 06:15:00;27;14;1;0;0;0;84;81;0;0;0;0;0;0;0
2020-11-21 06:30:00;52;27;0;0;0;1;68;52;0;0;0;0;0;0;0
2020-11-21 06:45:00;33;21;1;0;1;0;63;53;0;0;0;2;0;0;0
2020-11-21 07:00:00;26;13;0;0;1;1;50;39;0;0;0;1;0;0;0
2020-11-21 07:15:00;26;21;1;0;3;1;48;52;0;0;0;3;0;0;0
2020-11-21 07:30:00;36;37;0;0;0;2;49;60;0;0;0;0;0;0;0
2020-11-21 07:45:00;40;40;2;0;2;1;49;66;0;0;0;2;0;0;0
2020-11-21 08:00:00;39;40;1;0;2;0;60;73;0;0;0;4;0;0;0
2020-11-21 08:15:00;45;41;5;0;2;1;59;72;0;0;0;2;0;0;0
2020-11-21 08:30:00;52;58;4;1;5;1;66;90;0;0;0;5;0;0;0
2020-11-21 08:45:00;59;60;7;0;3;1;91;111;0;0;0;3;0;0;0
2020-11-21 09:00:00;73;74;7;0;7;0;90;109;0;0;0;8;0;0;0
2020-11-21 09:15:00;53;78;5;0;4;0;88;119;0;0;0;7;0;0;0
2020-11-21 09:30:00;66;89;1;3;11;4;86;142;0;0;0;10;0;0;0
2020-11-21 09:45:00;75;103;10;0;9;2;86;152;0;0;0;11;0;0;0
2020-11-21 10:00:00;93;87;8;1;5;3;106;152;0;0;0;6;0;0;2
2020-11-21 10:15:00;84;94;3;1;5;0;90;176;0;0;0;5;0;0;0
2020-11-21 10:30:00;89;116;5;3;6;1;96;176;0;0;0;10;1;0;0
2020-11-21 10:45:00;95;126;10;1;6;2;100;191;0;0;0;6;0;0;0
2020-11-21 11:00:00;85;98;7;0;8;2;93;182;0;0;0;8;0;0;2
2020-11-21 11:15:00;89;129;5;1;9;3;78;180;0;0;0;10;0;0;0
2020-11-21 11:30:00;84;89;13;4;4;2;59;195;0;0;0;5;0;0;1
2020-11-21 11:45:00;100;94;9;0;10;3;62;185;0;0;0;10;0;0;9
2020-11-21 12:00:00;93;116;3;0;5;2;77;214;0;0;0;7;0;0;3
2020-11-21 12:15:00;118;107;15;0;7;2;46;194;0;0;0;11;0;0;0
2020-11-21 12:30:00;88;119;16;2;10;2;66;191;0;0;0;10;0;0;0
2020-11-21 12:45:00;102;125;8;3;10;5;69;185;0;0;0;9;0;0;0
2020-11-21 13:00:00;95;131;4;1;7;1;63;196;0;0;0;8;3;0;0
2020-11-21 13:15:00;80;116;6;3;10;3;57;204;0;0;0;11;0;0;1
2020-11-21 13:30:00;94;124;10;0;6;5;61;168;0;0;0;6;0;0;0
2020-11-21 13:45:00;95;111;7;0;3;5;67;223;0;0;0;6;0;0;0
2020-11-21 14:00:00;80;118;7;2;3;3;50;203;0;0;0;4;0;0;4
2020-11-21 14:15:00;82;124;5;2;9;3;54;195;0;0;0;8;0;0;1
2020-11-21 14:30:00;94;130;13;2;7;1;52;197;0;0;0;8;0;0;7
2020-11-21 14:45:00;84;110;6;1;7;4;61;225;0;0;0;8;0;0;1
2020-11-21 15:00:00;79;95;8;1;10;4;48;210;0;0;0;11;0;0;2
2020-11-21 15:15:00;86;93;40;0;6;8;64;205;0;0;0;6;0;0;0
2020-11-21 15:30:00;95;109;10;0;6;1;72;225;0;0;0;8;0;0;0
2020-11-21 15:45:00;78;117;5;0;3;4;56;202;0;0;0;6;0;0;1
2020-11-21 16:00:00;84;103;12;1;8;1;54;221;0;0;0;7;0;0;1
2020-11-21 16:15:00;78;96;4;1;7;2;47;198;0;0;0;7;0;0;0
2020-11-21 16:30:00;102;94;9;0;3;2;57;182;0;0;0;4;0;0;2
2020-11-21 16:45:00;97;83;20;1;4;2;85;152;0;0;0;7;0;0;0
2020-11-21 17:00:00;102;65;12;1;12;3;52;137;0;0;0;13;1;0;0
2020-11-21 17:15:00;107;67;12;0;6;0;45;135;0;0;0;6;0;0;0
2020-11-21 17:30:00;92;56;5;2;6;1;43;127;0;0;0;7;0;0;0
2020-11-21 17:45:00;92;76;6;1;5;1;49;106;0;0;0;7;2;0;0
2020-11-21 18:00:00;88;67;7;0;3;3;51;122;0;0;0;3;0;0;0
2020-11-21 18:15:00;83;53;8;1;0;3;61;121;0;0;0;2;1;0;0
2020-11-21 18:30:00;99;61;4;0;6;0;42;85;0;0;0;4;0;0;0
2020-11-21 18:45:00;77;53;4;0;0;0;57;82;0;0;0;1;0;0;0
2020-11-21 19:00:00;88;49;1;1;1;1;61;78;0;0;0;1;0;0;0
2020-11-21 19:15:00;102;48;6;1;3;0;57;79;0;0;0;5;0;0;2
2020-11-21 19:30:00;77;49;3;0;6;0;71;77;0;0;0;6;0;0;0
2020-11-21 19:45:00;65;34;1;1;1;0;49;70;0;0;0;2;0;0;0
2020-11-21 20:00:00;62;40;2;0;1;2;72;89;0;0;0;1;0;0;0
2020-11-21 20:15:00;42;35;3;0;2;0;74;79;0;0;0;4;0;0;0
2020-11-21 20:30:00;51;37;5;1;2;1;66;69;0;0;0;4;0;0;0
