DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2019-10-24 00:00:00;0;3;2;2;2;5;1;2;0;0;0;0;0
2019-10-24 00:15:00;0;7;3;1;2;5;1;5;0;0;0;0;0
2019-10-24 00:30:00;0;1;2;2;4;2;3;6;0;0;0;0;0
2019-10-24 00:45:00;1;3;1;1;3;3;0;2;0;0;0;0;0
2019-10-24 01:00:00;0;8;5;5;2;2;2;0;0;0;0;0;0
2019-10-24 01:15:00;0;1;3;3;3;2;3;2;0;0;0;0;0
2019-10-24 01:30:00;0;0;3;3;2;4;1;0;0;0;0;0;0
2019-10-24 01:45:00;1;0;2;2;5;5;5;3;0;0;0;0;0
2019-10-24 02:00:00;2;7;2;2;3;4;2;2;0;0;0;0;0
2019-10-24 02:15:00;1;1;6;6;3;2;2;1;0;0;0;0;0
2019-10-24 02:30:00;0;1;4;4;0;1;0;0;0;0;0;0;0
2019-10-24 02:45:00;1;2;2;2;5;2;0;2;0;0;0;0;0
2019-10-24 03:00:00;1;4;4;4;4;2;3;1;0;0;0;0;0
2019-10-24 03:15:00;2;3;0;0;5;2;5;2;0;0;0;0;0
2019-10-24 03:30:00;0;0;4;4;6;2;5;1;0;0;0;0;0
2019-10-24 03:45:00;0;2;4;4;7;6;3;1;0;0;0;0;0
2019-10-24 04:00:00;0;2;2;2;3;3;2;2;0;0;0;0;0
2019-10-24 04:15:00;2;2;2;2;2;3;2;3;0;0;0;0;0
2019-10-24 04:30:00;0;11;8;6;4;4;3;4;0;0;0;0;0
2019-10-24 04:45:00;2;17;26;26;9;6;6;9;0;0;0;0;0
2019-10-24 05:00:00;1;32;45;45;6;8;6;33;0;0;0;0;0
2019-10-24 05:15:00;21;68;123;127;17;12;23;58;0;0;0;0;0
2019-10-24 05:30:00;19;105;120;115;24;32;26;66;0;0;0;0;0
2019-10-24 05:45:00;7;91;62;64;43;127;49;96;0;0;0;0;0
2019-10-24 06:00:00;4;77;45;47;51;112;51;70;0;0;0;0;0
2019-10-24 06:15:00;5;74;33;33;24;33;27;98;0;0;0;0;0
2019-10-24 06:30:00;6;99;49;50;27;30;23;117;0;0;0;0;0
2019-10-24 06:45:00;9;84;52;52;19;20;19;93;0;0;0;0;0
2019-10-24 07:00:00;5;90;59;59;30;33;29;91;0;0;0;0;0
2019-10-24 07:15:00;9;102;45;49;32;26;32;106;0;0;0;0;0
2019-10-24 07:30:00;2;101;46;47;29;30;31;108;0;0;0;0;0
2019-10-24 07:45:00;11;90;51;52;31;34;29;111;0;0;0;0;0
2019-10-24 08:00:00;10;82;47;48;29;36;33;107;0;0;0;0;0
2019-10-24 08:15:00;6;78;38;40;37;30;33;110;0;0;0;0;0
2019-10-24 08:30:00;6;77;26;33;21;30;21;83;0;0;0;0;0
2019-10-24 08:45:00;15;59;52;55;19;35;21;70;0;0;0;0;0
2019-10-24 09:00:00;6;37;30;30;16;29;21;57;0;0;0;0;0
2019-10-24 09:15:00;4;43;51;52;13;27;13;69;0;0;0;0;0
2019-10-24 09:30:00;5;37;31;32;24;22;24;68;0;0;0;0;0
2019-10-24 09:45:00;2;38;29;27;15;19;17;53;0;0;0;0;0
2019-10-24 10:00:00;6;36;32;33;17;30;22;54;0;0;0;0;0
2019-10-24 10:15:00;7;60;35;33;15;28;14;53;0;0;0;0;0
2019-10-24 10:30:00;6;28;21;21;16;26;15;53;0;0;0;0;0
2019-10-24 10:45:00;6;47;23;21;22;34;23;55;0;0;0;0;0
2019-10-24 11:00:00;4;57;32;31;21;26;21;54;0;0;0;0;0
2019-10-24 11:15:00;1;47;37;38;16;26;18;48;0;0;0;0;0
2019-10-24 11:30:00;1;27;21;21;14;32;13;52;0;0;0;0;0
2019-10-24 11:45:00;7;47;25;25;24;27;28;49;0;0;0;0;0
2019-10-24 12:00:00;2;42;29;30;19;34;24;39;0;0;0;0;0
2019-10-24 12:15:00;4;47;21;19;22;32;23;42;0;0;0;0;0
2019-10-24 12:30:00;5;65;27;28;16;43;29;43;0;0;0;0;0
2019-10-24 12:45:00;2;60;38;38;29;30;29;56;0;0;0;0;0
2019-10-24 13:00:00;6;84;46;47;30;31;35;59;0;0;0;0;0
