DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-01-31 00:00:00;3;0;2;4;1
2020-01-31 00:15:00;3;2;4;8;2
2020-01-31 00:30:00;3;0;0;2;0
2020-01-31 00:45:00;1;0;0;6;2
2020-01-31 01:00:00;2;0;2;4;0
2020-01-31 01:15:00;0;0;0;1;2
2020-01-31 01:30:00;0;0;0;0;0
2020-01-31 01:45:00;2;0;0;3;0
2020-01-31 02:00:00;0;0;0;0;0
2020-01-31 02:15:00;1;0;0;0;0
2020-01-31 02:30:00;1;0;0;1;1
2020-01-31 02:45:00;3;0;0;2;0
2020-01-31 03:00:00;1;0;1;3;2
2020-01-31 03:15:00;0;0;1;1;0
2020-01-31 03:30:00;0;0;0;0;1
2020-01-31 03:45:00;5;0;0;0;0
2020-01-31 04:00:00;1;0;0;2;0
2020-01-31 04:15:00;2;0;0;2;1
2020-01-31 04:30:00;1;0;0;1;2
2020-01-31 04:45:00;1;2;0;0;5
2020-01-31 05:00:00;0;0;1;3;5
2020-01-31 05:15:00;7;1;0;7;5
2020-01-31 05:30:00;7;2;1;7;16
2020-01-31 05:45:00;14;2;2;7;15
2020-01-31 06:00:00;18;2;2;8;13
2020-01-31 06:15:00;18;2;10;15;40
2020-01-31 06:30:00;31;4;6;25;32
2020-01-31 06:45:00;36;6;8;16;38
2020-01-31 07:00:00;46;7;8;19;57
2020-01-31 07:15:00;48;13;9;26;105
2020-01-31 07:30:00;70;18;24;53;124
2020-01-31 07:45:00;80;13;26;52;97
2020-01-31 08:00:00;60;14;13;31;68
2020-01-31 08:15:00;60;8;11;39;43
2020-01-31 08:30:00;59;14;14;27;57
2020-01-31 08:45:00;45;24;25;31;57
2020-01-31 09:00:00;40;14;14;24;49
2020-01-31 09:15:00;37;10;13;26;45
2020-01-31 09:30:00;39;10;14;26;69
2020-01-31 09:45:00;58;23;15;31;59
2020-01-31 10:00:00;41;13;26;33;60
2020-01-31 10:15:00;38;13;23;30;62
2020-01-31 10:30:00;45;13;20;29;64
2020-01-31 10:45:00;42;14;16;42;70
2020-01-31 11:00:00;40;12;24;30;57
2020-01-31 11:15:00;37;9;33;43;75
2020-01-31 11:30:00;51;14;15;34;61
2020-01-31 11:45:00;46;15;27;43;70
2020-01-31 12:00:00;45;8;15;33;54
2020-01-31 12:15:00;48;7;20;27;71
2020-01-31 12:30:00;64;11;31;39;96
2020-01-31 12:45:00;56;15;26;46;105
2020-01-31 13:00:00;83;14;37;61;85
2020-01-31 13:15:00;59;7;22;49;95
2020-01-31 13:30:00;52;13;25;25;80
2020-01-31 13:45:00;62;12;25;38;72
2020-01-31 14:00:00;57;10;24;38;75
2020-01-31 14:15:00;46;10;15;40;75
2020-01-31 14:30:00;70;18;19;35;98
2020-01-31 14:45:00;64;19;19;47;68
2020-01-31 15:00:00;62;11;20;31;79
2020-01-31 15:15:00;64;8;12;34;106
2020-01-31 15:30:00;66;14;22;41;91
2020-01-31 15:45:00;48;11;30;30;76
2020-01-31 16:00:00;46;13;25;30;109
2020-01-31 16:15:00;51;7;23;31;96
2020-01-31 16:30:00;65;7;19;40;112
2020-01-31 16:45:00;64;11;15;32;78
2020-01-31 17:00:00;60;12;25;45;63
2020-01-31 17:15:00;42;9;19;31;86
2020-01-31 17:30:00;54;21;16;30;99
2020-01-31 17:45:00;52;13;30;37;104
2020-01-31 18:00:00;70;27;15;40;75
2020-01-31 18:15:00;85;34;15;30;88
2020-01-31 18:30:00;77;32;13;26;75
2020-01-31 18:45:00;45;14;14;28;99
2020-01-31 19:00:00;47;10;13;20;47
2020-01-31 19:15:00;36;13;9;21;54
2020-01-31 19:30:00;36;9;10;12;48
2020-01-31 19:45:00;25;3;15;20;50
2020-01-31 20:00:00;23;8;8;20;58
2020-01-31 20:15:00;35;3;5;20;39
2020-01-31 20:30:00;35;7;9;12;32
2020-01-31 20:45:00;25;1;3;12;38
2020-01-31 21:00:00;24;4;12;23;26
2020-01-31 21:15:00;21;2;3;11;18
2020-01-31 21:30:00;19;1;5;12;23
2020-01-31 21:45:00;16;1;3;12;34
2020-01-31 22:00:00;36;7;25;31;75
2020-01-31 22:15:00;35;8;24;29;66
2020-01-31 22:30:00;16;2;6;13;29
2020-01-31 22:45:00;31;2;6;10;21
2020-01-31 23:00:00;15;3;7;14;17
2020-01-31 23:15:00;13;0;8;7;20
2020-01-31 23:30:00;15;1;5;13;24
2020-01-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
