DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2019-12-12 00:00:00;11;8;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 00:15:00;6;10;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 00:30:00;12;9;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 00:45:00;9;10;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 01:00:00;13;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 01:15:00;11;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 01:30:00;3;6;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 01:45:00;5;6;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 02:00:00;4;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 02:15:00;8;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 02:30:00;8;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 02:45:00;4;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 03:00:00;6;4;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 03:15:00;4;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 03:30:00;2;7;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 03:45:00;9;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 04:00:00;7;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 04:15:00;11;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 04:30:00;13;1;11;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 04:45:00;12;2;13;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 05:00:00;36;16;19;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 05:15:00;54;22;26;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-12 05:30:00;62;39;50;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
