DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-11-23 00:00:00;5;8;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:15:00;6;6;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:30:00;9;12;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:45:00;9;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:00:00;5;8;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:15:00;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:30:00;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:45:00;9;5;4;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:00:00;8;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:15:00;10;5;4;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:30:00;4;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:45:00;0;2;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:00:00;5;11;7;13;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:15:00;3;7;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:30:00;5;10;7;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:45:00;9;5;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 04:00:00;5;13;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 04:15:00;15;10;3;12;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-23 04:30:00;30;20;7;23;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-23 04:45:00;23;34;12;33;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 05:00:00;58;103;33;96;3;3;3;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-23 05:15:00;55;124;19;103;4;4;4;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-23 05:30:00;87;120;20;89;4;4;4;2;1;2;0;0;0;0;0;0;0;0;0
2020-11-23 05:45:00;58;111;11;91;2;35;3;7;7;0;0;0;0;0;0;0;0;0;0
2020-11-23 06:00:00;83;122;27;99;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0
2020-11-23 06:15:00;99;184;19;134;7;5;6;8;8;3;0;1;0;0;0;0;0;0;1
