DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-11-30 00:00:00;6;5;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 00:15:00;7;11;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 00:30:00;8;13;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 00:45:00;7;7;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 01:00:00;9;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 01:15:00;7;3;4;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 01:30:00;4;6;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 01:45:00;4;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:00:00;12;3;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:15:00;5;2;3;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:30:00;3;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:45:00;5;6;4;7;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:00:00;3;6;2;7;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:15:00;5;10;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:30:00;6;9;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:45:00;4;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 04:00:00;13;17;11;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 04:15:00;16;13;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 04:30:00;21;25;15;27;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-30 04:45:00;28;36;13;36;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 05:00:00;55;109;37;104;2;2;2;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-30 05:15:00;75;112;35;105;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-30 05:30:00;86;128;40;108;5;5;5;2;2;3;0;0;0;0;0;0;0;0;2
2020-11-30 05:45:00;69;117;26;96;2;1;1;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-30 06:00:00;76;102;29;89;5;5;5;4;4;0;0;2;0;0;0;0;0;0;0
2020-11-30 06:15:00;98;163;28;124;4;6;5;2;2;2;0;1;0;0;0;0;0;0;0
2020-11-30 06:30:00;120;192;30;155;9;8;9;8;8;2;0;0;0;1;0;0;0;0;0
2020-11-30 06:45:00;126;197;28;124;8;37;7;6;6;2;0;1;0;0;0;0;0;0;0
2020-11-30 07:00:00;109;209;25;148;6;18;7;11;10;5;0;7;0;0;0;0;0;0;0
2020-11-30 07:15:00;142;198;41;153;15;22;13;15;16;2;0;6;0;0;0;0;0;0;0
2020-11-30 07:30:00;173;235;29;154;8;10;10;15;14;3;0;3;0;2;0;0;0;0;1
2020-11-30 07:45:00;160;197;19;133;7;18;7;11;13;2;0;0;0;0;0;0;0;0;1
2020-11-30 08:00:00;151;183;19;137;5;5;5;12;13;5;0;0;0;0;0;0;0;0;1
2020-11-30 08:15:00;114;185;16;126;12;12;12;15;15;2;0;0;0;0;0;0;0;0;0
2020-11-30 08:30:00;132;155;24;107;9;32;8;16;15;2;0;2;0;0;0;0;0;0;0
2020-11-30 08:45:00;137;175;28;120;3;9;4;15;14;0;0;2;0;0;0;0;0;0;0
2020-11-30 09:00:00;105;158;27;115;3;67;3;10;9;1;0;0;0;0;0;0;0;0;0
2020-11-30 09:15:00;144;181;22;127;9;19;10;11;11;3;0;1;0;0;0;0;0;0;0
2020-11-30 09:30:00;141;158;29;129;6;6;5;12;12;0;0;3;0;0;0;0;0;0;0
2020-11-30 09:45:00;156;192;22;133;6;5;6;12;11;0;0;2;0;0;0;0;0;0;0
2020-11-30 10:00:00;177;177;26;127;6;6;6;11;11;3;0;1;0;0;0;0;0;0;0
2020-11-30 10:15:00;147;161;23;113;7;14;8;7;7;1;0;0;0;0;0;0;0;0;0
2020-11-30 10:30:00;175;170;57;138;10;11;10;9;8;5;0;2;0;0;0;0;0;0;0
2020-11-30 10:45:00;193;161;20;92;4;4;4;7;8;0;0;1;0;0;0;0;0;0;0
2020-11-30 11:00:00;184;169;21;117;4;5;4;10;10;0;0;0;0;0;0;0;0;0;0
2020-11-30 11:15:00;177;182;30;106;6;6;6;11;11;0;0;2;0;1;0;0;0;0;0
2020-11-30 11:30:00;181;193;34;157;5;5;5;7;8;1;0;0;0;0;0;0;0;0;0
2020-11-30 11:45:00;193;167;22;119;7;7;7;6;6;5;0;1;0;0;0;0;0;0;2
2020-11-30 12:00:00;161;160;16;102;14;13;13;15;16;2;0;1;0;0;0;0;0;0;3
2020-11-30 12:15:00;219;164;25;115;3;4;4;6;6;2;0;1;0;0;0;0;0;0;0
2020-11-30 12:30:00;189;208;23;143;7;7;7;6;6;1;0;2;0;0;0;0;0;0;0
2020-11-30 12:45:00;205;179;16;105;9;9;8;14;15;1;0;2;0;0;0;0;0;0;0
2020-11-30 13:00:00;235;194;19;95;15;15;14;9;8;3;0;3;0;0;0;0;0;0;0
2020-11-30 13:15:00;223;216;34;128;12;13;11;8;8;0;0;3;0;1;0;0;0;0;0
2020-11-30 13:30:00;230;201;22;146;11;9;9;8;8;3;0;0;0;0;0;0;0;0;0
2020-11-30 13:45:00;202;207;26;119;10;12;11;10;10;1;0;0;0;0;0;0;0;0;0
2020-11-30 14:00:00;239;187;21;119;12;12;12;11;12;2;0;0;0;0;0;0;0;0;0
2020-11-30 14:15:00;185;198;31;115;4;3;4;8;8;4;0;2;0;0;0;0;0;0;0
2020-11-30 14:30:00;242;241;31;151;10;10;9;9;9;3;0;5;0;0;0;0;0;0;0
2020-11-30 14:45:00;203;204;27;110;5;5;5;9;14;2;0;5;0;0;0;0;0;0;3
2020-11-30 15:00:00;233;209;26;150;9;9;9;17;17;1;0;1;0;0;0;0;0;0;0
2020-11-30 15:15:00;219;210;12;86;11;12;13;17;15;5;0;1;0;0;0;0;0;0;1
2020-11-30 15:30:00;265;237;33;150;8;8;8;11;12;5;0;0;0;1;0;0;0;0;0
2020-11-30 15:45:00;233;186;18;107;7;6;8;12;12;2;0;0;0;0;0;0;0;0;0
2020-11-30 16:00:00;254;208;21;76;15;78;14;14;13;4;0;4;0;0;0;0;0;0;0
2020-11-30 16:15:00;220;185;18;92;14;14;13;15;15;2;0;3;0;0;0;0;0;0;0
2020-11-30 16:30:00;271;223;11;116;11;11;12;17;17;6;0;0;0;0;0;0;0;2;0
2020-11-30 16:45:00;216;208;18;103;7;182;9;15;14;4;0;3;0;0;0;0;0;0;3
2020-11-30 17:00:00;265;217;27;138;9;62;9;13;13;4;0;2;0;2;0;0;0;0;0
2020-11-30 17:15:00;207;195;25;134;18;16;17;11;12;2;0;0;0;0;0;0;0;0;0
2020-11-30 17:30:00;252;195;23;100;17;23;19;12;12;5;0;2;0;0;0;0;0;0;0
2020-11-30 17:45:00;234;155;18;103;10;10;10;12;12;5;0;2;0;0;0;0;0;0;0
2020-11-30 18:00:00;218;149;21;99;11;141;12;15;14;0;0;1;0;0;0;0;0;0;1
2020-11-30 18:15:00;206;135;21;83;7;7;7;14;14;1;0;0;0;0;0;0;0;0;0
2020-11-30 18:30:00;193;137;27;90;9;9;9;11;11;1;0;2;0;0;0;0;0;0;0
2020-11-30 18:45:00;163;93;23;77;8;6;6;4;4;1;0;1;0;0;0;0;0;0;0
2020-11-30 19:00:00;153;91;17;79;12;39;14;7;7;0;0;2;0;0;0;0;0;0;0
2020-11-30 19:15:00;116;94;18;82;8;8;8;7;7;0;0;1;0;0;0;0;0;0;0
2020-11-30 19:30:00;105;80;17;64;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-30 19:45:00;86;73;16;71;4;4;4;1;1;0;0;1;0;0;0;0;0;0;0
2020-11-30 20:00:00;85;66;17;59;2;2;2;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-30 20:15:00;69;63;13;59;6;5;6;1;1;0;0;3;0;0;0;0;0;0;0
2020-11-30 20:30:00;57;55;13;51;2;3;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-30 20:45:00;56;75;23;76;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-30 21:00:00;47;82;18;70;5;5;5;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-30 21:15:00;44;60;20;63;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-30 21:30:00;42;38;20;40;1;1;1;3;4;0;0;0;0;0;0;0;0;0;1
2020-11-30 21:45:00;43;39;16;35;2;3;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-30 22:00:00;80;30;10;34;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-30 22:15:00;67;22;9;23;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-30 22:30:00;47;38;17;43;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-30 22:45:00;18;33;12;31;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-30 23:00:00;15;24;12;24;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
