DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-02-17 00:00:00;8;13;9;12;1;5;0
2020-02-17 00:15:00;7;12;14;9;0;1;0
2020-02-17 00:30:00;6;5;12;9;3;1;0
2020-02-17 00:45:00;10;7;4;4;0;2;0
2020-02-17 01:00:00;4;13;12;4;0;0;0
2020-02-17 01:15:00;7;10;9;5;0;6;0
2020-02-17 01:30:00;4;6;8;1;0;2;0
2020-02-17 01:45:00;3;3;5;3;0;0;0
2020-02-17 02:00:00;6;6;1;2;0;3;0
2020-02-17 02:15:00;6;9;5;1;1;0;0
2020-02-17 02:30:00;8;4;4;0;1;0;0
2020-02-17 02:45:00;6;3;1;7;1;4;0
2020-02-17 03:00:00;5;4;9;7;0;0;0
2020-02-17 03:15:00;5;7;4;5;0;3;0
2020-02-17 03:30:00;2;3;10;5;1;1;0
2020-02-17 03:45:00;2;3;11;3;0;1;0
2020-02-17 04:00:00;4;6;7;4;1;1;0
2020-02-17 04:15:00;10;8;15;6;1;1;0
2020-02-17 04:30:00;13;10;17;8;0;2;0
2020-02-17 04:45:00;21;17;48;17;2;2;0
2020-02-17 05:00:00;32;40;124;48;3;8;0
2020-02-17 05:15:00;44;53;216;112;3;20;0
2020-02-17 05:30:00;54;69;231;152;13;17;0
2020-02-17 05:45:00;47;59;196;132;19;19;2
2020-02-17 06:00:00;71;101;210;98;11;19;0
2020-02-17 06:15:00;67;91;241;170;14;34;0
2020-02-17 06:30:00;80;118;224;238;19;61;0
2020-02-17 06:45:00;63;105;214;252;24;46;0
2020-02-17 07:00:00;76;108;232;230;33;64;0
2020-02-17 07:15:00;82;120;247;199;355;61;0
2020-02-17 07:30:00;103;147;252;252;46;68;1
2020-02-17 07:45:00;97;146;247;263;25;61;0
2020-02-17 08:00:00;101;148;216;252;36;72;1
2020-02-17 08:15:00;73;131;247;213;20;63;0
2020-02-17 08:30:00;81;119;189;162;25;54;0
2020-02-17 08:45:00;72;140;184;142;31;39;0
2020-02-17 09:00:00;77;112;158;170;20;25;0
2020-02-17 09:15:00;77;120;165;167;36;21;0
2020-02-17 09:30:00;76;111;147;123;31;25;0
2020-02-17 09:45:00;84;115;127;120;17;14;0
2020-02-17 10:00:00;91;123;116;107;20;16;0
2020-02-17 10:15:00;77;139;116;112;17;23;0
2020-02-17 10:30:00;94;132;125;143;25;29;0
2020-02-17 10:45:00;80;150;124;151;33;35;0
2020-02-17 11:00:00;102;142;94;153;16;28;0
2020-02-17 11:15:00;91;145;90;128;19;25;0
2020-02-17 11:30:00;106;139;107;128;20;27;0
2020-02-17 11:45:00;101;158;123;147;24;30;0
2020-02-17 12:00:00;93;163;119;99;21;28;0
2020-02-17 12:15:00;121;192;118;102;20;34;0
2020-02-17 12:30:00;104;167;120;119;25;42;0
2020-02-17 12:45:00;100;163;144;133;22;20;0
2020-02-17 13:00:00;112;154;143;146;7;38;0
2020-02-17 13:15:00;106;153;218;187;65;37;0
2020-02-17 13:30:00;129;189;235;206;277;44;0
2020-02-17 13:45:00;120;170;217;174;37;33;1
2020-02-17 14:00:00;164;235;156;125;20;31;2
2020-02-17 14:15:00;226;272;115;145;19;41;0
2020-02-17 14:30:00;216;294;114;127;21;23;0
2020-02-17 14:45:00;185;244;123;144;25;37;0
2020-02-17 15:00:00;187;239;115;115;29;42;0
2020-02-17 15:15:00;207;286;112;125;23;30;0
2020-02-17 15:30:00;207;258;123;134;101;31;0
2020-02-17 15:45:00;216;275;123;165;24;39;0
2020-02-17 16:00:00;229;275;120;141;27;35;0
2020-02-17 16:15:00;218;283;112;147;14;29;0
2020-02-17 16:30:00;222;260;118;155;70;41;1
2020-02-17 16:45:00;195;253;133;162;27;26;0
2020-02-17 17:00:00;250;276;130;154;27;30;0
2020-02-17 17:15:00;220;281;125;143;21;32;4
2020-02-17 17:30:00;184;236;131;156;12;31;0
2020-02-17 17:45:00;162;234;93;114;23;24;0
2020-02-17 18:00:00;175;230;102;137;23;26;0
2020-02-17 18:15:00;169;217;108;138;102;26;0
2020-02-17 18:30:00;135;170;88;115;23;19;0
2020-02-17 18:45:00;98;157;91;115;14;19;0
2020-02-17 19:00:00;97;148;63;79;11;18;0
2020-02-17 19:15:00;90;136;71;80;10;16;0
2020-02-17 19:30:00;74;108;65;68;13;18;0
2020-02-17 19:45:00;64;95;67;60;1;20;0
2020-02-17 20:00:00;88;137;68;68;4;18;0
2020-02-17 20:15:00;55;91;57;58;6;9;0
2020-02-17 20:30:00;56;68;79;56;7;6;0
2020-02-17 20:45:00;44;65;84;55;6;4;0
2020-02-17 21:00:00;56;78;180;75;1;13;0
2020-02-17 21:15:00;44;79;199;87;2;12;0
2020-02-17 21:30:00;43;70;134;89;2;18;0
2020-02-17 21:45:00;106;119;56;32;1;6;0
2020-02-17 22:00:00;210;241;37;33;7;7;0
2020-02-17 22:15:00;100;128;34;38;0;2;0
2020-02-17 22:30:00;64;66;39;29;2;2;0
2020-02-17 22:45:00;27;30;23;13;2;2;0
2020-02-17 23:00:00;21;31;25;20;0;5;0
2020-02-17 23:15:00;17;23;22;13;0;0;0
2020-02-17 23:30:00;14;24;11;12;1;4;0
2020-02-17 23:45:00;10;14;18;8;1;4;0
