DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-05-16 00:00:00;8;5;2;2;1;4;15;2;0;1;0
2020-05-16 00:15:00;11;7;1;2;0;2;17;5;0;2;0
2020-05-16 00:30:00;27;6;3;2;0;3;23;1;0;6;0
2020-05-16 00:45:00;13;4;1;2;1;3;15;5;1;1;0
2020-05-16 01:00:00;16;5;1;2;0;7;9;2;0;1;0
2020-05-16 01:15:00;13;7;2;0;0;3;18;5;0;2;0
2020-05-16 01:30:00;5;4;1;2;1;2;10;2;0;0;0
2020-05-16 01:45:00;5;3;1;1;0;0;9;4;0;0;0
2020-05-16 02:00:00;10;2;2;0;0;1;9;2;1;2;0
2020-05-16 02:15:00;13;4;0;0;0;0;8;2;0;1;0
2020-05-16 02:30:00;9;2;1;2;0;2;7;0;0;1;0
2020-05-16 02:45:00;3;0;2;3;0;4;7;0;0;0;0
2020-05-16 03:00:00;2;5;1;0;0;0;7;2;0;0;0
2020-05-16 03:15:00;6;2;1;0;0;0;1;0;0;1;0
2020-05-16 03:30:00;2;0;0;0;0;0;4;0;0;0;0
2020-05-16 03:45:00;4;3;0;0;0;1;3;1;0;1;0
2020-05-16 04:00:00;9;1;1;2;0;1;4;0;0;1;0
2020-05-16 04:15:00;2;1;0;0;0;1;7;1;0;0;0
2020-05-16 04:30:00;5;5;1;0;0;0;7;1;0;1;0
2020-05-16 04:45:00;16;5;1;2;1;2;9;2;0;1;0
2020-05-16 05:00:00;13;9;3;3;0;3;12;0;0;0;1
2020-05-16 05:15:00;14;10;0;2;0;3;17;6;0;1;0
2020-05-16 05:30:00;13;6;3;5;0;5;19;16;0;1;0
2020-05-16 05:45:00;48;17;11;2;0;2;19;10;0;3;0
2020-05-16 06:00:00;78;24;17;4;0;4;20;7;0;5;0
2020-05-16 06:15:00;47;17;12;6;1;6;21;7;0;3;0
2020-05-16 06:30:00;19;17;14;4;0;3;30;8;0;1;0
2020-05-16 06:45:00;28;12;4;5;0;5;17;9;0;3;0
2020-05-16 07:00:00;20;15;7;7;0;7;26;24;1;3;0
2020-05-16 07:15:00;24;13;9;9;2;13;34;26;0;3;1
2020-05-16 07:30:00;26;13;9;16;1;19;37;30;0;3;0
2020-05-16 07:45:00;47;23;9;10;0;10;48;24;0;1;0
2020-05-16 08:00:00;42;20;3;3;0;4;27;20;0;1;0
2020-05-16 08:15:00;40;20;5;13;3;16;33;23;0;6;0
2020-05-16 08:30:00;39;17;12;12;2;12;41;27;1;2;0
2020-05-16 08:45:00;66;22;9;9;2;12;49;30;0;5;0
2020-05-16 09:00:00;60;17;10;8;5;14;64;32;0;6;0
2020-05-16 09:15:00;53;28;16;10;3;13;66;41;0;4;0
2020-05-16 09:30:00;91;34;25;14;4;17;71;50;1;12;0
2020-05-16 09:45:00;85;36;22;17;6;26;63;47;0;7;0
2020-05-16 10:00:00;96;30;20;12;5;15;79;58;0;6;0
2020-05-16 10:15:00;88;32;25;11;4;16;67;52;1;9;0
2020-05-16 10:30:00;98;32;22;13;6;18;81;52;2;11;1
2020-05-16 10:45:00;95;38;24;12;12;20;95;51;2;5;0
2020-05-16 11:00:00;102;35;34;19;6;21;91;59;1;9;0
2020-05-16 11:15:00;105;46;31;20;5;25;94;61;2;11;1
2020-05-16 11:30:00;108;35;24;17;5;23;100;63;2;7;0
2020-05-16 11:45:00;109;35;24;9;2;13;94;59;1;8;1
2020-05-16 12:00:00;113;41;26;24;9;30;87;65;1;7;0
2020-05-16 12:15:00;118;40;23;22;7;24;102;54;0;5;0
2020-05-16 12:30:00;111;30;17;26;6;32;102;61;0;9;0
2020-05-16 12:45:00;112;39;24;23;8;28;99;50;1;11;0
2020-05-16 13:00:00;105;41;27;16;6;20;112;71;2;21;3
2020-05-16 13:15:00;136;50;32;14;3;17;102;57;1;13;0
2020-05-16 13:30:00;128;49;32;13;3;14;110;69;2;8;0
2020-05-16 13:45:00;112;47;30;23;6;29;103;55;2;9;0
2020-05-16 14:00:00;105;36;24;16;6;22;102;78;2;10;0
2020-05-16 14:15:00;133;51;30;21;2;21;115;76;1;16;0
2020-05-16 14:30:00;126;44;24;17;6;25;106;75;0;10;0
2020-05-16 14:45:00;107;51;34;17;6;21;114;69;1;8;0
2020-05-16 15:00:00;104;40;32;18;8;23;102;51;2;13;0
2020-05-16 15:15:00;123;56;36;11;9;20;114;67;2;12;0
2020-05-16 15:30:00;114;41;26;7;1;12;99;59;0;5;0
2020-05-16 15:45:00;110;47;27;19;5;24;96;65;2;10;0
2020-05-16 16:00:00;111;45;30;15;3;18;96;54;2;7;0
2020-05-16 16:15:00;102;40;27;13;2;16;96;65;1;6;0
2020-05-16 16:30:00;100;42;30;7;2;13;112;56;1;9;0
2020-05-16 16:45:00;91;45;27;16;5;20;98;58;3;12;0
2020-05-16 17:00:00;90;37;28;19;5;23;109;58;1;11;1
2020-05-16 17:15:00;113;47;28;26;6;33;98;46;0;12;1
2020-05-16 17:30:00;92;46;26;15;5;23;111;58;1;9;0
2020-05-16 17:45:00;103;35;18;11;4;18;94;67;1;13;0
2020-05-16 18:00:00;100;44;19;11;2;12;106;75;4;12;0
2020-05-16 18:15:00;82;34;14;7;2;9;113;62;1;14;0
2020-05-16 18:30:00;98;43;29;17;5;26;86;55;1;10;0
2020-05-16 18:45:00;81;36;19;8;5;13;72;41;1;12;0
2020-05-16 19:00:00;86;33;17;5;3;5;81;51;0;12;0
2020-05-16 19:15:00;81;26;15;11;2;12;63;40;0;12;0
2020-05-16 19:30:00;63;32;14;9;2;13;54;26;0;8;0
2020-05-16 19:45:00;65;34;15;11;1;13;50;20;0;6;0
2020-05-16 20:00:00;59;20;9;9;0;12;51;23;2;8;0
2020-05-16 20:15:00;53;19;9;8;1;9;43;25;0;7;0
2020-05-16 20:30:00;47;15;10;8;1;12;48;18;0;7;1
2020-05-16 20:45:00;37;20;3;9;2;11;35;17;1;6;1
2020-05-16 21:00:00;37;13;4;6;1;7;51;15;0;7;0
2020-05-16 21:15:00;34;7;2;8;0;7;36;9;1;7;0
2020-05-16 21:30:00;31;21;9;3;1;4;28;11;0;7;0
2020-05-16 21:45:00;30;14;8;6;2;9;32;14;0;3;0
2020-05-16 22:00:00;36;17;4;6;2;6;26;6;0;1;0
2020-05-16 22:15:00;35;12;6;1;0;3;21;7;0;3;0
2020-05-16 22:30:00;27;12;7;7;3;8;31;12;0;7;0
2020-05-16 22:45:00;33;11;4;8;3;12;18;3;0;0;0
2020-05-16 23:00:00;15;6;5;4;1;6;18;4;1;5;0
2020-05-16 23:15:00;25;10;5;3;2;5;27;5;0;3;0
2020-05-16 23:30:00;31;8;4;4;2;5;21;9;0;6;0
2020-05-16 23:45:00;16;6;1;3;1;4;17;7;0;2;0
