DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-09-04 00:00:00;0;3;4;1;0;0;6;0;2;0;0;0
2019-09-04 00:15:00;1;7;7;0;2;0;7;0;1;0;0;0
2019-09-04 00:30:00;0;1;1;1;1;2;5;1;1;0;0;0
2019-09-04 00:45:00;2;7;9;2;1;0;8;0;0;0;0;0
2019-09-04 01:00:00;0;4;4;1;0;0;5;0;0;0;0;0
2019-09-04 01:15:00;0;5;5;1;0;0;3;1;1;0;0;0
2019-09-04 01:30:00;2;2;4;1;1;2;6;0;0;0;0;0
2019-09-04 01:45:00;1;2;2;0;0;0;1;0;0;0;0;0
2019-09-04 02:00:00;0;1;1;1;2;1;5;0;0;0;0;0
2019-09-04 02:15:00;0;0;1;1;1;0;1;0;0;0;0;0
2019-09-04 02:30:00;1;1;2;0;0;1;3;0;0;0;0;0
2019-09-04 02:45:00;1;1;1;0;0;0;0;0;0;0;0;0
2019-09-04 03:00:00;0;0;0;0;1;0;1;0;0;0;0;0
2019-09-04 03:15:00;1;1;1;0;0;0;1;0;0;0;0;0
2019-09-04 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-04 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-04 04:00:00;1;2;3;0;0;0;2;0;0;0;0;0
2019-09-04 04:15:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-09-04 04:30:00;1;1;1;0;0;0;0;0;0;0;0;0
2019-09-04 04:45:00;1;1;1;0;0;0;6;0;0;0;0;0
2019-09-04 05:00:00;1;3;5;0;3;2;9;0;0;0;0;0
2019-09-04 05:15:00;2;6;9;0;0;7;26;0;0;3;0;0
2019-09-04 05:30:00;5;3;7;0;0;4;27;0;1;2;254;0
2019-09-04 05:45:00;28;25;33;1;1;3;18;0;2;0;0;2
2019-09-04 06:00:00;30;23;36;0;0;4;21;0;2;4;0;0
2019-09-04 06:15:00;14;17;23;0;0;5;23;0;1;1;0;2
2019-09-04 06:30:00;10;16;21;0;0;9;35;1;3;1;0;5
2019-09-04 06:45:00;24;30;32;2;1;9;42;0;2;5;0;0
2019-09-04 07:00:00;24;18;23;2;0;15;53;0;4;5;0;2
2019-09-04 07:15:00;23;28;42;1;1;16;50;0;3;6;0;0
2019-09-04 07:30:00;39;26;45;3;1;16;55;3;8;7;0;1
2019-09-04 07:45:00;46;37;54;1;2;11;41;0;6;5;0;4
2019-09-04 08:00:00;37;27;39;1;3;16;53;0;2;6;0;0
2019-09-04 08:15:00;41;38;52;1;3;11;52;0;4;4;0;0
2019-09-04 08:30:00;41;42;69;2;2;19;37;1;9;0;0;3
2019-09-04 08:45:00;46;57;68;1;6;14;45;0;6;0;0;2
2019-09-04 09:00:00;42;61;69;4;9;20;45;1;5;0;0;3
2019-09-04 09:15:00;48;59;72;4;11;11;35;1;9;0;0;0
2019-09-04 09:30:00;62;79;77;6;17;17;52;2;11;3;0;2
2019-09-04 09:45:00;82;74;94;3;13;26;44;3;9;1;0;7
2019-09-04 10:00:00;72;72;91;7;12;32;66;4;17;3;0;3
2019-09-04 10:15:00;65;76;79;5;10;29;64;2;20;2;0;0
2019-09-04 10:30:00;65;65;76;7;13;44;78;6;20;1;0;2
2019-09-04 10:45:00;51;54;62;16;11;39;82;5;22;1;0;1
2019-09-04 11:00:00;74;81;99;18;20;34;73;4;15;1;0;3
2019-09-04 11:15:00;65;78;87;14;25;34;83;4;20;3;0;3
2019-09-04 11:30:00;56;76;87;22;15;29;70;6;25;1;0;2
2019-09-04 11:45:00;68;83;86;19;22;25;67;23;20;1;0;2
2019-09-04 12:00:00;46;75;81;25;20;36;91;2;12;0;0;5
2019-09-04 12:15:00;47;59;64;26;16;40;87;2;26;4;0;1
2019-09-04 12:30:00;56;63;62;28;15;45;89;6;14;0;0;4
2019-09-04 12:45:00;42;46;59;29;14;47;99;20;15;0;0;8
2019-09-04 13:00:00;55;70;80;31;18;39;90;6;18;3;0;9
2019-09-04 13:15:00;43;56;64;17;25;34;87;1;14;2;0;6
2019-09-04 13:30:00;48;67;69;12;20;39;82;7;10;0;0;2
2019-09-04 13:45:00;57;59;69;19;22;28;82;3;19;1;0;1
2019-09-04 14:00:00;55;60;63;20;14;27;76;4;20;1;0;1
2019-09-04 14:15:00;81;73;84;17;23;28;71;6;19;0;0;2
2019-09-04 14:30:00;72;51;66;16;22;27;55;8;22;7;0;2
2019-09-04 14:45:00;66;63;83;20;15;31;66;5;24;1;0;4
2019-09-04 15:00:00;69;56;64;17;18;36;77;6;21;4;0;4
2019-09-04 15:15:00;86;88;100;9;15;29;73;8;20;1;0;0
2019-09-04 15:30:00;86;89;96;21;19;38;84;5;26;2;0;9
2019-09-04 15:45:00;94;84;98;27;17;27;75;5;23;9;0;2
2019-09-04 16:00:00;77;86;100;24;22;31;70;4;11;1;0;5
2019-09-04 16:15:00;66;90;86;27;20;40;78;3;19;6;0;4
2019-09-04 16:30:00;105;94;122;22;30;29;92;8;23;4;0;6
2019-09-04 16:45:00;77;77;109;26;18;35;68;7;22;2;0;6
2019-09-04 17:00:00;78;79;88;26;20;38;97;5;20;8;0;6
2019-09-04 17:15:00;75;94;93;32;15;37;91;7;27;3;0;5
2019-09-04 17:30:00;80;79;87;32;19;34;79;4;23;1;0;4
2019-09-04 17:45:00;87;80;90;20;20;44;82;9;34;6;0;5
2019-09-04 18:00:00;53;79;83;28;19;30;95;2;18;4;0;0
2019-09-04 18:15:00;56;79;88;26;15;36;88;10;21;4;0;1
2019-09-04 18:30:00;51;67;80;20;23;40;79;3;20;2;0;1
2019-09-04 18:45:00;44;69;65;28;26;36;86;11;19;2;0;10
2019-09-04 19:00:00;40;74;79;13;16;37;89;5;18;0;0;2
2019-09-04 19:15:00;36;52;51;24;18;35;79;2;13;0;0;9
2019-09-04 19:30:00;36;55;74;33;19;27;68;0;8;2;0;2
2019-09-04 19:45:00;22;38;56;20;18;26;96;1;8;2;0;1
2019-09-04 20:00:00;22;35;43;34;29;15;92;0;15;0;0;7
2019-09-04 20:15:00;15;23;37;18;10;1;50;2;5;0;0;0
2019-09-04 20:30:00;20;32;46;18;15;2;66;1;4;2;0;0
2019-09-04 20:45:00;11;17;26;7;5;7;57;0;2;0;0;0
2019-09-04 21:00:00;11;24;38;11;3;9;43;0;0;1;0;0
2019-09-04 21:15:00;8;20;32;4;4;8;41;0;0;2;0;3
2019-09-04 21:30:00;14;23;28;4;6;15;47;0;0;1;0;0
2019-09-04 21:45:00;18;32;44;6;4;14;49;0;0;2;0;5
2019-09-04 22:00:00;26;23;34;3;7;11;28;0;0;0;0;0
