DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-02-08 00:00:00;17;8;14;14;0;0;0;0;0;0;0;0
2020-02-08 00:15:00;19;10;13;24;0;0;0;0;0;0;0;0
2020-02-08 00:30:00;17;10;9;15;0;0;0;0;0;0;0;0
2020-02-08 00:45:00;15;11;16;15;0;0;0;0;0;0;0;0
2020-02-08 01:00:00;15;6;10;10;0;0;0;0;0;0;0;0
2020-02-08 01:15:00;14;7;12;10;0;0;0;0;0;0;0;0
2020-02-08 01:30:00;17;10;6;16;0;0;0;0;0;0;0;0
2020-02-08 01:45:00;9;4;10;9;0;0;0;0;0;0;0;0
2020-02-08 02:00:00;5;7;10;11;0;0;0;0;0;0;0;0
2020-02-08 02:15:00;9;7;12;11;0;0;0;0;0;0;0;0
2020-02-08 02:30:00;14;5;5;7;0;0;0;0;0;0;0;0
2020-02-08 02:45:00;2;4;4;7;0;0;0;0;0;0;0;0
2020-02-08 03:00:00;7;4;4;6;0;0;0;0;0;0;0;0
2020-02-08 03:15:00;4;2;4;7;0;0;0;0;0;0;0;0
2020-02-08 03:30:00;5;2;8;1;0;0;0;0;0;0;0;0
2020-02-08 03:45:00;8;3;2;4;0;0;0;0;0;0;0;0
2020-02-08 04:00:00;4;3;6;8;0;0;0;0;0;0;0;0
2020-02-08 04:15:00;5;1;2;6;0;0;0;0;0;0;0;0
2020-02-08 04:30:00;7;6;4;7;0;0;0;0;0;0;0;0
2020-02-08 04:45:00;8;2;6;2;0;0;0;0;0;0;0;0
2020-02-08 05:00:00;12;5;7;9;0;0;0;0;0;0;0;0
2020-02-08 05:15:00;13;11;6;18;0;0;0;0;0;0;0;0
2020-02-08 05:30:00;30;14;15;22;0;0;0;0;0;0;0;0
2020-02-08 05:45:00;30;22;16;23;0;0;0;0;0;0;0;0
2020-02-08 06:00:00;39;19;14;28;0;0;0;0;0;0;0;0
2020-02-08 06:15:00;23;16;14;26;0;0;0;0;0;0;0;0
2020-02-08 06:30:00;23;20;22;31;0;0;0;0;0;0;0;0
2020-02-08 06:45:00;38;13;14;30;0;1;0;0;0;0;0;0
2020-02-08 07:00:00;17;8;24;26;0;0;0;0;0;0;0;0
2020-02-08 07:15:00;33;13;21;22;0;0;0;0;0;0;0;0
2020-02-08 07:30:00;42;22;36;34;1;0;0;0;0;1;0;0
2020-02-08 07:45:00;54;23;37;39;0;0;0;0;0;0;0;0
2020-02-08 08:00:00;44;25;26;31;0;0;0;0;0;0;0;0
2020-02-08 08:15:00;44;19;44;49;0;0;0;0;0;0;0;0
2020-02-08 08:30:00;60;41;41;30;2;4;0;0;0;0;0;0
2020-02-08 08:45:00;79;59;34;45;0;0;0;0;0;0;0;0
2020-02-08 09:00:00;60;52;48;60;0;1;0;0;3;0;0;0
2020-02-08 09:15:00;110;56;57;64;6;1;0;0;0;0;0;0
2020-02-08 09:30:00;85;67;56;84;0;0;0;0;3;1;0;0
2020-02-08 09:45:00;115;81;80;89;1;0;0;0;3;1;0;0
2020-02-08 10:00:00;124;89;77;80;2;1;0;0;0;4;0;1
2020-02-08 10:15:00;118;76;75;78;0;1;0;0;0;0;0;0
2020-02-08 10:30:00;138;94;82;105;0;0;0;0;0;0;0;0
2020-02-08 10:45:00;120;79;88;98;1;9;0;0;5;0;0;0
2020-02-08 11:00:00;134;118;84;107;0;1;0;0;4;2;0;0
2020-02-08 11:15:00;113;95;88;112;9;0;0;0;2;2;0;0
2020-02-08 11:30:00;125;93;87;118;0;0;0;0;15;6;0;0
2020-02-08 11:45:00;135;84;91;119;2;0;0;0;0;2;0;0
