DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-07-17 00:00:00;8;15;20;3;3;11;0;0;4;5;3;4;0;0;0;0
2020-07-17 00:15:00;15;12;27;1;3;14;3;2;2;2;2;2;0;0;0;0
2020-07-17 00:30:00;12;14;20;0;2;16;0;1;4;3;2;3;0;0;0;0
2020-07-17 00:45:00;6;11;16;0;6;11;1;3;5;4;3;3;0;0;0;0
2020-07-17 01:00:00;6;13;20;0;4;15;0;0;3;3;4;3;0;0;0;0
2020-07-17 01:15:00;9;7;14;3;3;3;0;8;1;1;2;2;0;0;0;0
2020-07-17 01:30:00;8;6;7;0;5;6;0;0;3;3;3;3;0;0;0;0
2020-07-17 01:45:00;6;9;13;0;0;7;1;3;0;0;0;0;0;0;0;0
2020-07-17 02:00:00;7;5;11;1;0;5;0;1;1;1;0;1;0;0;0;0
2020-07-17 02:15:00;7;4;7;0;3;1;0;2;0;0;0;0;0;0;0;0
2020-07-17 02:30:00;6;5;6;1;2;5;0;1;2;2;2;2;0;0;0;0
2020-07-17 02:45:00;9;6;10;0;1;4;1;3;1;1;2;2;0;0;0;0
2020-07-17 03:00:00;2;7;8;0;2;6;0;1;0;0;0;0;0;0;0;0
2020-07-17 03:15:00;3;6;266;0;3;6;0;1;0;0;0;0;0;0;0;0
2020-07-17 03:30:00;6;4;12;1;3;3;2;1;0;0;0;0;0;0;0;0
2020-07-17 03:45:00;5;4;6;0;1;4;0;0;1;1;1;1;0;0;0;0
2020-07-17 04:00:00;5;11;14;0;2;10;0;0;2;2;2;2;0;0;0;0
2020-07-17 04:15:00;7;6;11;1;3;6;0;0;2;2;2;2;0;0;0;0
2020-07-17 04:30:00;7;10;13;0;7;15;0;1;4;3;2;2;0;0;0;0
2020-07-17 04:45:00;15;9;12;1;5;14;0;3;0;0;0;0;0;0;0;0
2020-07-17 05:00:00;21;16;16;3;3;13;0;9;4;4;5;5;0;0;0;0
2020-07-17 05:15:00;36;34;27;3;13;35;1;20;31;29;28;27;0;0;0;0
2020-07-17 05:30:00;46;62;39;2;15;63;1;13;35;37;33;33;0;0;3;0
2020-07-17 05:45:00;59;98;52;8;24;92;0;13;26;26;31;27;0;0;1;0
2020-07-17 06:00:00;66;42;28;19;26;42;0;11;16;16;17;17;0;0;0;0
2020-07-17 06:15:00;72;65;37;14;25;58;2;23;17;18;18;18;0;0;0;0
2020-07-17 06:30:00;82;99;50;263;31;99;4;23;37;33;34;34;0;0;4;0
2020-07-17 06:45:00;76;117;57;10;22;113;1;32;29;30;30;29;0;0;0;0
2020-07-17 07:00:00;98;113;52;13;46;109;4;48;28;29;25;28;0;0;0;1
2020-07-17 07:15:00;139;139;78;17;36;128;4;45;54;57;55;56;0;0;5;0
2020-07-17 07:30:00;161;141;119;39;45;139;9;54;44;46;41;43;0;0;0;0
2020-07-17 07:45:00;106;141;112;60;38;123;14;64;52;54;46;44;0;0;2;0
2020-07-17 08:00:00;136;133;103;15;30;119;8;48;51;54;48;50;0;0;0;0
2020-07-17 08:15:00;120;135;84;41;35;127;6;30;45;43;43;45;0;0;0;2
2020-07-17 08:30:00;145;143;81;29;39;135;7;62;51;46;45;43;0;0;0;0
