DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-01-30 00:00:00;7;0;0;0;11;0;0;0;0;0;0;0;0
2020-01-30 00:15:00;9;0;0;1;10;0;0;0;0;0;0;0;0
2020-01-30 00:30:00;7;0;0;0;12;0;0;0;0;0;0;0;0
2020-01-30 00:45:00;10;0;0;0;15;0;0;0;0;0;0;0;0
2020-01-30 01:00:00;6;0;0;0;8;0;0;0;0;0;0;0;0
2020-01-30 01:15:00;11;1;0;0;6;0;0;0;0;0;0;0;0
2020-01-30 01:30:00;4;0;0;0;12;0;0;0;0;0;0;0;0
2020-01-30 01:45:00;9;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-30 02:00:00;5;0;0;0;7;0;0;0;0;0;0;0;0
2020-01-30 02:15:00;4;0;1;0;6;0;0;0;0;0;0;0;0
2020-01-30 02:30:00;9;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-30 02:45:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2020-01-30 03:00:00;1;0;1;0;6;2;0;0;0;0;0;0;0
2020-01-30 03:15:00;2;0;0;0;8;0;0;0;0;0;0;0;0
2020-01-30 03:30:00;5;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-30 03:45:00;5;0;0;0;7;0;0;0;0;0;0;0;0
2020-01-30 04:00:00;6;0;0;0;10;0;0;0;0;0;0;0;0
2020-01-30 04:15:00;12;0;0;0;13;0;0;0;0;0;0;0;0
2020-01-30 04:30:00;22;1;0;0;13;0;0;0;0;0;0;0;0
2020-01-30 04:45:00;23;0;0;1;18;0;0;0;0;0;0;0;0
2020-01-30 05:00:00;27;0;1;2;26;1;0;0;0;0;0;0;0
2020-01-30 05:15:00;54;0;1;2;34;0;0;0;0;0;0;0;0
2020-01-30 05:30:00;67;0;1;6;30;0;0;0;0;0;0;0;0
2020-01-30 05:45:00;77;2;1;1;68;0;0;0;0;0;0;0;0
2020-01-30 06:00:00;97;6;4;4;106;1;0;0;0;0;0;0;0
2020-01-30 06:15:00;121;0;2;6;83;0;0;0;3;0;0;0;0
2020-01-30 06:30:00;125;1;75;6;124;1;0;0;0;0;0;0;0
2020-01-30 06:45:00;122;6;7;5;153;1;0;10;2;0;0;0;0
2020-01-30 07:00:00;148;7;59;5;117;0;0;0;4;0;0;0;0
2020-01-30 07:15:00;192;5;5;14;133;1;0;1;24;0;0;0;0
2020-01-30 07:30:00;177;4;4;13;144;0;0;0;45;0;0;2;0
2020-01-30 07:45:00;168;14;8;11;115;1;0;5;5;0;0;0;0
2020-01-30 08:00:00;165;6;4;10;109;0;0;1;11;0;0;0;0
2020-01-30 08:15:00;134;5;9;15;112;1;0;2;2;0;0;0;0
2020-01-30 08:30:00;147;10;7;12;125;2;2;4;3;0;0;0;0
2020-01-30 08:45:00;148;8;10;9;127;2;0;1;7;0;0;0;0
2020-01-30 09:00:00;134;15;11;11;102;0;0;3;3;1;0;0;0
2020-01-30 09:15:00;116;8;8;6;119;2;1;5;0;0;0;0;0
2020-01-30 09:30:00;128;5;9;3;95;2;5;0;1;0;1;0;0
2020-01-30 09:45:00;154;6;10;8;113;2;3;4;10;5;0;0;0
2020-01-30 10:00:00;129;8;9;8;107;4;4;0;3;0;0;0;0
2020-01-30 10:15:00;126;9;13;17;134;3;3;4;6;0;0;0;0
2020-01-30 10:30:00;119;8;7;10;130;3;3;2;53;0;0;0;0
2020-01-30 10:45:00;127;12;10;14;100;2;4;0;3;0;0;0;0
2020-01-30 11:00:00;126;6;10;14;106;8;4;0;6;0;0;0;0
2020-01-30 11:15:00;118;7;13;13;132;5;5;0;8;0;0;0;0
2020-01-30 11:30:00;138;8;17;11;130;8;8;11;9;0;0;0;0
2020-01-30 11:45:00;136;17;57;15;153;2;3;3;4;0;0;0;0
2020-01-30 12:00:00;128;8;16;12;130;6;2;6;2;0;0;0;0
2020-01-30 12:15:00;126;4;13;13;147;5;7;17;57;0;0;0;0
2020-01-30 12:30:00;120;6;16;9;149;3;4;12;24;0;0;0;0
2020-01-30 12:45:00;103;2;14;13;151;5;4;15;24;0;0;0;0
2020-01-30 13:00:00;113;10;29;15;136;4;9;1;31;0;0;17;0
2020-01-30 13:15:00;120;12;9;9;145;2;3;42;12;0;0;0;0
2020-01-30 13:30:00;125;11;35;20;149;2;2;2;11;0;0;0;0
2020-01-30 13:45:00;122;4;11;14;141;3;5;7;13;0;0;0;0
2020-01-30 14:00:00;115;5;22;15;131;4;2;0;13;0;0;0;0
2020-01-30 14:15:00;37;3;2;4;35;0;2;0;16;0;0;0;0
2020-01-30 14:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 14:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 15:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 15:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 15:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 15:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 16:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 16:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 16:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 16:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 17:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 17:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 17:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 17:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 18:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 18:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 18:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 18:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 19:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 19:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 19:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 19:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-30 20:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
