DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-04-03 00:00:00;2;3;9;1;1;1;0
2020-04-03 00:15:00;4;8;5;3;0;1;0
2020-04-03 00:30:00;3;5;3;2;0;2;0
2020-04-03 00:45:00;3;3;2;2;0;1;0
2020-04-03 01:00:00;4;3;3;3;1;2;0
2020-04-03 01:15:00;2;0;2;2;0;3;0
2020-04-03 01:30:00;2;2;6;2;0;2;0
2020-04-03 01:45:00;6;5;2;0;0;1;0
2020-04-03 02:00:00;3;2;2;2;0;1;0
2020-04-03 02:15:00;2;2;5;0;0;1;0
2020-04-03 02:30:00;4;5;1;9;0;0;0
2020-04-03 02:45:00;6;3;3;2;0;1;0
2020-04-03 03:00:00;2;3;7;3;0;0;0
2020-04-03 03:15:00;4;4;4;2;0;0;0
2020-04-03 03:30:00;1;3;2;2;1;0;0
2020-04-03 03:45:00;1;4;2;2;0;0;0
2020-04-03 04:00:00;5;3;6;6;0;0;0
2020-04-03 04:15:00;6;4;3;1;0;2;0
2020-04-03 04:30:00;8;9;6;1;1;2;0
2020-04-03 04:45:00;12;12;10;8;2;0;0
2020-04-03 05:00:00;15;18;21;11;1;0;0
2020-04-03 05:15:00;22;21;39;23;1;2;0
2020-04-03 05:30:00;30;51;105;58;4;3;0
2020-04-03 05:45:00;32;46;93;66;12;7;0
2020-04-03 06:00:00;60;69;79;42;8;7;0
2020-04-03 06:15:00;33;59;98;71;126;18;0
2020-04-03 06:30:00;52;78;108;98;12;15;0
2020-04-03 06:45:00;51;81;99;87;9;14;0
2020-04-03 07:00:00;47;61;97;95;8;8;0
2020-04-03 07:15:00;58;78;95;77;238;21;0
2020-04-03 07:30:00;55;64;101;111;16;19;0
2020-04-03 07:45:00;62;72;113;95;17;13;0
2020-04-03 08:00:00;49;51;107;73;12;12;0
2020-04-03 08:15:00;46;66;80;65;12;10;0
2020-04-03 08:30:00;52;51;84;64;9;8;0
2020-04-03 08:45:00;54;63;76;60;10;13;1
2020-04-03 09:00:00;46;66;67;53;13;16;0
2020-04-03 09:15:00;44;55;56;60;11;7;0
2020-04-03 09:30:00;49;62;72;59;9;15;1
2020-04-03 09:45:00;56;81;81;68;11;9;0
2020-04-03 10:00:00;61;70;61;66;12;14;0
2020-04-03 10:15:00;59;86;67;60;15;11;0
2020-04-03 10:30:00;73;98;81;58;12;16;8
2020-04-03 10:45:00;60;91;69;68;15;17;4
2020-04-03 11:00:00;61;68;69;56;17;17;0
2020-04-03 11:15:00;74;123;77;76;18;16;0
2020-04-03 11:30:00;57;76;90;66;20;15;0
2020-04-03 11:45:00;61;101;82;78;27;23;0
2020-04-03 12:00:00;93;130;76;78;13;27;0
2020-04-03 12:15:00;88;122;83;62;25;11;0
2020-04-03 12:30:00;97;127;91;72;16;22;0
2020-04-03 12:45:00;68;107;79;78;9;22;0
2020-04-03 13:00:00;88;119;77;70;82;26;0
2020-04-03 13:15:00;76;98;93;83;12;13;0
2020-04-03 13:30:00;87;106;78;79;15;17;0
2020-04-03 13:45:00;76;130;88;76;29;12;0
2020-04-03 14:00:00;115;143;93;76;18;24;0
2020-04-03 14:15:00;85;118;69;54;11;19;0
2020-04-03 14:30:00;82;117;55;59;19;20;0
2020-04-03 14:45:00;87;122;83;80;17;21;0
2020-04-03 15:00:00;88;120;81;88;20;17;0
2020-04-03 15:15:00;83;113;70;73;25;17;0
2020-04-03 15:30:00;74;98;78;69;10;19;0
2020-04-03 15:45:00;87;107;70;65;26;19;0
2020-04-03 16:00:00;69;105;64;81;10;29;0
2020-04-03 16:15:00;70;102;72;66;9;19;0
2020-04-03 16:30:00;64;79;74;83;22;31;10
2020-04-03 16:45:00;61;90;56;58;20;23;1
2020-04-03 17:00:00;70;87;75;83;24;22;0
2020-04-03 17:15:00;69;90;56;60;11;19;0
2020-04-03 17:30:00;58;69;54;56;14;19;0
2020-04-03 17:45:00;49;80;65;53;13;11;0
2020-04-03 18:00:00;56;69;56;50;12;18;0
2020-04-03 18:15:00;70;74;61;39;9;18;0
2020-04-03 18:30:00;50;59;45;87;99;18;1
2020-04-03 18:45:00;43;71;41;44;10;14;1
2020-04-03 19:00:00;33;57;39;55;11;12;0
2020-04-03 19:15:00;43;59;35;36;6;10;0
2020-04-03 19:30:00;34;37;44;41;12;12;0
2020-04-03 19:45:00;33;43;43;47;11;14;0
2020-04-03 20:00:00;35;41;43;43;5;5;0
2020-04-03 20:15:00;32;50;28;36;2;7;0
2020-04-03 20:30:00;26;33;36;31;0;5;0
2020-04-03 20:45:00;24;33;27;27;3;7;0
2020-04-03 21:00:00;22;36;39;23;3;2;0
2020-04-03 21:15:00;11;21;36;21;4;5;0
2020-04-03 21:30:00;19;27;63;22;3;5;0
2020-04-03 21:45:00;19;23;22;10;0;4;0
2020-04-03 22:00:00;47;50;21;14;1;0;0
2020-04-03 22:15:00;13;17;17;15;0;2;0
2020-04-03 22:30:00;19;17;17;13;1;1;0
2020-04-03 22:45:00;9;8;19;4;0;3;0
2020-04-03 23:00:00;17;12;6;9;0;5;0
2020-04-03 23:15:00;2;10;8;5;0;1;0
2020-04-03 23:30:00;2;9;11;3;1;4;0
2020-04-03 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
