DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-07-27 00:00:00;7;2;2;2;0;2;1;1;7;0;0;0;0;0;0;0;0
2020-07-27 00:15:00;5;2;5;22;4;0;1;1;2;2;0;0;3;0;0;0;0
2020-07-27 00:30:00;5;6;0;2;0;2;2;2;3;0;0;0;1;0;0;0;0
2020-07-27 00:45:00;7;3;2;5;0;5;3;1;3;2;0;0;0;0;0;0;0
2020-07-27 01:00:00;1;2;0;1;0;2;3;0;1;1;0;0;0;0;0;0;0
2020-07-27 01:15:00;1;1;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0
2020-07-27 01:30:00;0;0;2;2;0;0;1;0;2;5;0;0;0;0;0;0;0
2020-07-27 01:45:00;2;2;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0
2020-07-27 02:00:00;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-07-27 02:15:00;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-07-27 02:30:00;2;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
2020-07-27 02:45:00;1;1;0;0;0;0;2;3;2;2;0;0;0;0;0;0;0
2020-07-27 03:00:00;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
2020-07-27 03:15:00;6;4;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
2020-07-27 03:30:00;2;2;0;3;2;1;0;0;0;1;0;0;0;0;0;0;0
2020-07-27 03:45:00;4;1;2;3;1;2;2;0;3;2;0;0;0;0;0;0;0
2020-07-27 04:00:00;0;2;1;1;1;0;0;4;2;4;0;0;0;0;0;0;0
2020-07-27 04:15:00;1;2;1;3;1;1;3;2;2;6;0;0;0;0;0;0;0
2020-07-27 04:30:00;9;0;2;5;1;2;1;1;2;1;0;0;0;0;0;0;0
2020-07-27 04:45:00;26;5;2;10;0;0;3;3;2;3;0;0;0;0;0;0;0
2020-07-27 05:00:00;52;5;13;30;0;0;7;6;15;9;0;0;0;0;0;0;0
2020-07-27 05:15:00;110;4;59;72;2;2;10;6;12;8;0;0;0;0;0;0;0
2020-07-27 05:30:00;111;4;47;66;4;4;21;10;17;13;0;0;0;0;0;0;0
2020-07-27 05:45:00;37;1;36;39;3;5;20;17;19;26;0;0;0;0;0;0;0
2020-07-27 06:00:00;48;5;15;19;2;2;11;18;20;14;0;0;0;0;0;0;0
2020-07-27 06:15:00;41;6;35;36;8;7;15;20;19;17;0;2;0;1;0;0;0
2020-07-27 06:30:00;60;16;63;57;4;6;23;20;21;29;0;0;0;0;0;0;0
2020-07-27 06:45:00;49;3;41;75;7;3;30;22;30;17;0;0;0;0;0;1;0
2020-07-27 07:00:00;52;16;47;43;3;1;26;16;18;21;0;0;0;0;0;0;0
2020-07-27 07:15:00;56;12;62;61;11;16;22;24;27;22;0;0;0;0;0;0;0
2020-07-27 07:30:00;60;22;49;47;8;8;14;33;34;23;0;0;0;0;0;0;0
2020-07-27 07:45:00;52;26;52;57;12;14;21;37;44;23;0;1;0;0;0;0;0
2020-07-27 08:00:00;51;25;40;49;12;10;30;24;29;17;0;0;0;0;0;1;0
2020-07-27 08:15:00;43;19;55;57;13;14;31;37;41;31;0;0;0;2;0;0;0
2020-07-27 08:30:00;42;29;43;57;15;27;19;33;28;27;0;0;3;0;0;6;0
2020-07-27 08:45:00;39;26;28;26;10;14;21;34;31;25;0;0;0;0;1;0;0
2020-07-27 09:00:00;44;19;31;31;9;23;23;24;26;20;0;0;0;0;0;0;0
2020-07-27 09:15:00;28;21;31;29;8;23;21;38;52;29;2;0;0;0;0;1;0
2020-07-27 09:30:00;31;26;24;35;17;20;23;34;36;34;0;0;0;0;0;0;0
2020-07-27 09:45:00;20;23;35;35;12;19;19;26;38;27;2;0;1;0;12;0;0
2020-07-27 10:00:00;34;24;32;33;18;18;22;39;49;31;0;0;0;0;0;0;0
2020-07-27 10:15:00;29;25;29;22;7;21;27;38;52;37;0;0;0;0;0;8;0
2020-07-27 10:30:00;31;22;46;23;14;25;22;42;45;28;0;0;1;0;2;21;0
2020-07-27 10:45:00;32;24;31;26;16;20;26;34;44;40;0;0;3;0;1;0;0
2020-07-27 11:00:00;30;20;28;23;22;21;33;43;53;29;0;0;1;0;1;0;0
2020-07-27 11:15:00;26;28;31;27;16;19;22;33;44;35;16;0;3;2;0;0;0
2020-07-27 11:30:00;31;22;34;29;16;22;23;38;39;40;1;0;0;0;1;0;0
2020-07-27 11:45:00;25;19;28;28;14;17;34;37;46;36;0;0;8;0;0;0;0
2020-07-27 12:00:00;28;26;27;36;20;13;22;31;48;38;0;0;3;0;1;0;0
2020-07-27 12:15:00;42;19;28;38;19;20;24;34;44;32;0;0;1;2;0;0;0
2020-07-27 12:30:00;44;31;38;33;17;24;39;27;37;40;0;0;0;0;0;0;0
2020-07-27 12:45:00;34;18;32;22;14;13;23;26;23;31;0;0;3;2;0;0;0
2020-07-27 13:00:00;27;26;42;37;16;12;27;32;24;24;0;1;2;3;0;0;0
2020-07-27 13:15:00;41;23;38;36;13;11;34;20;27;43;3;0;1;0;4;2;0
2020-07-27 13:30:00;44;28;38;47;12;19;34;31;37;40;0;7;0;0;1;0;0
2020-07-27 13:45:00;62;27;41;34;10;15;26;42;41;47;0;0;0;0;0;0;0
2020-07-27 14:00:00;41;32;32;35;16;13;27;74;69;89;1;0;1;0;1;0;0
2020-07-27 14:15:00;37;22;34;36;13;27;37;77;83;98;0;0;0;0;0;1;0
2020-07-27 14:30:00;26;23;22;22;25;20;29;79;70;100;9;4;26;1;1;4;0
2020-07-27 14:45:00;26;29;33;21;18;23;31;73;79;116;0;0;0;0;7;26;0
2020-07-27 15:00:00;37;28;33;28;14;18;41;52;55;77;3;0;0;0;3;0;0
2020-07-27 15:15:00;28;31;28;25;12;17;22;61;57;61;0;2;0;0;2;2;0
2020-07-27 15:30:00;32;41;30;42;22;15;32;62;63;69;0;1;0;0;2;0;0
2020-07-27 15:45:00;32;25;21;25;16;20;19;48;43;53;1;0;0;1;1;0;0
2020-07-27 16:00:00;27;43;26;27;22;20;34;43;58;65;0;0;1;0;0;0;0
2020-07-27 16:15:00;27;41;29;28;16;21;35;49;64;60;0;0;11;0;0;0;0
2020-07-27 16:30:00;32;33;19;25;16;12;19;39;44;57;1;0;0;3;3;0;0
2020-07-27 16:45:00;29;27;37;22;11;17;25;59;58;53;25;0;0;1;0;2;0
2020-07-27 17:00:00;32;32;31;34;30;22;40;62;62;57;0;0;0;3;1;37;0
2020-07-27 17:15:00;24;39;29;28;12;25;25;54;60;47;0;0;2;0;2;0;0
2020-07-27 17:30:00;22;34;18;19;15;25;35;40;55;37;0;0;1;0;1;0;0
2020-07-27 17:45:00;39;39;22;26;16;23;30;55;47;48;0;1;2;1;2;1;0
2020-07-27 18:00:00;28;36;31;35;18;15;28;39;54;50;5;1;5;0;0;0;0
2020-07-27 18:15:00;28;29;24;27;17;9;34;51;55;36;0;1;0;0;0;2;0
2020-07-27 18:30:00;29;26;14;21;12;14;32;33;44;25;2;0;0;0;1;2;0
2020-07-27 18:45:00;38;21;27;17;11;15;18;41;39;27;1;0;1;5;0;0;0
2020-07-27 19:00:00;35;22;29;23;18;18;21;24;19;24;0;2;0;0;0;0;0
2020-07-27 19:15:00;26;18;14;12;10;9;16;17;23;19;0;0;1;1;0;8;0
2020-07-27 19:30:00;40;18;12;21;11;10;22;24;29;18;0;0;0;0;2;13;0
2020-07-27 19:45:00;20;15;20;16;12;17;25;22;29;32;0;0;3;0;0;0;0
2020-07-27 20:00:00;28;12;22;23;3;9;18;13;19;10;0;0;0;0;0;0;0
2020-07-27 20:15:00;34;15;21;17;7;11;23;24;24;21;0;0;2;0;1;0;0
2020-07-27 20:30:00;38;19;20;18;11;20;14;20;18;24;0;3;2;4;0;0;0
2020-07-27 20:45:00;44;10;17;20;9;10;8;23;19;16;0;0;3;0;0;0;0
2020-07-27 21:00:00;57;14;21;43;5;12;11;16;14;16;0;0;1;0;0;0;0
2020-07-27 21:15:00;50;11;83;44;6;8;23;14;50;18;0;0;1;0;0;0;0
2020-07-27 21:30:00;40;8;21;28;7;5;10;16;12;14;1;0;22;0;1;19;0
2020-07-27 21:45:00;22;12;21;18;6;19;21;44;40;46;0;0;5;0;0;0;0
2020-07-27 22:00:00;28;8;16;20;14;4;11;41;43;49;17;0;2;0;35;0;0
2020-07-27 22:15:00;26;5;23;18;4;1;16;47;25;18;0;0;0;1;0;0;0
2020-07-27 22:30:00;19;9;11;20;9;8;3;11;18;18;0;1;5;3;0;0;2
2020-07-27 22:45:00;12;8;12;12;7;4;8;13;8;7;0;0;0;0;0;1;0
2020-07-27 23:00:00;11;4;4;14;5;4;10;4;11;8;0;2;0;0;0;2;0
2020-07-27 23:15:00;8;2;3;5;3;7;10;9;9;4;0;0;0;0;1;0;0
2020-07-27 23:30:00;15;1;7;4;2;5;8;4;8;6;0;1;0;0;0;0;0
