DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-10-18 00:00:00;21;16;3;1;24;12;2;2;3;0;0;0;0;29;28;0;0;0;0;0;0;0;0
2020-10-18 00:15:00;23;17;3;3;30;28;4;4;5;2;2;3;3;25;38;0;0;0;0;0;0;0;0
2020-10-18 00:30:00;15;23;1;1;26;13;1;3;3;0;0;0;0;23;36;0;0;0;0;0;0;0;0
2020-10-18 00:45:00;20;17;2;3;27;10;0;2;4;0;0;1;0;26;32;0;0;0;0;0;0;0;0
2020-10-18 01:00:00;13;20;2;3;29;11;0;1;2;2;2;0;0;19;34;0;0;0;0;0;0;0;0
2020-10-18 01:15:00;15;13;2;3;18;10;2;2;4;0;0;0;0;19;20;0;0;0;0;0;0;0;0
2020-10-18 01:30:00;16;11;2;0;13;8;1;4;2;0;0;0;0;17;18;0;0;0;0;0;0;0;0
2020-10-18 01:45:00;17;10;0;2;13;7;0;3;2;0;0;0;0;19;15;0;0;0;0;0;0;0;0
2020-10-18 02:00:00;7;10;2;2;12;7;0;2;2;0;0;0;0;13;14;0;0;0;0;0;0;0;0
2020-10-18 02:15:00;13;11;1;0;14;8;1;1;1;0;0;0;0;15;17;0;0;0;0;0;0;0;0
2020-10-18 02:30:00;5;9;1;0;7;6;2;2;1;1;1;0;0;9;8;0;0;0;0;0;0;0;0
2020-10-18 02:45:00;4;6;0;0;8;2;0;0;1;0;0;0;0;6;9;0;0;0;0;0;0;0;0
2020-10-18 03:00:00;11;14;0;2;7;1;0;1;1;0;0;0;0;15;7;0;0;0;0;0;0;0;0
2020-10-18 03:15:00;4;3;0;1;7;7;0;1;1;0;0;0;0;4;8;0;0;0;0;0;0;0;0
2020-10-18 03:30:00;6;4;0;0;12;7;0;2;3;0;0;0;0;8;14;0;0;0;0;0;0;0;0
2020-10-18 03:45:00;5;9;0;1;6;5;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0
2020-10-18 04:00:00;1;6;0;1;3;5;1;0;0;1;1;0;0;2;4;0;0;0;0;0;0;0;0
2020-10-18 04:15:00;2;3;1;0;4;7;0;0;0;0;0;1;1;4;9;0;0;0;0;0;0;0;0
2020-10-18 04:30:00;7;8;0;0;3;5;0;0;2;0;0;0;0;8;5;0;0;0;0;0;0;0;0
2020-10-18 04:45:00;3;2;1;1;1;6;1;2;2;0;0;2;2;3;2;0;0;0;0;0;0;0;0
2020-10-18 05:00:00;5;4;0;1;11;8;1;0;0;1;1;1;1;6;14;0;0;0;0;0;0;0;0
2020-10-18 05:15:00;6;6;0;2;8;7;2;2;2;1;0;1;1;8;10;0;0;0;0;0;0;0;0
2020-10-18 05:30:00;9;18;0;0;6;5;0;2;4;1;2;0;0;17;8;0;0;0;0;0;0;0;0
2020-10-18 05:45:00;8;13;2;4;10;7;1;2;5;1;1;1;1;10;11;0;0;0;0;0;0;0;0
2020-10-18 06:00:00;8;14;2;2;14;13;0;3;6;1;2;0;0;16;19;0;0;0;0;0;0;0;0
2020-10-18 06:15:00;8;6;1;1;12;15;0;3;0;0;0;1;1;10;20;0;0;0;0;0;0;0;0
2020-10-18 06:30:00;7;7;0;2;15;11;1;0;1;1;1;0;0;9;19;0;0;0;0;0;0;0;0
2020-10-18 06:45:00;12;14;0;3;21;20;2;1;3;0;0;2;2;14;26;0;0;0;0;0;0;0;0
2020-10-18 07:00:00;18;14;3;4;24;16;0;3;3;1;1;1;1;23;28;0;0;0;0;0;0;0;0
2020-10-18 07:15:00;12;15;1;5;21;12;1;3;2;0;0;1;1;18;29;0;0;0;0;0;0;0;0
2020-10-18 07:30:00;26;19;0;5;16;22;1;3;6;2;2;1;1;33;31;0;0;0;0;0;0;0;0
2020-10-18 07:45:00;22;20;1;6;18;20;2;6;10;2;2;1;1;29;29;0;0;0;0;0;0;0;0
2020-10-18 08:00:00;15;22;6;9;29;26;3;6;8;1;1;4;4;21;38;0;0;0;0;0;0;0;0
2020-10-18 08:15:00;29;28;4;6;26;19;0;4;5;3;3;0;0;40;33;0;0;0;0;0;0;0;0
2020-10-18 08:30:00;24;38;4;11;42;32;2;12;12;0;0;4;5;40;53;0;0;0;0;0;0;0;0
2020-10-18 08:45:00;37;52;3;14;35;33;6;11;11;4;3;1;1;54;49;0;0;0;0;0;0;0;0
2020-10-18 09:00:00;39;54;9;11;56;37;3;12;17;2;2;5;5;64;75;0;0;0;0;0;0;0;0
2020-10-18 09:15:00;48;66;4;16;47;26;5;17;17;3;4;0;0;78;55;0;0;0;0;0;0;0;0
2020-10-18 09:30:00;42;70;4;13;50;40;3;20;27;2;1;2;2;86;69;0;0;0;0;1;0;0;0
2020-10-18 09:45:00;65;90;10;22;57;37;4;17;21;3;4;3;3;106;77;0;1;0;0;0;0;0;1
2020-10-18 10:00:00;52;82;8;22;60;47;8;15;15;6;4;2;2;94;79;0;0;0;0;0;0;1;1
2020-10-18 10:15:00;66;76;6;17;62;53;6;14;18;7;6;5;5;102;83;0;0;0;0;0;0;0;0
2020-10-18 10:30:00;59;94;1;25;60;59;1;20;19;5;4;2;2;114;81;0;0;0;0;0;0;0;0
2020-10-18 10:45:00;75;99;12;24;72;59;7;20;26;8;4;3;3;117;91;1;0;0;0;0;5;0;2
2020-10-18 11:00:00;86;101;9;21;65;53;9;19;23;4;5;4;6;120;79;0;0;0;0;0;1;0;0
2020-10-18 11:15:00;73;84;10;29;75;65;9;13;26;5;3;2;2;113;99;0;0;0;0;0;0;0;0
2020-10-18 11:30:00;84;116;7;33;77;67;6;21;24;3;3;4;4;135;91;0;0;0;0;0;0;0;0
2020-10-18 11:45:00;92;99;8;21;74;72;13;25;26;5;6;3;3;132;102;4;0;0;0;0;0;0;0
2020-10-18 12:00:00;89;95;2;31;66;67;12;29;30;2;2;3;3;125;94;0;0;3;0;0;2;0;0
2020-10-18 12:15:00;92;108;8;36;68;73;16;34;28;5;4;4;4;132;105;0;0;0;0;0;0;0;0
