DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-11-10 00:00:00;24;34;0;17;31;12;11;16;7;0;0;0;0;0
2019-11-10 00:15:00;24;42;0;25;31;16;16;17;8;0;1;0;0;0
2019-11-10 00:30:00;29;36;0;15;25;11;9;8;5;0;0;0;0;0
2019-11-10 00:45:00;24;37;0;25;38;21;11;15;6;0;0;0;0;0
2019-11-10 01:00:00;18;35;0;13;25;13;10;11;2;0;0;0;0;0
2019-11-10 01:15:00;34;31;0;23;24;17;13;22;3;2;1;0;0;0
2019-11-10 01:30:00;16;24;0;14;21;3;10;9;3;3;1;0;0;0
2019-11-10 01:45:00;20;19;0;18;12;9;15;13;6;0;2;0;0;0
2019-11-10 02:00:00;14;24;0;20;21;7;5;9;2;0;0;0;0;0
2019-11-10 02:15:00;11;14;0;7;16;8;6;9;7;0;0;0;0;0
2019-11-10 02:30:00;10;8;0;6;10;6;8;7;2;0;0;0;0;0
2019-11-10 02:45:00;13;9;0;5;10;4;11;11;4;0;0;0;0;0
2019-11-10 03:00:00;12;16;0;4;8;6;5;9;5;0;0;0;0;0
2019-11-10 03:15:00;10;7;0;8;26;3;7;4;6;0;0;0;0;0
2019-11-10 03:30:00;7;12;0;4;7;1;3;5;3;0;1;0;0;0
2019-11-10 03:45:00;3;10;0;2;16;10;6;6;2;0;2;0;0;0
2019-11-10 04:00:00;3;4;0;3;8;7;1;6;0;0;0;0;0;0
2019-11-10 04:15:00;3;3;0;5;10;8;11;10;2;0;0;0;0;0
2019-11-10 04:30:00;2;13;1;4;12;2;3;4;1;0;0;0;0;0
2019-11-10 04:45:00;5;8;0;6;10;7;2;4;2;0;0;0;0;0
2019-11-10 05:00:00;8;6;0;9;14;4;6;8;3;0;0;0;0;0
2019-11-10 05:15:00;8;12;1;4;11;10;6;7;5;0;0;0;0;0
2019-11-10 05:30:00;7;21;0;3;14;5;5;4;0;0;0;0;0;0
2019-11-10 05:45:00;11;25;0;9;12;3;1;5;2;0;1;0;0;0
2019-11-10 06:00:00;8;10;0;7;22;4;1;3;2;0;0;0;0;0
2019-11-10 06:15:00;10;9;0;12;18;5;1;3;0;1;0;0;0;0
2019-11-10 06:30:00;10;10;0;7;23;3;1;2;2;0;0;0;0;0
2019-11-10 06:45:00;10;10;0;7;17;4;0;3;1;0;0;0;0;0
2019-11-10 07:00:00;12;14;0;7;15;3;2;3;2;0;0;0;0;0
2019-11-10 07:15:00;13;13;0;12;12;5;1;3;0;3;0;0;0;0
2019-11-10 07:30:00;11;20;0;10;21;6;1;4;1;0;0;0;0;0
2019-11-10 07:45:00;15;19;0;15;26;17;5;7;2;0;0;0;0;0
2019-11-10 08:00:00;16;24;3;20;20;14;1;2;3;0;0;0;0;0
2019-11-10 08:15:00;16;33;0;20;33;9;1;9;7;0;1;0;0;0
2019-11-10 08:30:00;16;29;2;28;40;11;4;5;1;1;0;0;0;0
2019-11-10 08:45:00;36;60;5;38;38;17;1;10;5;1;0;0;0;0
2019-11-10 09:00:00;47;52;0;36;34;19;4;5;4;5;0;0;0;0
2019-11-10 09:15:00;48;59;0;50;52;26;4;9;6;3;0;0;19;0
2019-11-10 09:30:00;50;81;2;45;67;26;2;8;3;0;0;13;3;0
2019-11-10 09:45:00;60;78;2;64;65;40;3;12;10;11;0;0;2;0
2019-11-10 10:00:00;43;77;3;55;74;19;2;11;11;2;0;1;1;1
2019-11-10 10:15:00;56;77;2;60;64;33;2;10;5;5;0;0;6;0
2019-11-10 10:30:00;45;76;1;50;61;38;3;13;6;4;1;4;0;1
2019-11-10 10:45:00;65;99;3;61;72;47;9;15;11;10;0;0;5;0
2019-11-10 11:00:00;60;87;0;54;75;41;11;22;9;1;2;60;0;9
2019-11-10 11:15:00;66;99;7;78;89;36;4;14;8;1;1;9;4;4
2019-11-10 11:30:00;66;100;4;72;79;29;6;17;6;6;1;2;1;2
2019-11-10 11:45:00;66;107;1;75;86;43;8;21;9;5;0;6;0;0
2019-11-10 12:00:00;73;112;2;83;76;32;17;23;8;4;6;1;8;0
2019-11-10 12:15:00;56;93;2;67;85;32;5;19;13;5;3;0;3;0
2019-11-10 12:30:00;72;123;3;74;84;33;11;28;7;5;0;3;2;0
2019-11-10 12:45:00;68;108;1;71;92;37;17;18;5;0;0;2;1;0
2019-11-10 13:00:00;79;139;1;84;87;34;11;17;7;0;0;0;7;0
2019-11-10 13:15:00;67;117;3;69;83;31;11;20;16;3;10;6;5;0
2019-11-10 13:30:00;60;128;2;78;85;26;14;23;3;4;0;13;3;1
2019-11-10 13:45:00;77;136;3;102;109;49;13;24;9;3;0;42;7;0
2019-11-10 14:00:00;85;126;1;95;86;27;11;22;7;4;0;14;6;0
2019-11-10 14:15:00;74;134;5;110;115;31;13;22;10;2;0;1;11;0
2019-11-10 14:30:00;84;125;2;93;108;52;13;23;13;5;0;15;0;1
2019-11-10 14:45:00;88;125;2;111;121;60;14;16;9;5;1;7;4;5
2019-11-10 15:00:00;82;142;7;107;122;35;14;24;12;5;1;0;30;0
2019-11-10 15:15:00;89;129;4;86;93;42;10;26;9;10;0;7;7;0
2019-11-10 15:30:00;78;137;3;93;108;42;7;13;8;4;0;16;2;0
2019-11-10 15:45:00;84;117;4;75;94;51;18;28;9;3;0;12;0;0
2019-11-10 16:00:00;70;126;2;81;91;42;10;19;6;8;0;1;1;0
2019-11-10 16:15:00;94;145;8;87;86;48;9;11;19;11;3;4;16;0
2019-11-10 16:30:00;95;157;9;78;103;50;17;20;9;4;1;3;6;0
2019-11-10 16:45:00;115;145;2;79;113;42;16;23;8;9;0;18;11;2
2019-11-10 17:00:00;90;139;0;81;110;41;12;27;5;5;0;1;10;10
2019-11-10 17:15:00;115;160;1;81;104;41;14;26;8;1;0;1;4;3
2019-11-10 17:30:00;84;135;0;80;93;46;11;22;13;1;1;1;0;2
2019-11-10 17:45:00;83;131;1;76;94;66;11;21;13;1;4;17;1;19
2019-11-10 18:00:00;77;117;0;74;94;31;11;24;7;0;0;0;0;0
2019-11-10 18:15:00;88;128;0;80;84;51;5;15;8;2;1;0;0;2
2019-11-10 18:30:00;59;130;1;76;92;52;16;26;4;6;1;0;5;0
2019-11-10 18:45:00;70;101;0;68;80;56;9;15;7;5;0;1;0;0
2019-11-10 19:00:00;55;107;0;48;70;21;13;16;6;0;0;0;0;0
2019-11-10 19:15:00;55;98;0;49;66;14;11;13;6;1;2;0;0;0
2019-11-10 19:30:00;51;100;0;52;77;30;8;13;6;4;0;0;2;0
2019-11-10 19:45:00;49;89;0;55;82;21;13;16;7;3;0;5;0;0
2019-11-10 20:00:00;53;90;1;56;54;22;13;22;17;1;2;0;1;10
2019-11-10 20:15:00;42;86;1;41;59;20;6;18;7;0;0;0;0;0
2019-11-10 20:30:00;40;78;0;49;58;14;6;10;9;4;5;1;0;0
2019-11-10 20:45:00;45;68;0;33;56;17;14;14;3;0;0;0;0;0
