DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-04-23 00:00:00;3;3;2;3;0;4;1;0;0
2020-04-23 00:15:00;3;3;1;3;0;3;2;1;1
2020-04-23 00:30:00;2;1;5;3;0;5;1;0;0
2020-04-23 00:45:00;5;0;1;2;0;7;2;1;1
2020-04-23 01:00:00;3;3;1;1;2;2;3;0;0
2020-04-23 01:15:00;0;1;0;2;0;2;2;0;0
2020-04-23 01:30:00;2;2;1;2;1;3;1;2;1
2020-04-23 01:45:00;1;0;1;2;1;4;1;0;0
2020-04-23 02:00:00;2;1;2;0;0;0;1;1;1
2020-04-23 02:15:00;1;0;0;0;1;1;0;2;2
2020-04-23 02:30:00;2;2;2;2;0;1;3;2;2
2020-04-23 02:45:00;1;1;0;1;1;0;0;1;1
2020-04-23 03:00:00;4;1;0;2;2;1;3;2;2
2020-04-23 03:15:00;1;3;1;0;0;1;0;2;2
2020-04-23 03:30:00;0;2;2;1;0;0;0;3;3
2020-04-23 03:45:00;4;3;1;2;0;1;0;1;1
2020-04-23 04:00:00;3;0;0;3;1;1;2;0;0
2020-04-23 04:15:00;3;1;0;4;2;4;1;0;0
2020-04-23 04:30:00;3;2;0;4;2;7;2;1;1
2020-04-23 04:45:00;1;0;1;9;1;7;6;2;2
2020-04-23 05:00:00;16;10;1;9;6;8;3;2;2
2020-04-23 05:15:00;21;8;1;17;8;12;4;9;9
2020-04-23 05:30:00;32;15;5;24;14;19;23;2;2
2020-04-23 05:45:00;24;16;5;29;10;44;34;8;8
2020-04-23 06:00:00;34;17;7;37;30;33;30;15;16
2020-04-23 06:15:00;21;15;9;27;21;47;50;15;14
2020-04-23 06:30:00;49;27;7;31;23;70;83;14;14
2020-04-23 06:45:00;39;31;7;30;30;67;79;15;15
2020-04-23 07:00:00;54;22;9;23;22;68;87;13;13
2020-04-23 07:15:00;42;27;17;33;18;78;82;10;10
2020-04-23 07:30:00;52;30;11;25;17;70;90;14;14
2020-04-23 07:45:00;54;36;17;38;27;80;89;24;24
2020-04-23 08:00:00;42;10;7;33;29;48;63;8;8
2020-04-23 08:15:00;40;15;23;30;16;42;62;14;14
2020-04-23 08:30:00;30;22;23;31;24;48;59;13;13
2020-04-23 08:45:00;46;26;7;32;23;40;22;14;14
2020-04-23 09:00:00;35;19;16;34;27;26;41;13;13
2020-04-23 09:15:00;40;23;15;34;25;58;30;17;17
2020-04-23 09:30:00;41;28;16;33;29;57;22;11;11
2020-04-23 09:45:00;49;24;16;34;22;35;42;9;9
2020-04-23 10:00:00;41;0;18;27;27;32;34;19;19
