DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-05-02 00:00:00;3;9;8;0;0;0;0;0
2020-05-02 00:15:00;3;13;7;0;0;0;0;0
2020-05-02 00:30:00;5;15;10;0;0;0;0;0
2020-05-02 00:45:00;10;15;9;0;0;0;0;0
2020-05-02 01:00:00;5;13;5;0;0;0;0;0
2020-05-02 01:15:00;2;8;2;0;0;0;0;0
2020-05-02 01:30:00;4;8;2;0;0;0;0;0
2020-05-02 01:45:00;8;6;3;0;0;0;0;0
2020-05-02 02:00:00;4;8;5;0;0;0;0;0
2020-05-02 02:15:00;2;14;3;0;0;0;0;0
2020-05-02 02:30:00;2;10;5;0;0;0;0;0
2020-05-02 02:45:00;2;5;3;0;0;0;0;0
2020-05-02 03:00:00;4;4;3;0;0;0;0;0
2020-05-02 03:15:00;3;1;1;0;0;0;0;0
2020-05-02 03:30:00;0;5;0;0;0;0;0;0
2020-05-02 03:45:00;3;7;0;0;0;0;0;0
2020-05-02 04:00:00;7;7;2;0;0;0;0;0
2020-05-02 04:15:00;0;6;5;0;0;0;0;0
2020-05-02 04:30:00;3;5;2;0;0;0;0;0
2020-05-02 04:45:00;2;8;2;0;0;0;0;0
2020-05-02 05:00:00;2;5;3;0;0;0;0;0
2020-05-02 05:15:00;3;5;5;0;0;0;0;0
2020-05-02 05:30:00;3;17;7;0;0;0;0;0
2020-05-02 05:45:00;9;19;7;0;0;0;0;0
2020-05-02 06:00:00;8;23;5;0;0;0;0;0
2020-05-02 06:15:00;8;16;12;0;0;0;0;0
2020-05-02 06:30:00;9;44;12;0;0;0;0;0
2020-05-02 06:45:00;7;32;13;0;0;0;0;0
2020-05-02 07:00:00;7;24;12;0;0;0;0;0
2020-05-02 07:15:00;13;27;10;0;2;0;0;0
2020-05-02 07:30:00;15;46;19;0;0;0;0;0
2020-05-02 07:45:00;20;35;17;0;0;0;0;0
2020-05-02 08:00:00;15;45;19;0;0;0;0;0
2020-05-02 08:15:00;22;58;30;0;0;0;0;0
2020-05-02 08:30:00;20;57;28;0;0;0;0;0
2020-05-02 08:45:00;31;56;32;0;0;0;0;0
2020-05-02 09:00:00;34;76;19;0;10;0;4;0
2020-05-02 09:15:00;30;75;30;0;4;0;0;0
2020-05-02 09:30:00;31;109;32;0;1;1;2;0
2020-05-02 09:45:00;38;113;39;0;10;5;7;5
2020-05-02 10:00:00;60;127;48;0;9;0;0;2
2020-05-02 10:15:00;44;134;49;0;14;0;7;6
2020-05-02 10:30:00;38;134;52;0;0;3;7;0
2020-05-02 10:45:00;63;149;54;0;2;1;18;1
2020-05-02 11:00:00;60;157;46;0;10;7;10;0
2020-05-02 11:15:00;50;157;56;0;0;53;6;2
2020-05-02 11:30:00;60;168;61;0;7;0;1;8
2020-05-02 11:45:00;54;154;69;0;4;11;5;19
2020-05-02 12:00:00;50;165;63;0;9;0;5;6
2020-05-02 12:15:00;64;143;67;0;7;0;5;6
2020-05-02 12:30:00;56;143;76;0;1;0;7;1
2020-05-02 12:45:00;62;166;78;0;21;2;5;21
2020-05-02 13:00:00;76;153;74;0;23;0;2;10
2020-05-02 13:15:00;68;163;57;0;9;0;5;0
2020-05-02 13:30:00;61;182;62;0;0;5;2;0
2020-05-02 13:45:00;64;166;89;0;9;2;0;0
2020-05-02 14:00:00;76;171;71;0;9;1;7;7
2020-05-02 14:15:00;55;164;70;0;1;2;12;2
2020-05-02 14:30:00;59;149;81;0;0;2;12;0
