DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2019-08-19 00:00:00;20;11;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 00:15:00;9;9;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 00:30:00;8;7;0;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 00:45:00;18;8;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 01:00:00;13;9;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 01:15:00;6;1;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 01:30:00;4;6;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 01:45:00;9;6;0;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 02:00:00;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 02:15:00;9;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 02:30:00;5;6;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 02:45:00;11;5;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 03:00:00;5;5;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 03:15:00;9;5;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 03:30:00;10;8;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 03:45:00;4;3;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 04:00:00;11;6;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 04:15:00;10;3;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 04:30:00;25;11;0;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 04:45:00;20;8;0;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 05:00:00;39;15;0;9;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 05:15:00;46;38;0;25;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 05:30:00;74;74;0;12;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 05:45:00;101;82;0;20;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 06:00:00;73;80;0;29;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 06:15:00;99;109;1;28;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 06:30:00;94;113;0;37;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 06:45:00;119;137;0;41;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 07:00:00;119;140;1;41;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 07:15:00;119;149;0;46;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 07:30:00;120;133;3;70;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 07:45:00;128;147;0;86;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 08:00:00;112;143;0;71;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 08:15:00;99;119;0;47;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 08:30:00;114;129;1;65;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 08:45:00;100;98;1;72;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 09:00:00;105;128;1;69;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 09:15:00;93;97;2;69;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 09:30:00;102;109;0;69;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 09:45:00;143;137;3;82;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 10:00:00;104;91;4;72;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 10:15:00;133;123;2;89;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 10:30:00;101;88;1;93;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 10:45:00;139;121;2;82;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 11:00:00;106;111;0;77;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 11:15:00;142;109;2;113;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 11:30:00;116;124;2;87;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 11:45:00;103;105;3;90;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 12:00:00;113;100;5;99;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 12:15:00;101;81;3;92;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 12:30:00;111;117;2;79;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 12:45:00;104;93;1;76;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 13:00:00;115;120;1;78;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 13:15:00;99;94;1;74;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 13:30:00;119;125;2;95;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 13:45:00;132;109;4;88;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 14:00:00;117;122;1;85;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 14:15:00;125;98;1;127;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 14:30:00;135;125;1;89;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 14:45:00;132;114;4;88;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 15:00:00;114;115;0;116;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 15:15:00;136;122;4;118;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 15:30:00;105;111;3;124;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 15:45:00;114;99;1;104;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 16:00:00;136;125;0;127;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 16:15:00;110;131;0;153;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 16:30:00;133;157;1;140;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 16:45:00;116;109;0;121;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 17:00:00;163;181;0;135;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 17:15:00;105;136;0;121;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 17:30:00;119;106;1;121;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 17:45:00;122;134;1;117;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 18:00:00;107;114;2;104;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 18:15:00;112;107;1;96;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 18:30:00;87;100;8;85;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 18:45:00;101;101;4;87;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 19:00:00;88;81;4;73;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 19:15:00;75;106;1;71;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 19:30:00;75;60;2;49;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 19:45:00;66;55;3;52;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 20:00:00;99;82;1;57;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 20:15:00;50;42;4;57;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-19 20:30:00;76;59;2;44;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
