DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-12-02 00:00:00;3;1;1;0;0;0
2019-12-02 00:15:00;6;0;1;0;0;0
2019-12-02 00:30:00;0;0;5;0;0;0
2019-12-02 00:45:00;3;0;2;0;0;0
2019-12-02 01:00:00;1;1;4;2;0;0
2019-12-02 01:15:00;1;0;0;0;0;0
2019-12-02 01:30:00;3;0;0;0;0;0
2019-12-02 01:45:00;1;1;0;0;0;0
2019-12-02 02:00:00;1;0;3;0;0;0
2019-12-02 02:15:00;1;0;0;0;0;0
2019-12-02 02:30:00;2;0;0;0;0;0
2019-12-02 02:45:00;1;0;1;0;0;0
2019-12-02 03:00:00;1;0;0;0;0;0
2019-12-02 03:15:00;1;0;1;0;0;0
2019-12-02 03:30:00;2;0;5;0;0;0
2019-12-02 03:45:00;2;0;2;0;0;0
2019-12-02 04:00:00;3;1;8;1;0;0
2019-12-02 04:15:00;0;1;4;0;0;0
2019-12-02 04:30:00;8;1;20;0;0;0
2019-12-02 04:45:00;5;6;31;0;0;0
2019-12-02 05:00:00;18;9;95;0;7;1
2019-12-02 05:15:00;41;33;204;1;7;5
2019-12-02 05:30:00;54;67;167;1;7;6
2019-12-02 05:45:00;61;32;109;4;4;11
2019-12-02 06:00:00;62;12;102;8;13;4
2019-12-02 06:15:00;65;21;134;3;18;5
2019-12-02 06:30:00;87;29;157;8;16;3
2019-12-02 06:45:00;59;17;172;7;6;3
2019-12-02 07:00:00;86;7;139;2;3;7
2019-12-02 07:15:00;93;14;138;1;8;14
2019-12-02 07:30:00;96;18;160;1;4;9
2019-12-02 07:45:00;105;16;131;5;2;7
2019-12-02 08:00:00;97;5;125;2;3;10
2019-12-02 08:15:00;95;16;126;2;3;14
2019-12-02 08:30:00;73;7;87;2;0;12
2019-12-02 08:45:00;55;5;91;5;3;3
2019-12-02 09:00:00;51;5;81;2;1;12
2019-12-02 09:15:00;36;5;71;3;2;4
2019-12-02 09:30:00;66;5;72;4;0;0
2019-12-02 09:45:00;70;4;70;5;0;3
2019-12-02 10:00:00;60;2;72;4;0;3
2019-12-02 10:15:00;63;5;61;2;0;0
2019-12-02 10:30:00;70;0;62;4;0;3
2019-12-02 10:45:00;46;0;44;2;0;2
2019-12-02 11:00:00;62;3;58;2;0;7
2019-12-02 11:15:00;83;4;61;4;1;2
2019-12-02 11:30:00;62;2;70;7;1;3
2019-12-02 11:45:00;91;4;53;5;0;18
2019-12-02 12:00:00;78;1;44;6;0;6
2019-12-02 12:15:00;78;4;59;5;0;1
2019-12-02 12:30:00;63;1;64;7;3;12
2019-12-02 12:45:00;74;10;84;9;2;17
2019-12-02 13:00:00;66;25;105;8;1;22
2019-12-02 13:15:00;74;60;139;6;0;19
2019-12-02 13:30:00;99;55;214;7;4;18
2019-12-02 13:45:00;97;60;164;28;13;10
2019-12-02 14:00:00;109;14;127;73;35;40
2019-12-02 14:15:00;104;3;94;104;11;11
2019-12-02 14:30:00;140;1;73;53;10;12
2019-12-02 14:45:00;94;1;61;32;11;6
2019-12-02 15:00:00;126;1;73;47;21;5
2019-12-02 15:15:00;137;2;89;46;17;10
2019-12-02 15:30:00;128;2;90;37;7;15
2019-12-02 15:45:00;102;3;77;32;7;4
2019-12-02 16:00:00;133;1;86;28;5;3
2019-12-02 16:15:00;153;3;80;24;2;11
2019-12-02 16:30:00;119;4;84;24;1;7
2019-12-02 16:45:00;133;3;102;21;2;2
2019-12-02 17:00:00;116;2;79;15;5;2
2019-12-02 17:15:00;117;3;84;12;3;8
2019-12-02 17:30:00;101;1;96;13;1;2
2019-12-02 17:45:00;79;0;97;8;1;4
2019-12-02 18:00:00;72;1;82;8;2;2
2019-12-02 18:15:00;77;0;50;4;2;0
2019-12-02 18:30:00;55;0;55;8;0;2
2019-12-02 18:45:00;50;1;50;6;0;2
2019-12-02 19:00:00;45;0;39;5;0;0
2019-12-02 19:15:00;48;0;44;3;0;0
2019-12-02 19:30:00;37;0;38;1;0;0
2019-12-02 19:45:00;41;0;22;2;0;3
2019-12-02 20:00:00;28;0;26;1;0;0
2019-12-02 20:15:00;37;1;27;1;0;0
2019-12-02 20:30:00;29;3;27;1;1;0
2019-12-02 20:45:00;39;6;58;2;3;2
2019-12-02 21:00:00;37;11;100;3;15;0
2019-12-02 21:15:00;41;29;163;1;11;14
2019-12-02 21:30:00;48;16;96;22;7;19
2019-12-02 21:45:00;76;2;56;121;9;15
2019-12-02 22:00:00;100;3;32;158;3;23
2019-12-02 22:15:00;43;0;16;35;0;13
2019-12-02 22:30:00;25;0;10;9;0;0
2019-12-02 22:45:00;15;0;10;3;0;5
2019-12-02 23:00:00;14;0;4;2;0;2
2019-12-02 23:15:00;9;0;6;1;0;0
2019-12-02 23:30:00;5;0;7;0;0;0
2019-12-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
