DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-05-19 00:00:00;13;10;3;3;2;16;5;4;2;5;1
2020-05-19 00:15:00;7;8;2;1;1;12;6;2;1;1;0
2020-05-19 00:30:00;7;3;1;3;2;10;1;0;0;4;3
2020-05-19 00:45:00;4;3;1;0;0;12;2;2;0;1;1
2020-05-19 01:00:00;3;1;0;0;1;7;7;2;1;4;4
2020-05-19 01:15:00;7;7;0;0;0;9;8;0;0;1;0
2020-05-19 01:30:00;4;1;1;0;0;5;2;0;0;0;0
2020-05-19 01:45:00;10;6;0;2;0;1;6;2;1;0;0
2020-05-19 02:00:00;8;7;2;4;3;3;3;2;0;0;0
2020-05-19 02:15:00;6;4;1;2;0;4;1;0;0;1;1
2020-05-19 02:30:00;3;2;0;0;0;6;4;1;1;2;1
2020-05-19 02:45:00;6;2;1;2;1;7;3;0;1;3;2
2020-05-19 03:00:00;2;1;0;0;0;4;5;3;1;2;0
2020-05-19 03:15:00;2;2;0;1;1;7;4;1;0;1;0
2020-05-19 03:30:00;6;2;1;0;0;7;1;0;0;0;0
2020-05-19 03:45:00;6;3;2;2;2;13;5;0;0;1;1
2020-05-19 04:00:00;8;9;0;3;3;6;3;0;0;1;0
2020-05-19 04:15:00;11;8;2;2;1;5;8;1;1;2;0
2020-05-19 04:30:00;9;4;1;2;4;7;4;0;0;0;0
2020-05-19 04:45:00;22;16;4;4;4;31;11;3;2;5;2
2020-05-19 05:00:00;29;23;4;9;7;66;36;0;0;5;3
2020-05-19 05:15:00;27;28;9;10;12;96;76;2;6;11;5
2020-05-19 05:30:00;35;37;13;14;20;106;104;5;4;13;6
2020-05-19 05:45:00;80;72;8;26;11;84;91;5;3;18;7
2020-05-19 06:00:00;81;94;16;32;16;65;66;10;12;15;6
2020-05-19 06:15:00;65;67;20;27;18;99;85;5;19;27;12
2020-05-19 06:30:00;60;70;20;75;25;118;138;14;10;16;6
2020-05-19 06:45:00;58;68;13;41;25;103;113;16;19;28;11
2020-05-19 07:00:00;58;67;12;52;28;84;110;9;8;16;7
2020-05-19 07:15:00;59;64;15;59;21;96;121;26;17;32;17
2020-05-19 07:30:00;55;41;12;44;28;99;113;16;22;26;7
2020-05-19 07:45:00;67;85;14;59;25;112;113;17;23;37;13
2020-05-19 08:00:00;64;49;14;47;24;93;94;23;20;26;13
2020-05-19 08:15:00;79;71;16;56;21;93;80;13;25;39;20
2020-05-19 08:30:00;69;56;10;55;17;69;85;21;16;27;12
2020-05-19 08:45:00;63;59;18;50;21;89;84;21;26;48;24
2020-05-19 09:00:00;72;80;20;37;18;63;83;20;17;37;15
2020-05-19 09:15:00;71;70;17;47;19;60;103;22;25;49;21
2020-05-19 09:30:00;62;59;16;63;19;73;58;25;17;40;24
2020-05-19 09:45:00;68;79;20;48;22;64;65;19;27;54;20
2020-05-19 10:00:00;70;73;23;52;17;67;65;29;29;56;14
2020-05-19 10:15:00;69;71;22;51;15;60;67;28;32;48;23
2020-05-19 10:30:00;87;82;22;45;19;59;79;19;33;46;22
2020-05-19 10:45:00;78;71;14;44;14;67;63;18;24;54;25
2020-05-19 11:00:00;70;77;14;144;23;57;65;20;26;50;20
2020-05-19 11:15:00;76;102;29;43;11;68;58;14;33;61;28
2020-05-19 11:30:00;96;90;34;51;12;59;79;29;22;55;26
2020-05-19 11:45:00;87;108;27;48;21;64;78;25;34;66;25
2020-05-19 12:00:00;80;99;41;50;14;76;82;31;32;63;27
2020-05-19 12:15:00;98;111;24;46;17;67;69;23;38;61;27
2020-05-19 12:30:00;68;85;27;44;20;62;62;18;26;44;16
2020-05-19 12:45:00;90;104;34;50;26;82;74;17;26;50;21
2020-05-19 13:00:00;95;101;29;37;12;84;76;19;35;65;22
2020-05-19 13:15:00;87;92;18;62;21;108;109;20;37;51;27
2020-05-19 13:30:00;95;121;24;46;24;109;107;19;30;55;20
2020-05-19 13:45:00;105;120;27;99;23;119;120;26;28;52;23
2020-05-19 14:00:00;119;137;24;104;24;95;86;21;25;55;23
