DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-07-02 00:00:00;5;0;0;5;3;8;5;4;3;6;8;2;0
2020-07-02 00:15:00;6;3;2;1;2;8;11;5;2;3;10;3;3
2020-07-02 00:30:00;6;1;3;4;2;8;10;1;1;3;4;1;3
2020-07-02 00:45:00;3;1;1;1;4;13;12;1;1;1;4;1;1
2020-07-02 01:00:00;3;2;0;1;2;3;0;0;0;2;4;1;0
2020-07-02 01:15:00;0;0;2;1;2;4;4;2;0;4;2;1;2
2020-07-02 01:30:00;4;2;0;0;1;3;5;2;0;1;1;0;0
2020-07-02 01:45:00;2;1;0;0;0;5;1;0;0;1;4;3;0
2020-07-02 02:00:00;2;2;0;1;1;7;1;4;2;2;2;1;0
2020-07-02 02:15:00;4;0;1;0;1;9;2;0;0;3;2;0;1
2020-07-02 02:30:00;7;1;1;2;0;16;6;0;0;1;3;1;1
2020-07-02 02:45:00;4;1;2;1;3;8;6;1;0;2;2;0;2
2020-07-02 03:00:00;5;2;1;0;0;6;5;1;0;2;1;2;1
2020-07-02 03:15:00;9;2;0;3;3;2;3;5;4;1;2;1;0
2020-07-02 03:30:00;7;0;1;2;2;8;8;1;1;1;3;1;1
2020-07-02 03:45:00;7;2;0;1;2;9;10;2;0;3;6;1;0
2020-07-02 04:00:00;11;2;0;2;11;13;9;3;2;2;3;3;0
2020-07-02 04:15:00;2;2;2;1;3;16;12;1;0;1;2;0;2
2020-07-02 04:30:00;5;3;1;4;10;24;13;2;0;1;4;0;1
2020-07-02 04:45:00;13;4;0;5;8;20;16;7;5;4;1;0;0
2020-07-02 05:00:00;24;17;5;8;10;20;15;2;1;2;3;1;5
2020-07-02 05:15:00;27;14;3;15;24;35;22;3;2;3;2;1;3
2020-07-02 05:30:00;30;21;6;17;25;51;50;6;0;6;0;0;6
2020-07-02 05:45:00;33;33;4;21;24;56;59;23;4;7;0;0;4
2020-07-02 06:00:00;26;33;14;15;31;50;59;17;10;9;0;0;12
2020-07-02 06:15:00;37;37;10;39;42;72;61;21;15;8;4;0;9
2020-07-02 06:30:00;44;43;17;52;61;91;99;47;37;28;10;4;14
