DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-10-09 00:00:00;0;0;4;0;0;11;0;0;0;0;0;0;0;0
2020-10-09 00:15:00;1;0;8;0;1;9;0;0;0;0;0;0;0;0
2020-10-09 00:30:00;0;0;3;1;1;5;0;0;0;0;0;0;0;0
2020-10-09 00:45:00;0;0;3;0;1;7;0;0;0;0;0;0;0;0
2020-10-09 01:00:00;0;0;5;0;0;8;0;0;0;0;0;0;0;0
2020-10-09 01:15:00;1;0;0;0;0;7;0;0;0;0;0;0;0;0
2020-10-09 01:30:00;1;0;5;0;0;3;0;0;0;0;0;0;0;0
2020-10-09 01:45:00;0;0;4;0;0;1;0;0;0;0;0;0;0;0
2020-10-09 02:00:00;0;0;1;0;0;4;0;0;0;0;0;0;0;0
2020-10-09 02:15:00;0;0;0;0;1;2;0;0;0;0;0;0;0;0
2020-10-09 02:30:00;0;0;5;0;0;2;0;0;0;0;0;0;0;0
2020-10-09 02:45:00;1;0;1;1;1;1;0;0;0;0;0;0;0;0
2020-10-09 03:00:00;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-10-09 03:15:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-10-09 03:30:00;1;0;4;0;0;2;0;0;0;0;0;0;0;0
2020-10-09 03:45:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-10-09 04:00:00;0;0;7;0;0;3;0;0;0;0;0;0;0;0
2020-10-09 04:15:00;0;0;12;0;0;1;0;0;0;0;0;0;0;0
2020-10-09 04:30:00;0;0;14;0;0;3;0;0;0;0;0;0;0;0
2020-10-09 04:45:00;0;0;28;1;1;3;0;0;0;0;0;0;0;0
2020-10-09 05:00:00;0;0;73;1;1;6;0;0;0;0;0;0;0;0
2020-10-09 05:15:00;1;0;149;1;1;13;0;0;0;0;0;0;0;0
2020-10-09 05:30:00;0;0;144;2;2;17;0;0;0;0;0;0;0;0
2020-10-09 05:45:00;0;0;123;3;4;67;0;0;0;0;0;0;0;0
2020-10-09 06:00:00;0;0;104;2;2;56;0;0;0;0;0;0;0;0
2020-10-09 06:15:00;1;0;168;7;8;71;0;0;0;0;1;0;0;0
2020-10-09 06:30:00;3;0;231;6;7;67;0;2;0;0;0;0;0;0
2020-10-09 06:45:00;0;0;231;6;8;64;0;0;0;0;0;0;0;0
2020-10-09 07:00:00;4;0;260;20;23;68;0;0;0;0;0;0;0;0
2020-10-09 07:15:00;0;0;275;43;46;96;0;4;0;0;0;0;1;0
2020-10-09 07:30:00;3;0;217;59;59;125;0;1;0;0;0;0;0;0
2020-10-09 07:45:00;6;0;209;34;37;140;0;1;0;0;0;0;0;0
2020-10-09 08:00:00;4;0;216;39;38;144;0;2;0;0;0;0;0;0
2020-10-09 08:15:00;1;0;203;10;13;111;0;1;0;0;1;0;0;0
2020-10-09 08:30:00;1;0;165;7;7;88;0;0;0;0;0;0;0;0
2020-10-09 08:45:00;5;0;184;10;11;117;0;4;0;0;0;0;0;0
2020-10-09 09:00:00;1;0;163;9;14;93;0;4;0;0;1;0;0;0
2020-10-09 09:15:00;6;0;150;8;9;102;0;1;0;0;0;0;1;0
2020-10-09 09:30:00;74;0;179;7;12;110;0;6;0;0;0;0;1;0
2020-10-09 09:45:00;3;0;157;6;9;124;0;4;0;0;2;0;0;0
2020-10-09 10:00:00;4;0;139;6;9;127;0;2;0;0;0;0;0;0
2020-10-09 10:15:00;2;0;133;8;10;122;0;3;0;0;0;0;0;0
2020-10-09 10:30:00;6;0;141;9;12;135;0;4;0;0;0;0;0;0
2020-10-09 10:45:00;4;0;145;10;21;139;0;2;0;0;0;0;1;0
2020-10-09 11:00:00;4;0;126;9;9;130;0;1;0;0;0;0;1;0
2020-10-09 11:15:00;1;0;152;11;10;110;0;2;0;0;0;0;0;0
2020-10-09 11:30:00;2;0;144;4;5;144;0;3;0;0;1;0;3;0
2020-10-09 11:45:00;2;0;158;12;13;166;0;1;0;0;0;0;3;0
2020-10-09 12:00:00;2;0;130;12;18;187;0;2;0;0;1;0;1;0
2020-10-09 12:15:00;2;0;133;8;16;213;0;2;0;0;1;0;2;0
2020-10-09 12:30:00;5;0;179;6;9;213;0;1;0;0;1;0;1;0
2020-10-09 12:45:00;6;0;170;11;18;246;0;0;0;0;3;0;2;0
2020-10-09 13:00:00;4;0;235;16;20;205;0;1;0;0;1;0;1;0
2020-10-09 13:15:00;5;0;230;13;22;241;0;5;0;0;1;0;1;0
2020-10-09 13:30:00;3;0;212;177;28;268;0;5;0;0;8;0;1;0
2020-10-09 13:45:00;6;0;192;13;16;224;0;2;0;0;0;0;3;0
2020-10-09 14:00:00;2;0;176;19;12;216;0;1;0;0;0;0;0;0
2020-10-09 14:15:00;2;0;151;14;17;237;0;2;0;0;0;0;1;0
2020-10-09 14:30:00;9;0;176;5;12;258;0;3;0;0;0;0;2;0
2020-10-09 14:45:00;7;0;170;9;11;242;0;3;0;0;1;0;0;0
2020-10-09 15:00:00;0;0;177;11;18;229;0;4;0;0;0;0;1;0
2020-10-09 15:15:00;6;0;156;13;19;245;0;5;0;0;0;0;1;0
2020-10-09 15:30:00;3;0;176;5;13;243;0;7;0;0;0;0;4;0
2020-10-09 15:45:00;6;0;159;10;16;208;0;0;0;0;0;0;1;0
2020-10-09 16:00:00;5;0;153;10;20;219;0;5;0;0;3;0;0;0
2020-10-09 16:15:00;2;0;158;11;17;214;0;7;0;0;0;0;1;0
2020-10-09 16:30:00;2;0;159;15;19;207;0;3;0;0;3;0;3;0
2020-10-09 16:45:00;7;0;151;12;13;200;0;4;0;0;1;0;0;0
2020-10-09 17:00:00;0;0;169;17;22;207;0;2;0;0;1;0;3;0
2020-10-09 17:15:00;4;0;167;13;18;191;0;14;0;0;2;0;3;0
2020-10-09 17:30:00;5;0;187;11;20;193;0;2;0;0;0;0;0;0
2020-10-09 17:45:00;4;0;148;6;11;184;0;2;0;0;0;0;0;0
2020-10-09 18:00:00;5;0;129;3;3;206;0;4;0;0;1;0;1;0
2020-10-09 18:15:00;2;0;153;15;20;166;0;4;0;0;0;0;0;0
