DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-01-06 00:00:00;28;11;24;6;0;0;1
2020-01-06 00:15:00;23;19;26;12;0;0;0
2020-01-06 00:30:00;19;9;25;9;0;0;0
2020-01-06 00:45:00;20;8;23;5;0;0;0
2020-01-06 01:00:00;13;7;19;9;0;0;0
2020-01-06 01:15:00;19;15;15;3;0;0;0
2020-01-06 01:30:00;13;6;15;4;0;0;0
2020-01-06 01:45:00;13;6;10;3;0;0;0
2020-01-06 02:00:00;13;4;13;3;0;0;0
2020-01-06 02:15:00;9;6;12;4;0;0;0
2020-01-06 02:30:00;6;4;9;3;0;1;0
2020-01-06 02:45:00;10;7;15;4;1;0;0
2020-01-06 03:00:00;7;5;9;0;0;0;0
2020-01-06 03:15:00;10;8;8;0;0;0;0
2020-01-06 03:30:00;4;4;7;4;0;0;0
2020-01-06 03:45:00;5;4;4;1;0;0;0
2020-01-06 04:00:00;3;3;9;1;0;0;0
2020-01-06 04:15:00;6;4;8;3;0;0;0
2020-01-06 04:30:00;5;4;7;1;0;0;0
2020-01-06 04:45:00;3;8;10;3;1;0;0
2020-01-06 05:00:00;9;6;10;3;0;0;0
2020-01-06 05:15:00;15;9;25;6;0;0;0
2020-01-06 05:30:00;16;8;16;3;1;0;0
2020-01-06 05:45:00;9;9;21;8;0;0;0
2020-01-06 06:00:00;13;16;13;4;1;0;0
2020-01-06 06:15:00;6;10;19;2;1;0;0
2020-01-06 06:30:00;13;9;13;2;0;0;0
2020-01-06 06:45:00;15;10;19;2;1;0;0
2020-01-06 07:00:00;10;6;26;4;1;0;0
2020-01-06 07:15:00;10;11;21;8;2;0;0
2020-01-06 07:30:00;11;11;14;4;0;0;0
2020-01-06 07:45:00;21;29;26;6;4;1;0
2020-01-06 08:00:00;17;12;20;6;1;1;0
2020-01-06 08:15:00;25;10;33;11;0;0;0
2020-01-06 08:30:00;33;15;25;14;3;0;0
2020-01-06 08:45:00;32;19;57;18;3;0;0
2020-01-06 09:00:00;39;23;45;19;1;0;0
2020-01-06 09:15:00;47;24;56;18;2;0;0
2020-01-06 09:30:00;41;31;46;19;0;0;0
2020-01-06 09:45:00;67;46;78;45;2;1;1
2020-01-06 10:00:00;45;31;65;32;1;0;0
2020-01-06 10:15:00;72;43;81;30;3;0;0
2020-01-06 10:30:00;60;31;76;26;3;0;0
2020-01-06 10:45:00;75;51;100;34;1;0;0
2020-01-06 11:00:00;74;48;106;38;5;0;0
2020-01-06 11:15:00;95;53;101;44;5;0;0
2020-01-06 11:30:00;85;62;91;37;7;0;0
2020-01-06 11:45:00;93;63;109;55;4;0;1
2020-01-06 12:00:00;97;64;93;39;4;1;0
2020-01-06 12:15:00;108;59;102;58;5;0;0
2020-01-06 12:30:00;85;59;94;48;5;0;0
2020-01-06 12:45:00;111;56;126;63;3;1;0
2020-01-06 13:00:00;85;62;117;55;3;0;0
2020-01-06 13:15:00;128;72;127;45;2;0;0
2020-01-06 13:30:00;117;78;139;56;4;0;0
2020-01-06 13:45:00;127;98;158;80;6;0;1
2020-01-06 14:00:00;96;62;130;68;5;0;0
2020-01-06 14:15:00;110;86;137;74;2;0;0
2020-01-06 14:30:00;106;73;128;79;1;0;0
2020-01-06 14:45:00;110;97;158;104;3;1;0
2020-01-06 15:00:00;125;78;142;78;4;0;0
2020-01-06 15:15:00;116;93;124;72;5;2;0
2020-01-06 15:30:00;106;80;113;60;5;0;0
2020-01-06 15:45:00;112;83;134;72;13;1;0
2020-01-06 16:00:00;105;64;98;57;6;0;0
2020-01-06 16:15:00;123;94;146;81;8;0;0
2020-01-06 16:30:00;118;76;132;76;10;1;0
2020-01-06 16:45:00;152;116;138;90;10;1;0
2020-01-06 17:00:00;125;85;130;65;4;0;0
2020-01-06 17:15:00;112;88;123;76;7;0;2
2020-01-06 17:30:00;122;102;130;63;3;2;0
2020-01-06 17:45:00;111;100;132;56;6;0;1
2020-01-06 18:00:00;125;82;110;47;2;0;0
2020-01-06 18:15:00;117;92;135;63;4;1;0
2020-01-06 18:30:00;93;81;89;43;7;1;1
2020-01-06 18:45:00;112;82;127;68;4;0;0
2020-01-06 19:00:00;100;62;121;41;4;0;0
2020-01-06 19:15:00;93;65;105;44;5;0;0
2020-01-06 19:30:00;94;57;85;35;2;0;1
2020-01-06 19:45:00;82;51;85;33;1;2;1
2020-01-06 20:00:00;83;63;73;24;0;0;0
2020-01-06 20:15:00;75;45;65;44;2;1;1
2020-01-06 20:30:00;66;34;70;30;4;0;0
2020-01-06 20:45:00;69;46;66;24;3;0;2
2020-01-06 21:00:00;59;25;53;21;4;1;0
2020-01-06 21:15:00;46;25;65;13;1;0;0
2020-01-06 21:30:00;55;36;51;15;2;0;0
2020-01-06 21:45:00;47;35;47;12;2;0;0
2020-01-06 22:00:00;52;28;59;17;0;0;1
2020-01-06 22:15:00;42;24;43;12;1;2;0
2020-01-06 22:30:00;35;19;35;9;0;2;0
2020-01-06 22:45:00;30;16;27;10;3;0;1
2020-01-06 23:00:00;25;9;24;9;2;0;3
2020-01-06 23:15:00;30;15;20;9;0;0;3
2020-01-06 23:30:00;22;12;16;1;4;2;0
2020-01-06 23:45:00;20;11;12;5;4;4;0
