DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-11-27 00:00:00;1;2;4;0;0;0;2;0;0
2020-11-27 00:15:00;1;5;4;0;0;0;5;0;0
2020-11-27 00:30:00;2;1;4;0;0;1;4;0;0
2020-11-27 00:45:00;0;0;0;1;2;1;5;0;0
2020-11-27 01:00:00;0;1;1;0;0;0;2;0;0
2020-11-27 01:15:00;2;1;2;0;0;0;4;0;0
2020-11-27 01:30:00;0;3;5;1;0;0;2;0;0
2020-11-27 01:45:00;0;1;3;0;0;1;3;0;0
2020-11-27 02:00:00;1;0;1;1;1;0;4;0;0
2020-11-27 02:15:00;0;0;0;0;0;0;3;0;0
2020-11-27 02:30:00;1;0;2;1;0;0;0;0;0
2020-11-27 02:45:00;0;1;1;0;0;0;0;0;0
2020-11-27 03:00:00;1;1;3;0;0;0;2;0;0
2020-11-27 03:15:00;2;2;4;0;0;0;2;0;0
2020-11-27 03:30:00;2;1;3;0;0;0;2;0;0
2020-11-27 03:45:00;1;0;1;3;1;1;2;0;0
2020-11-27 04:00:00;1;3;7;1;0;0;3;0;0
2020-11-27 04:15:00;5;4;7;1;0;0;5;0;0
2020-11-27 04:30:00;1;0;3;1;0;0;2;0;0
2020-11-27 04:45:00;0;6;6;0;0;2;7;0;0
2020-11-27 05:00:00;5;14;14;4;2;7;14;0;0
2020-11-27 05:15:00;3;10;20;5;7;10;48;0;0
2020-11-27 05:30:00;13;15;33;15;10;20;85;0;0
2020-11-27 05:45:00;18;28;42;29;12;37;64;0;2
2020-11-27 06:00:00;18;19;32;27;7;17;37;0;0
2020-11-27 06:15:00;25;37;60;27;15;28;55;0;0
2020-11-27 06:30:00;31;38;59;18;19;48;85;0;0
2020-11-27 06:45:00;27;27;53;13;14;26;66;3;2
2020-11-27 07:00:00;35;39;65;17;16;21;62;0;3
2020-11-27 07:15:00;53;45;88;34;15;21;105;0;12
2020-11-27 07:30:00;93;69;109;33;15;19;125;11;18
2020-11-27 07:45:00;73;69;96;23;10;17;118;4;13
2020-11-27 08:00:00;56;49;84;22;13;21;106;0;3
2020-11-27 08:15:00;38;35;74;20;7;12;87;1;3
2020-11-27 08:30:00;35;43;69;16;8;7;83;0;3
2020-11-27 08:45:00;23;30;52;14;12;8;74;0;0
2020-11-27 09:00:00;27;28;44;13;9;8;66;0;1
2020-11-27 09:15:00;39;37;63;20;12;8;73;1;1
2020-11-27 09:30:00;36;59;87;18;8;5;85;3;3
2020-11-27 09:45:00;39;45;83;12;7;2;88;0;2
2020-11-27 10:00:00;30;39;65;10;4;2;80;3;3
2020-11-27 10:15:00;37;50;80;7;6;3;74;0;9
2020-11-27 10:30:00;37;48;80;12;6;4;92;2;2
2020-11-27 10:45:00;53;66;95;16;10;8;111;2;0
2020-11-27 11:00:00;39;56;79;14;6;8;83;0;4
2020-11-27 11:15:00;38;55;69;10;6;7;84;4;7
2020-11-27 11:30:00;48;68;104;11;5;8;107;1;4
2020-11-27 11:45:00;46;55;78;20;10;10;105;4;25
2020-11-27 12:00:00;58;64;91;22;13;10;90;27;5
2020-11-27 12:15:00;53;67;87;24;8;8;105;7;16
2020-11-27 12:30:00;59;55;85;31;6;6;98;5;2
2020-11-27 12:45:00;72;82;113;44;9;8;131;3;6
2020-11-27 13:00:00;60;85;112;31;8;9;131;6;15
2020-11-27 13:15:00;87;75;119;27;11;9;112;5;16
2020-11-27 13:30:00;68;88;112;22;14;27;159;10;22
2020-11-27 13:45:00;53;77;115;16;10;19;120;3;29
2020-11-27 14:00:00;73;93;140;27;12;19;136;4;15
2020-11-27 14:15:00;71;84;120;44;11;7;93;5;1
2020-11-27 14:30:00;79;90;141;31;12;2;92;6;8
2020-11-27 14:45:00;87;94;129;24;11;5;97;15;1
2020-11-27 15:00:00;68;81;114;17;10;3;79;4;9
2020-11-27 15:15:00;72;86;129;27;8;1;89;0;4
2020-11-27 15:30:00;76;76;128;23;8;8;132;2;3
2020-11-27 15:45:00;56;61;106;22;7;3;89;3;1
2020-11-27 16:00:00;43;58;103;20;10;6;101;7;7
2020-11-27 16:15:00;59;66;110;21;8;5;94;1;8
2020-11-27 16:30:00;46;49;87;10;7;6;89;9;3
2020-11-27 16:45:00;58;47;87;17;11;6;75;7;1
2020-11-27 17:00:00;54;67;109;10;11;11;91;1;11
2020-11-27 17:15:00;55;51;80;31;9;6;78;19;4
2020-11-27 17:30:00;53;43;79;13;11;3;70;0;0
2020-11-27 17:45:00;41;29;55;17;10;1;70;0;3
2020-11-27 18:00:00;37;41;65;7;6;2;55;4;0
2020-11-27 18:15:00;41;45;75;11;5;5;75;1;1
2020-11-27 18:30:00;29;39;61;8;5;4;52;2;0
2020-11-27 18:45:00;37;30;49;8;7;3;46;0;0
2020-11-27 19:00:00;34;29;52;4;2;9;57;0;0
2020-11-27 19:15:00;31;26;49;9;3;2;37;0;2
2020-11-27 19:30:00;25;25;43;4;7;2;30;0;3
2020-11-27 19:45:00;27;21;37;5;3;7;41;0;0
2020-11-27 20:00:00;15;15;29;7;5;6;48;1;0
2020-11-27 20:15:00;22;21;40;4;4;4;47;0;0
2020-11-27 20:30:00;19;20;36;2;1;0;42;0;0
2020-11-27 20:45:00;11;9;20;2;4;6;39;0;0
2020-11-27 21:00:00;20;31;42;9;10;8;51;0;2
2020-11-27 21:15:00;17;16;26;7;8;10;41;2;0
2020-11-27 21:30:00;4;12;22;7;5;5;35;0;0
2020-11-27 21:45:00;17;17;30;8;3;2;20;0;0
2020-11-27 22:00:00;25;33;47;17;5;2;27;0;0
2020-11-27 22:15:00;20;22;29;6;3;1;21;0;0
2020-11-27 22:30:00;6;10;20;4;3;4;14;0;0
2020-11-27 22:45:00;8;9;16;1;1;1;10;0;0
2020-11-27 23:00:00;6;7;10;2;1;1;13;0;0
2020-11-27 23:15:00;6;9;16;3;1;1;9;0;0
2020-11-27 23:30:00;4;3;10;0;0;0;16;0;0
2020-11-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
