DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-03-27 00:00:00;0;1;0;1;0;1;3;0;0;0;0
2020-03-27 00:15:00;4;1;0;0;0;0;4;1;0;2;0
2020-03-27 00:30:00;2;2;0;1;0;1;11;1;0;2;0
2020-03-27 00:45:00;3;1;0;1;0;1;9;1;0;3;0
2020-03-27 01:00:00;1;1;0;0;0;0;1;0;0;0;0
2020-03-27 01:15:00;3;2;1;0;0;0;6;1;0;0;0
2020-03-27 01:30:00;0;1;0;0;0;0;3;3;0;0;0
2020-03-27 01:45:00;4;4;0;0;0;0;8;0;0;1;0
2020-03-27 02:00:00;1;3;1;0;0;1;6;2;0;0;0
2020-03-27 02:15:00;1;4;2;0;0;0;3;3;0;0;0
2020-03-27 02:30:00;3;5;0;0;0;0;8;1;0;0;0
2020-03-27 02:45:00;3;6;0;0;0;0;4;0;0;0;0
2020-03-27 03:00:00;3;2;1;0;0;0;6;0;0;0;0
2020-03-27 03:15:00;2;1;0;0;0;0;4;0;0;1;0
2020-03-27 03:30:00;2;0;0;0;0;0;4;0;0;0;0
2020-03-27 03:45:00;4;2;0;0;0;2;4;1;0;0;0
2020-03-27 04:00:00;2;5;0;2;0;2;7;2;0;0;0
2020-03-27 04:15:00;3;5;2;0;0;0;9;0;0;0;0
2020-03-27 04:30:00;6;7;1;0;0;0;16;4;0;0;0
2020-03-27 04:45:00;10;10;2;0;0;0;18;3;1;4;0
2020-03-27 05:00:00;11;13;7;1;0;3;22;6;0;1;0
2020-03-27 05:15:00;17;16;11;3;0;8;45;16;0;2;1
2020-03-27 05:30:00;36;28;19;4;2;6;71;43;0;4;0
2020-03-27 05:45:00;37;23;13;16;1;19;58;50;0;2;0
2020-03-27 06:00:00;51;29;22;14;0;16;54;37;0;2;0
2020-03-27 06:15:00;47;22;11;18;5;30;70;69;0;5;0
2020-03-27 06:30:00;65;28;21;26;6;35;79;60;0;4;1
2020-03-27 06:45:00;63;28;23;20;4;25;77;64;0;4;2
2020-03-27 07:00:00;48;25;19;29;6;33;76;68;0;2;1
2020-03-27 07:15:00;51;30;18;22;4;30;72;62;3;7;2
2020-03-27 07:30:00;50;26;17;28;10;37;87;65;1;3;2
2020-03-27 07:45:00;57;19;21;21;6;27;79;50;2;6;0
2020-03-27 08:00:00;55;25;12;17;2;21;59;46;1;5;2
2020-03-27 08:15:00;44;25;15;8;4;12;60;48;0;4;0
2020-03-27 08:30:00;55;21;17;14;2;16;69;51;1;5;0
2020-03-27 08:45:00;57;24;13;11;1;12;67;54;1;7;1
2020-03-27 09:00:00;69;20;8;9;5;17;61;46;0;5;1
2020-03-27 09:15:00;64;20;11;15;2;19;58;54;4;9;0
2020-03-27 09:30:00;64;17;15;9;4;15;71;42;2;5;3
2020-03-27 09:45:00;88;28;16;8;0;9;79;42;1;6;2
2020-03-27 10:00:00;71;28;13;5;0;7;51;49;0;5;1
2020-03-27 10:15:00;87;28;20;8;4;12;57;49;1;7;0
2020-03-27 10:30:00;75;30;22;8;1;9;53;31;1;3;0
2020-03-27 10:45:00;78;24;16;10;1;14;68;37;2;8;2
2020-03-27 11:00:00;76;27;14;10;2;15;48;36;1;8;0
2020-03-27 11:15:00;72;24;19;3;1;5;68;36;1;8;0
2020-03-27 11:30:00;72;20;17;12;0;13;65;48;2;6;1
2020-03-27 11:45:00;95;26;21;9;1;10;63;44;1;7;2
2020-03-27 12:00:00;119;29;21;8;1;11;75;51;1;14;1
2020-03-27 12:15:00;99;43;43;6;0;9;86;49;1;8;0
2020-03-27 12:30:00;125;32;25;14;2;16;65;40;0;6;0
2020-03-27 12:45:00;105;31;26;6;1;9;71;47;0;6;0
2020-03-27 13:00:00;83;35;31;3;0;5;66;50;1;6;1
2020-03-27 13:15:00;98;33;23;11;3;14;75;41;1;7;1
2020-03-27 13:30:00;92;43;30;10;1;11;66;51;0;4;1
2020-03-27 13:45:00;108;29;27;6;1;8;89;57;0;10;2
2020-03-27 14:00:00;107;33;27;11;2;13;75;54;3;9;1
2020-03-27 14:15:00;131;51;41;11;3;12;83;68;1;13;0
2020-03-27 14:30:00;125;38;32;8;1;11;64;48;1;3;1
2020-03-27 14:45:00;114;45;29;8;1;9;66;45;0;8;0
2020-03-27 15:00:00;114;50;25;10;1;14;62;42;0;10;1
2020-03-27 15:15:00;97;37;24;8;3;11;71;46;2;13;2
2020-03-27 15:30:00;95;29;28;10;0;11;57;52;1;8;0
2020-03-27 15:45:00;98;39;26;16;8;19;55;46;1;9;1
2020-03-27 16:00:00;85;37;17;4;1;6;78;42;0;6;2
2020-03-27 16:15:00;76;39;26;11;1;12;62;42;0;12;2
2020-03-27 16:30:00;84;29;26;2;0;2;70;31;0;9;0
2020-03-27 16:45:00;93;39;23;8;1;10;52;43;0;16;0
2020-03-27 17:00:00;73;23;12;7;1;11;69;46;0;6;0
2020-03-27 17:15:00;98;34;22;10;1;12;58;31;0;13;0
2020-03-27 17:30:00;91;33;23;6;2;8;59;39;0;5;0
2020-03-27 17:45:00;67;28;12;7;2;11;65;38;2;13;0
2020-03-27 18:00:00;74;28;16;12;0;14;55;32;2;14;2
2020-03-27 18:15:00;63;33;20;4;1;5;52;30;0;7;1
2020-03-27 18:30:00;56;23;10;8;1;9;50;31;0;8;0
2020-03-27 18:45:00;46;15;7;4;1;6;38;24;0;4;0
2020-03-27 19:00:00;48;17;10;8;1;9;44;27;1;7;0
