DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-05-07 00:00:00;4;2;9;2;1;5;2;0;1;6;0;0;0;0
2020-05-07 00:15:00;2;5;12;1;3;0;7;1;5;3;0;0;0;0
2020-05-07 00:30:00;4;4;11;0;2;3;1;1;2;1;0;0;0;0
2020-05-07 00:45:00;0;1;3;3;2;3;2;1;1;2;0;0;0;0
2020-05-07 01:00:00;0;2;2;0;2;2;0;0;1;1;0;0;0;0
2020-05-07 01:15:00;1;4;9;1;3;3;1;0;2;1;0;0;0;0
2020-05-07 01:30:00;1;0;2;0;7;1;1;0;1;1;0;0;0;0
2020-05-07 01:45:00;0;2;5;0;7;2;0;0;0;0;0;0;0;0
2020-05-07 02:00:00;3;3;6;0;3;4;1;0;1;4;0;0;0;0
2020-05-07 02:15:00;1;2;3;0;7;3;1;0;1;3;0;0;0;0
2020-05-07 02:30:00;1;2;4;0;4;1;1;0;0;1;0;0;0;0
2020-05-07 02:45:00;2;5;1;0;1;2;1;0;1;1;0;0;0;0
2020-05-07 03:00:00;2;1;0;0;5;4;1;0;0;3;0;0;0;0
2020-05-07 03:15:00;2;1;5;0;1;5;2;0;1;3;0;0;0;0
2020-05-07 03:30:00;1;5;5;0;2;0;1;0;2;4;0;0;0;0
2020-05-07 03:45:00;2;1;6;0;3;2;0;0;4;3;0;0;0;0
2020-05-07 04:00:00;1;1;7;1;2;4;1;0;2;2;0;0;0;0
2020-05-07 04:15:00;4;1;4;1;3;3;0;0;3;3;0;0;0;0
2020-05-07 04:30:00;1;2;9;0;7;5;2;2;7;6;0;0;0;0
2020-05-07 04:45:00;11;11;6;2;7;6;1;0;3;4;0;0;0;0
2020-05-07 05:00:00;19;13;19;0;9;9;2;4;9;16;0;0;0;0
2020-05-07 05:15:00;48;42;27;7;12;12;8;3;8;15;0;0;0;0
2020-05-07 05:30:00;67;42;34;21;19;24;13;1;14;19;0;0;0;0
2020-05-07 05:45:00;68;35;48;26;11;21;13;8;10;17;0;0;0;0
2020-05-07 06:00:00;38;31;28;12;14;22;16;5;17;13;0;0;0;0
2020-05-07 06:15:00;71;47;52;23;39;36;26;6;12;18;0;0;0;0
2020-05-07 06:30:00;83;63;58;39;37;43;23;4;23;28;0;0;0;0
2020-05-07 06:45:00;93;65;67;44;39;41;28;11;20;25;0;0;0;0
2020-05-07 07:00:00;81;44;77;49;41;34;21;14;28;22;0;0;0;0
2020-05-07 07:15:00;85;50;73;47;53;53;46;22;37;27;0;0;0;0
2020-05-07 07:30:00;108;63;78;59;47;51;35;21;36;40;0;0;0;0
2020-05-07 07:45:00;83;62;76;63;56;55;30;16;41;38;0;0;0;0
2020-05-07 08:00:00;67;44;72;41;48;52;30;10;29;29;0;0;0;0
2020-05-07 08:15:00;59;44;61;31;56;58;21;14;40;36;0;0;0;0
2020-05-07 08:30:00;66;36;56;33;51;46;26;8;33;29;0;0;0;0
2020-05-07 08:45:00;60;48;67;38;48;52;30;20;36;31;0;0;0;0
2020-05-07 09:00:00;58;42;67;38;47;43;30;10;29;30;0;0;0;0
2020-05-07 09:15:00;43;38;69;33;56;53;32;11;29;34;0;0;0;0
2020-05-07 09:30:00;35;28;77;30;42;36;31;16;34;32;0;0;0;0
2020-05-07 09:45:00;46;37;64;43;48;47;33;14;47;33;0;0;0;0
2020-05-07 10:00:00;44;37;84;48;45;37;26;12;39;36;0;0;0;0
2020-05-07 10:15:00;38;34;81;42;55;62;28;9;34;44;0;0;0;0
2020-05-07 10:30:00;46;46;95;28;67;55;30;8;40;44;0;0;0;0
2020-05-07 10:45:00;46;27;84;35;66;36;34;19;37;37;0;0;0;0
2020-05-07 11:00:00;35;29;71;27;71;64;33;14;47;42;0;0;0;0
