DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-11-15 00:00:00;2;3;53;0;0;4;0;0;0;0;0;0
2019-11-15 00:15:00;5;4;87;0;5;8;1;0;0;0;0;0
2019-11-15 00:30:00;0;0;59;0;0;3;0;0;0;0;0;0
2019-11-15 00:45:00;2;4;80;0;1;7;0;0;0;0;0;0
2019-11-15 01:00:00;3;5;81;0;0;8;1;0;0;0;0;0
2019-11-15 01:15:00;4;7;97;0;0;4;0;0;0;0;0;0
2019-11-15 01:30:00;4;5;65;0;0;1;0;0;0;0;0;0
2019-11-15 01:45:00;0;1;78;1;0;9;0;0;0;0;0;0
2019-11-15 02:00:00;1;5;71;1;0;5;0;0;0;0;0;0
2019-11-15 02:15:00;1;3;78;1;0;2;0;0;0;0;0;0
2019-11-15 02:30:00;1;4;43;0;0;1;0;0;0;0;0;0
2019-11-15 02:45:00;1;2;66;0;0;4;0;0;0;0;0;0
2019-11-15 03:00:00;3;4;67;0;0;2;0;0;0;0;0;0
2019-11-15 03:15:00;0;0;74;0;0;3;0;0;0;0;0;0
2019-11-15 03:30:00;0;2;57;0;0;2;0;0;0;0;0;0
2019-11-15 03:45:00;1;2;58;0;0;2;0;0;0;0;0;0
2019-11-15 04:00:00;0;0;49;0;0;1;0;0;0;0;0;0
2019-11-15 04:15:00;3;3;76;0;0;3;0;0;0;0;0;0
2019-11-15 04:30:00;1;2;55;0;1;1;0;0;0;0;0;0
2019-11-15 04:45:00;5;5;75;0;0;3;0;0;0;0;0;0
2019-11-15 05:00:00;3;5;67;0;0;6;0;0;0;0;0;0
2019-11-15 05:15:00;8;5;67;0;0;4;0;0;0;0;0;0
2019-11-15 05:30:00;7;17;96;1;3;7;0;0;0;0;0;0
2019-11-15 05:45:00;14;15;100;3;4;12;0;0;0;0;0;0
2019-11-15 06:00:00;13;20;90;4;7;22;0;0;0;0;0;0
2019-11-15 06:15:00;23;38;117;9;6;31;0;0;0;0;0;0
2019-11-15 06:30:00;32;42;105;13;9;36;0;0;0;0;0;0
2019-11-15 06:45:00;32;54;137;26;7;50;0;0;3;0;0;0
2019-11-15 07:00:00;44;82;150;54;9;37;0;0;0;0;0;0
2019-11-15 07:15:00;71;125;136;83;6;71;0;0;0;0;0;0
2019-11-15 07:30:00;77;148;140;66;15;89;1;0;4;0;0;0
2019-11-15 07:45:00;73;118;178;74;12;73;1;0;0;0;0;0
2019-11-15 08:00:00;55;65;162;12;10;44;1;0;4;0;0;0
2019-11-15 08:15:00;53;73;171;34;7;74;1;0;0;0;0;0
2019-11-15 08:30:00;67;60;155;26;10;59;2;0;0;1;0;0
2019-11-15 08:45:00;45;62;187;16;5;53;1;0;0;0;0;0
2019-11-15 09:00:00;47;59;164;6;7;50;0;0;1;2;0;0
2019-11-15 09:15:00;50;72;144;17;6;51;1;0;0;0;0;0
2019-11-15 09:30:00;48;66;159;13;8;57;2;0;0;0;0;0
2019-11-15 09:45:00;64;73;180;13;4;58;1;0;0;0;0;0
2019-11-15 10:00:00;48;49;176;14;9;62;0;1;0;0;0;0
2019-11-15 10:15:00;41;53;191;14;6;65;0;0;0;0;0;0
2019-11-15 10:30:00;47;63;196;22;8;64;0;0;0;0;0;0
2019-11-15 10:45:00;52;67;174;31;4;84;0;0;0;0;0;0
2019-11-15 11:00:00;37;53;138;14;8;61;0;0;5;1;0;0
2019-11-15 11:15:00;41;47;121;21;9;66;1;0;0;0;0;0
2019-11-15 11:30:00;42;57;148;21;9;67;1;0;0;0;0;0
2019-11-15 11:45:00;42;55;153;13;5;75;0;2;0;0;0;0
2019-11-15 12:00:00;36;55;177;21;7;89;0;0;1;0;0;0
2019-11-15 12:15:00;45;78;200;33;5;87;0;8;3;0;0;0
2019-11-15 12:30:00;47;83;168;51;11;102;0;3;0;0;0;0
2019-11-15 12:45:00;51;80;140;69;5;104;0;0;7;0;0;0
2019-11-15 13:00:00;57;60;197;76;9;97;0;1;6;1;0;0
2019-11-15 13:15:00;36;50;188;33;17;90;1;0;3;0;0;0
2019-11-15 13:30:00;31;54;190;34;7;113;0;0;7;0;0;0
2019-11-15 13:45:00;51;76;190;46;9;98;0;0;0;1;0;0
2019-11-15 14:00:00;37;54;173;37;9;100;0;3;0;0;0;0
2019-11-15 14:15:00;38;51;185;34;7;123;0;0;4;0;0;0
2019-11-15 14:30:00;47;68;202;32;8;122;0;0;0;0;0;0
2019-11-15 14:45:00;28;49;163;35;8;119;0;3;1;0;0;0
2019-11-15 15:00:00;44;48;175;39;10;134;0;0;2;0;0;0
2019-11-15 15:15:00;41;56;167;27;5;130;0;0;0;0;0;0
2019-11-15 15:30:00;44;49;207;27;10;154;0;1;0;0;0;0
2019-11-15 15:45:00;43;52;143;50;4;107;0;0;23;0;0;0
2019-11-15 16:00:00;26;42;197;35;9;134;0;1;0;0;0;0
2019-11-15 16:15:00;34;58;168;25;7;115;0;5;3;0;0;0
2019-11-15 16:30:00;38;37;124;28;7;94;0;0;0;0;0;0
2019-11-15 16:45:00;54;49;166;35;6;92;0;0;0;0;0;0
2019-11-15 17:00:00;50;45;188;12;8;107;0;1;0;0;0;0
