DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2021-01-04 00:00:00;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 00:15:00;3;3;5;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 00:30:00;6;6;3;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 00:45:00;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 01:00:00;3;3;1;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 01:15:00;1;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 01:30:00;3;3;2;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 01:45:00;5;5;3;7;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-04 02:00:00;7;2;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 02:15:00;4;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 02:30:00;7;5;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 02:45:00;3;6;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 03:00:00;4;9;6;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-04 03:15:00;4;8;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 03:30:00;4;8;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 03:45:00;7;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 04:00:00;4;4;1;4;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-04 04:15:00;9;9;4;12;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 04:30:00;12;25;12;25;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-04 04:45:00;10;18;10;17;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 05:00:00;28;33;13;37;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 05:15:00;39;30;10;36;2;2;3;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-04 05:30:00;31;68;12;63;9;8;8;2;1;2;0;0;0;0;0;0;0;0;0
2021-01-04 05:45:00;27;52;10;50;4;6;6;4;4;0;0;0;0;0;0;0;0;0;0
2021-01-04 06:00:00;39;52;16;55;4;6;6;3;4;0;0;1;0;0;0;0;0;0;0
2021-01-04 06:15:00;40;73;7;66;8;9;10;2;2;0;0;0;0;0;0;0;0;0;1
2021-01-04 06:30:00;62;98;24;90;6;6;7;3;4;0;0;0;0;0;0;0;0;0;0
2021-01-04 06:45:00;52;79;11;76;12;16;12;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-04 07:00:00;63;93;12;69;12;11;12;4;4;2;0;0;0;0;0;0;0;0;0
2021-01-04 07:15:00;66;93;5;79;10;9;9;5;5;1;0;0;0;0;0;0;0;0;0
2021-01-04 07:30:00;91;124;12;105;15;17;17;7;7;0;0;1;0;0;0;0;0;0;0
2021-01-04 07:45:00;66;92;13;75;7;7;13;7;6;4;0;0;0;0;0;0;0;0;0
2021-01-04 08:00:00;62;95;9;82;13;12;12;5;6;0;0;1;0;0;0;0;0;0;1
2021-01-04 08:15:00;51;72;10;66;11;11;11;7;7;0;0;1;0;0;0;0;0;0;3
2021-01-04 08:30:00;77;111;18;99;16;19;19;9;9;0;0;0;0;0;0;0;0;0;0
2021-01-04 08:45:00;81;83;11;70;10;12;13;3;3;4;0;0;0;0;0;0;0;0;0
2021-01-04 09:00:00;81;88;16;77;23;23;24;8;9;2;0;2;0;0;0;0;0;0;0
2021-01-04 09:15:00;82;115;15;106;17;16;18;4;4;4;0;7;0;0;0;0;0;0;0
2021-01-04 09:30:00;86;131;15;117;7;12;10;9;9;3;0;0;0;0;0;0;0;0;0
2021-01-04 09:45:00;110;126;18;115;26;26;25;5;5;1;0;2;0;0;0;0;0;0;0
2021-01-04 10:00:00;109;108;15;83;22;26;27;7;7;0;0;3;0;0;0;0;0;0;0
2021-01-04 10:15:00;114;121;33;86;20;23;24;5;5;3;0;3;0;0;0;0;0;0;0
2021-01-04 10:30:00;116;131;14;106;13;17;17;10;8;2;0;3;0;0;0;0;0;0;3
2021-01-04 10:45:00;134;105;10;83;19;107;23;11;9;2;0;1;0;0;0;0;0;0;0
2021-01-04 11:00:00;139;121;17;86;19;25;27;5;5;5;0;2;0;0;0;0;0;0;0
