DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-03-05 00:00:00;4;5;9;7;0;1;0
2020-03-05 00:15:00;11;14;11;7;1;6;0
2020-03-05 00:30:00;8;10;10;4;2;1;0
2020-03-05 00:45:00;5;8;11;4;0;4;0
2020-03-05 01:00:00;7;6;4;6;0;3;0
2020-03-05 01:15:00;4;6;12;2;0;1;0
2020-03-05 01:30:00;5;5;6;3;0;0;0
2020-03-05 01:45:00;12;4;8;1;0;2;0
2020-03-05 02:00:00;7;2;7;2;0;0;0
2020-03-05 02:15:00;4;3;4;4;0;0;0
2020-03-05 02:30:00;4;1;6;7;1;0;0
2020-03-05 02:45:00;8;9;7;1;0;0;0
2020-03-05 03:00:00;6;7;8;8;0;0;0
2020-03-05 03:15:00;9;3;6;6;1;0;0
2020-03-05 03:30:00;4;5;6;1;0;0;0
2020-03-05 03:45:00;4;7;10;4;0;0;0
2020-03-05 04:00:00;11;10;12;2;0;1;0
2020-03-05 04:15:00;11;7;11;5;1;0;0
2020-03-05 04:30:00;17;10;20;9;1;3;0
2020-03-05 04:45:00;17;24;53;13;1;4;0
2020-03-05 05:00:00;24;34;110;58;2;11;0
2020-03-05 05:15:00;44;47;207;116;5;17;0
2020-03-05 05:30:00;65;83;201;127;6;27;0
2020-03-05 05:45:00;124;160;211;150;19;18;0
2020-03-05 06:00:00;165;203;190;117;12;24;0
2020-03-05 06:15:00;43;65;86;72;1;20;0
2020-03-05 06:30:00;94;129;243;218;24;55;0
2020-03-05 06:45:00;71;107;220;222;22;49;0
2020-03-05 07:00:00;65;99;246;215;27;42;0
2020-03-05 07:15:00;80;95;190;265;40;79;0
2020-03-05 07:30:00;110;156;250;251;67;72;0
2020-03-05 07:45:00;92;137;180;319;41;63;0
2020-03-05 08:00:00;94;125;224;244;20;59;0
2020-03-05 08:15:00;89;125;203;379;16;47;0
2020-03-05 08:30:00;78;131;229;180;34;42;2
2020-03-05 08:45:00;77;115;197;178;26;36;0
2020-03-05 09:00:00;76;121;136;134;25;33;0
2020-03-05 09:15:00;55;82;128;128;22;15;0
2020-03-05 09:30:00;85;123;126;135;19;24;0
2020-03-05 09:45:00;83;107;140;140;27;37;0
2020-03-05 10:00:00;88;114;142;125;23;27;0
2020-03-05 10:15:00;76;138;102;114;22;21;0
2020-03-05 10:30:00;86;135;132;137;23;30;0
2020-03-05 10:45:00;89;131;115;122;17;28;0
2020-03-05 11:00:00;80;127;127;112;71;35;0
2020-03-05 11:15:00;75;144;110;103;27;25;0
2020-03-05 11:30:00;87;142;117;117;14;30;0
2020-03-05 11:45:00;80;137;110;89;21;32;0
2020-03-05 12:00:00;99;138;97;99;14;31;3
2020-03-05 12:15:00;115;167;119;106;22;31;7
2020-03-05 12:30:00;103;151;108;122;20;35;0
2020-03-05 12:45:00;120;183;143;117;22;34;0
2020-03-05 13:00:00;101;146;132;126;18;31;0
2020-03-05 13:15:00;118;183;229;176;16;28;1
2020-03-05 13:30:00;117;177;199;176;25;39;0
2020-03-05 13:45:00;126;206;180;172;31;36;0
2020-03-05 14:00:00;13;19;23;18;1;5;0
2020-03-05 14:15:00;164;218;100;120;22;23;5
2020-03-05 14:30:00;228;293;120;127;19;34;0
2020-03-05 14:45:00;180;249;136;153;17;34;0
2020-03-05 15:00:00;185;255;122;132;23;34;2
2020-03-05 15:15:00;202;267;123;138;21;38;0
2020-03-05 15:30:00;230;286;114;141;22;28;0
2020-03-05 15:45:00;205;276;106;180;14;31;0
2020-03-05 16:00:00;204;247;103;141;68;36;0
2020-03-05 16:15:00;235;284;133;165;16;38;3
2020-03-05 16:30:00;218;271;132;158;33;30;0
2020-03-05 16:45:00;221;267;142;169;15;24;0
2020-03-05 17:00:00;212;260;135;170;39;39;0
2020-03-05 17:15:00;216;284;139;173;44;36;2
2020-03-05 17:30:00;190;269;117;145;19;35;0
2020-03-05 17:45:00;158;233;121;138;40;28;0
2020-03-05 18:00:00;171;227;99;131;18;43;0
2020-03-05 18:15:00;142;221;119;132;22;32;2
2020-03-05 18:30:00;129;197;94;110;25;26;0
2020-03-05 18:45:00;113;168;78;126;20;24;0
2020-03-05 19:00:00;86;129;94;97;14;19;0
2020-03-05 19:15:00;99;148;71;91;10;25;0
2020-03-05 19:30:00;67;110;64;83;17;13;0
2020-03-05 19:45:00;57;91;66;82;9;9;0
2020-03-05 20:00:00;75;100;61;65;4;16;0
2020-03-05 20:15:00;82;105;62;55;7;9;0
2020-03-05 20:30:00;52;81;64;60;4;10;0
2020-03-05 20:45:00;34;50;108;57;5;13;0
2020-03-05 21:00:00;50;67;168;76;2;10;0
2020-03-05 21:15:00;46;60;196;97;5;13;0
2020-03-05 21:30:00;55;86;147;100;2;16;0
2020-03-05 21:45:00;110;129;64;40;2;9;0
2020-03-05 22:00:00;194;219;51;31;1;10;0
2020-03-05 22:15:00;109;133;49;47;3;7;0
2020-03-05 22:30:00;50;59;32;34;3;4;0
2020-03-05 22:45:00;35;47;17;27;3;2;0
2020-03-05 23:00:00;27;35;21;16;1;5;0
2020-03-05 23:15:00;21;35;21;15;0;2;0
2020-03-05 23:30:00;19;14;15;18;0;4;0
2020-03-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
