DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-05-14 00:00:00;6;2;0;2;1;4;5;0;5;0;4;0;22
2020-05-14 00:15:00;5;4;0;1;4;7;9;2;4;4;5;2;66
2020-05-14 00:30:00;5;5;1;1;4;5;5;2;2;0;2;1;2
2020-05-14 00:45:00;3;2;0;0;4;5;9;2;2;3;1;1;0
2020-05-14 01:00:00;2;1;1;1;2;1;3;2;1;2;2;1;1
2020-05-14 01:15:00;1;1;2;1;2;4;4;1;1;0;1;1;1
2020-05-14 01:30:00;4;0;0;1;1;8;5;0;0;1;4;1;0
2020-05-14 01:45:00;3;1;0;2;5;8;6;0;1;0;0;0;0
2020-05-14 02:00:00;4;3;0;0;1;3;4;1;0;0;2;0;2
2020-05-14 02:15:00;4;1;0;0;1;7;6;0;0;1;2;0;2
2020-05-14 02:30:00;1;0;0;1;3;7;4;0;0;0;2;2;6
2020-05-14 02:45:00;3;1;1;0;1;8;5;2;2;2;5;2;7
2020-05-14 03:00:00;6;3;0;0;0;3;3;0;0;4;1;0;2
2020-05-14 03:15:00;3;0;0;5;3;7;7;1;11;0;2;0;6
2020-05-14 03:30:00;5;3;0;1;1;8;7;2;1;2;5;2;9
2020-05-14 03:45:00;5;1;0;0;3;7;6;0;4;0;2;0;7
2020-05-14 04:00:00;8;2;0;2;2;9;8;1;28;4;4;2;8
2020-05-14 04:15:00;2;3;1;3;5;15;12;3;34;4;6;1;8
2020-05-14 04:30:00;7;2;3;3;4;21;14;1;22;1;2;0;5
2020-05-14 04:45:00;7;1;1;4;9;21;14;1;10;5;3;0;40
2020-05-14 05:00:00;16;7;1;5;13;27;26;6;36;6;4;5;15
2020-05-14 05:15:00;22;13;5;12;18;27;27;8;45;1;0;2;13
2020-05-14 05:30:00;30;20;4;16;29;46;32;10;9;5;3;0;6
2020-05-14 05:45:00;30;20;9;20;33;49;58;20;13;5;2;2;9
2020-05-14 06:00:00;30;27;5;17;15;47;37;16;10;7;4;1;14
2020-05-14 06:15:00;43;34;10;36;27;48;47;17;14;10;3;1;12
2020-05-14 06:30:00;49;46;16;47;49;80;83;47;35;16;8;4;15
2020-05-14 06:45:00;58;44;16;69;58;106;134;67;59;34;14;8;25
2020-05-14 07:00:00;53;55;10;36;55;78;64;44;37;25;16;11;32
2020-05-14 07:15:00;61;67;14;37;44;96;88;46;32;36;22;9;15
2020-05-14 07:30:00;67;55;17;38;51;83;94;42;27;31;20;10;12
2020-05-14 07:45:00;65;61;20;52;47;103;135;48;36;33;17;10;14
2020-05-14 08:00:00;55;37;13;47;35;69;74;52;36;29;14;12;12
2020-05-14 08:15:00;49;46;13;52;34;63;72;44;27;31;37;18;11
2020-05-14 08:30:00;51;41;20;54;35;88;91;47;34;29;33;11;15
2020-05-14 08:45:00;53;46;19;51;32;80;80;53;41;39;38;19;15
2020-05-14 09:00:00;58;36;13;48;38;62;56;39;26;40;35;18;14
2020-05-14 09:15:00;69;43;24;60;35;85;84;54;42;56;39;14;23
2020-05-14 09:30:00;74;45;24;68;45;88;82;53;38;55;41;19;23
2020-05-14 09:45:00;69;51;21;64;43;88;89;62;32;44;39;20;19
2020-05-14 10:00:00;82;61;23;74;40;87;69;50;40;53;42;18;24
2020-05-14 10:15:00;69;55;20;70;35;83;66;65;46;59;56;19;20
2020-05-14 10:30:00;88;71;27;94;36;86;86;65;46;58;64;29;26
2020-05-14 10:45:00;80;57;22;77;34;91;95;73;50;85;63;24;22
2020-05-14 11:00:00;73;51;24;75;26;82;71;59;34;84;60;22;22
2020-05-14 11:15:00;85;63;22;63;40;95;79;74;47;95;64;35;24
2020-05-14 11:30:00;84;67;32;84;41;74;83;69;53;92;60;34;26
2020-05-14 11:45:00;78;48;25;74;36;87;92;74;54;107;68;40;24
2020-05-14 12:00:00;94;62;24;64;42;89;59;72;61;97;63;38;23
2020-05-14 12:15:00;78;71;21;63;34;89;75;67;56;97;86;39;20
2020-05-14 12:30:00;83;65;16;69;45;70;79;70;47;85;68;37;15
2020-05-14 12:45:00;82;61;22;68;36;86;75;49;32;74;60;28;19
2020-05-14 13:00:00;64;52;25;60;39;112;70;61;42;77;52;24;23
2020-05-14 13:15:00;84;63;18;76;41;109;86;74;49;69;65;34;20
2020-05-14 13:30:00;86;69;29;70;42;89;85;68;47;94;59;29;18
2020-05-14 13:45:00;88;69;26;61;28;114;114;69;50;87;55;38;23
2020-05-14 14:00:00;79;83;27;67;40;78;90;57;47;76;51;28;28
2020-05-14 14:15:00;91;79;33;70;41;110;111;60;40;84;64;36;29
2020-05-14 14:30:00;102;80;30;76;42;94;93;72;42;85;70;35;29
2020-05-14 14:45:00;92;76;34;72;44;100;84;60;49;91;67;27;34
2020-05-14 15:00:00;81;78;27;66;37;99;86;58;48;83;64;31;24
2020-05-14 15:15:00;95;76;34;82;34;109;99;72;44;76;55;32;34
2020-05-14 15:30:00;86;80;29;90;44;102;98;66;52;103;67;34;27
2020-05-14 15:45:00;92;95;29;62;44;97;91;73;51;87;67;35;29
2020-05-14 16:00:00;90;84;27;71;36;97;100;65;42;104;74;27;21
2020-05-14 16:15:00;93;88;33;65;45;106;102;78;54;108;79;32;31
2020-05-14 16:30:00;91;102;26;82;43;113;108;77;58;102;77;35;23
2020-05-14 16:45:00;86;77;27;86;36;119;100;83;61;104;78;32;27
2020-05-14 17:00:00;95;94;23;66;32;91;91;75;52;125;68;40;21
2020-05-14 17:15:00;93;74;31;59;33;101;99;65;47;120;79;29;30
2020-05-14 17:30:00;81;60;24;75;40;89;66;55;50;122;84;33;19
2020-05-14 17:45:00;73;67;24;52;39;89;63;64;44;102;69;36;26
2020-05-14 18:00:00;60;52;22;54;43;87;73;55;41;124;66;37;22
2020-05-14 18:15:00;62;40;18;39;40;80;48;35;34;102;76;35;17
2020-05-14 18:30:00;59;41;14;43;37;65;51;42;35;76;60;34;10
2020-05-14 18:45:00;41;27;17;33;37;58;39;36;26;79;59;30;17
2020-05-14 19:00:00;53;26;11;22;22;61;46;29;27;72;50;17;10
2020-05-14 19:15:00;40;24;12;26;25;51;39;26;16;46;44;17;13
2020-05-14 19:30:00;34;21;6;25;18;44;24;17;18;48;42;16;6
2020-05-14 19:45:00;30;19;9;18;22;27;16;23;19;50;37;12;9
2020-05-14 20:00:00;25;15;6;10;15;48;33;22;16;34;30;14;6
2020-05-14 20:15:00;25;9;7;11;17;48;29;15;16;30;18;5;7
2020-05-14 20:30:00;18;10;7;7;15;34;19;13;6;12;9;2;7
2020-05-14 20:45:00;24;8;6;7;16;33;17;11;8;18;8;2;5
2020-05-14 21:00:00;20;14;5;16;16;26;15;5;7;20;13;2;5
2020-05-14 21:15:00;19;5;2;10;14;29;27;13;12;10;8;4;2
2020-05-14 21:30:00;20;7;3;7;10;20;20;16;8;13;14;6;3
2020-05-14 21:45:00;11;5;2;5;8;23;23;11;8;13;7;4;2
2020-05-14 22:00:00;17;6;5;3;1;21;17;8;8;11;9;3;5
2020-05-14 22:15:00;18;4;3;3;4;11;5;8;8;9;5;4;3
2020-05-14 22:30:00;11;4;1;3;7;8;11;8;4;6;4;2;1
2020-05-14 22:45:00;7;5;4;6;3;7;7;4;6;11;7;1;4
2020-05-14 23:00:00;11;1;1;2;5;13;7;6;6;8;1;1;1
2020-05-14 23:15:00;7;5;2;2;1;8;10;5;1;14;6;1;2
2020-05-14 23:30:00;5;0;2;1;6;10;9;7;4;4;2;0;2
2020-05-14 23:45:00;10;3;2;2;2;8;11;3;2;7;7;1;3
