DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-14 00:00:00;3;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-12-14 00:15:00;4;0;0;0;6;0;0;0;0;0;0;0;0;0
2020-12-14 00:30:00;2;2;2;2;1;0;0;0;0;0;0;0;0;0
2020-12-14 00:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-14 01:00:00;4;1;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-14 01:15:00;4;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-14 01:30:00;2;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-14 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 02:00:00;2;0;0;0;1;2;1;1;0;0;0;0;0;0
2020-12-14 02:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-12-14 02:30:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-14 02:45:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-14 03:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 03:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-14 03:30:00;0;0;0;0;3;2;2;2;0;0;0;0;0;0
2020-12-14 03:45:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-14 04:00:00;1;0;0;0;1;2;0;0;0;0;0;0;0;0
2020-12-14 04:15:00;0;1;1;0;3;1;1;1;0;0;0;0;0;0
2020-12-14 04:30:00;2;0;0;0;0;3;3;1;0;0;0;0;0;0
2020-12-14 04:45:00;6;1;1;1;6;2;1;1;0;0;0;0;0;0
2020-12-14 05:00:00;6;4;0;0;8;5;5;5;0;0;0;0;0;0
2020-12-14 05:15:00;17;7;7;1;14;8;4;5;0;0;0;0;0;0
2020-12-14 05:30:00;15;2;2;2;32;8;6;5;0;0;0;0;0;0
2020-12-14 05:45:00;21;4;4;3;24;6;7;8;0;0;0;0;0;0
2020-12-14 06:00:00;25;4;4;1;30;13;14;14;0;0;0;0;0;0
2020-12-14 06:15:00;28;3;3;2;20;11;11;6;0;0;0;0;0;0
2020-12-14 06:30:00;37;9;10;6;53;26;17;14;0;0;0;0;0;0
2020-12-14 06:45:00;39;13;12;9;37;26;13;10;0;0;0;0;0;0
2020-12-14 07:00:00;47;12;9;6;65;31;15;16;2;0;1;0;0;0
2020-12-14 07:15:00;51;12;12;10;79;23;18;19;0;1;0;0;0;15
2020-12-14 07:30:00;39;8;8;6;83;35;26;20;1;1;0;0;0;0
2020-12-14 07:45:00;58;10;10;8;101;35;24;27;1;6;0;0;1;1
2020-12-14 08:00:00;49;8;7;4;75;30;29;22;0;0;0;0;0;0
2020-12-14 08:15:00;56;13;16;13;63;41;24;22;3;4;0;0;0;0
2020-12-14 08:30:00;41;8;8;8;56;36;28;20;3;0;0;0;0;0
2020-12-14 08:45:00;60;11;10;5;67;26;22;13;0;0;0;0;0;0
2020-12-14 09:00:00;44;9;9;6;49;26;19;19;6;2;0;0;1;0
2020-12-14 09:15:00;59;9;8;5;56;36;27;20;0;2;0;0;0;0
2020-12-14 09:30:00;55;12;13;10;67;22;22;18;1;1;0;0;0;0
2020-12-14 09:45:00;68;6;6;4;74;33;22;23;2;1;0;0;0;0
2020-12-14 10:00:00;41;8;9;8;65;38;30;22;0;0;0;0;0;0
2020-12-14 10:15:00;64;20;19;10;58;33;26;17;1;0;0;0;0;0
2020-12-14 10:30:00;78;9;6;7;76;36;30;22;0;6;0;0;0;0
2020-12-14 10:45:00;82;15;15;15;84;43;35;23;0;1;0;0;0;1
2020-12-14 11:00:00;81;18;18;13;80;33;29;25;0;0;0;0;0;0
2020-12-14 11:15:00;60;13;13;11;84;26;21;17;1;0;1;0;0;0
2020-12-14 11:30:00;60;11;8;9;62;26;22;19;0;1;0;0;0;0
2020-12-14 11:45:00;74;7;9;8;83;34;27;21;2;1;1;0;1;0
2020-12-14 12:00:00;67;9;10;12;60;20;17;20;6;4;1;0;0;0
2020-12-14 12:15:00;75;12;6;4;63;39;31;23;1;0;0;0;0;0
2020-12-14 12:30:00;64;8;8;6;57;30;24;30;0;2;0;0;0;0
2020-12-14 12:45:00;78;10;11;10;54;28;21;19;4;8;0;0;0;0
2020-12-14 13:00:00;64;16;16;8;62;36;30;28;0;1;0;0;0;0
2020-12-14 13:15:00;62;16;16;13;61;33;26;23;5;3;0;0;1;0
2020-12-14 13:30:00;66;11;10;7;66;36;25;32;4;1;2;0;0;0
2020-12-14 13:45:00;74;13;14;13;82;34;21;26;0;6;0;0;2;0
2020-12-14 14:00:00;78;12;13;12;65;35;29;35;4;0;0;0;0;0
2020-12-14 14:15:00;79;14;15;14;59;46;27;26;2;4;0;0;1;0
2020-12-14 14:30:00;73;8;8;12;57;34;31;26;0;6;0;0;4;0
2020-12-14 14:45:00;79;11;11;10;56;38;26;32;3;2;0;0;0;0
2020-12-14 15:00:00;69;15;14;13;46;42;22;16;3;0;0;0;0;0
2020-12-14 15:15:00;84;10;13;13;96;38;23;19;1;3;0;0;0;0
2020-12-14 15:30:00;93;16;14;15;83;32;22;26;2;3;0;0;0;1
2020-12-14 15:45:00;74;15;13;13;94;41;32;22;3;1;0;0;0;0
2020-12-14 16:00:00;81;11;7;9;87;41;25;24;4;3;0;0;0;0
2020-12-14 16:15:00;98;9;7;9;78;38;28;29;2;1;0;0;0;0
2020-12-14 16:30:00;96;8;8;10;109;35;28;23;8;8;0;0;1;0
2020-12-14 16:45:00;92;9;11;11;76;31;28;20;2;5;0;0;0;0
2020-12-14 17:00:00;87;11;11;10;103;40;22;22;0;5;0;0;1;0
2020-12-14 17:15:00;96;18;16;16;95;36;26;24;3;1;0;0;0;0
2020-12-14 17:30:00;93;10;7;6;84;31;23;25;2;1;3;0;0;0
2020-12-14 17:45:00;83;12;11;7;59;37;24;30;1;2;2;0;0;0
2020-12-14 18:00:00;78;8;5;8;50;28;17;21;1;0;0;0;0;0
2020-12-14 18:15:00;50;10;10;12;60;15;13;16;5;1;0;0;0;0
2020-12-14 18:30:00;49;3;4;4;56;21;15;20;3;2;1;0;0;0
2020-12-14 18:45:00;49;3;3;3;35;22;17;20;1;1;0;0;0;1
2020-12-14 19:00:00;45;5;6;5;39;15;12;13;2;6;0;0;0;0
2020-12-14 19:15:00;37;4;4;3;41;22;18;16;0;0;0;0;0;0
2020-12-14 19:30:00;34;10;7;6;19;27;19;19;1;0;0;0;0;0
2020-12-14 19:45:00;27;4;4;5;33;17;14;15;0;0;0;0;0;0
2020-12-14 20:00:00;31;7;6;6;29;10;11;10;0;0;0;0;0;0
2020-12-14 20:15:00;22;3;3;3;20;9;9;10;0;0;0;0;0;0
2020-12-14 20:30:00;25;4;3;3;20;10;8;9;0;0;0;0;0;0
2020-12-14 20:45:00;24;3;3;3;22;9;8;11;0;0;0;0;0;0
2020-12-14 21:00:00;13;6;8;7;24;11;9;10;0;0;0;0;0;0
2020-12-14 21:15:00;14;3;4;4;19;5;5;5;0;0;0;0;0;0
2020-12-14 21:30:00;12;0;0;0;8;5;4;4;0;0;0;0;0;0
2020-12-14 21:45:00;16;1;1;1;7;3;2;2;0;0;0;0;0;0
2020-12-14 22:00:00;15;2;3;2;7;6;4;4;0;0;0;0;0;0
2020-12-14 22:15:00;23;4;5;3;5;8;3;1;0;0;0;0;0;0
2020-12-14 22:30:00;8;1;1;1;8;5;1;1;0;0;0;0;0;0
2020-12-14 22:45:00;7;0;0;0;5;1;1;1;0;0;0;0;0;0
2020-12-14 23:00:00;4;2;2;1;2;0;1;2;0;0;0;0;0;0
2020-12-14 23:15:00;3;1;2;2;2;3;6;5;0;0;0;0;0;0
2020-12-14 23:30:00;7;0;0;0;4;6;4;5;0;0;0;0;0;0
2020-12-14 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
