DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-07 00:00:00;1;1;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-07 00:15:00;1;1;1;1;2;0;0;0;0;0;0;0;0;0
2020-12-07 00:30:00;3;3;4;2;0;1;1;0;0;0;0;0;0;0
2020-12-07 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:00:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-07 01:15:00;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:30:00;1;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-07 01:45:00;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-07 02:00:00;0;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-07 02:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-07 02:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-07 02:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-07 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 03:15:00;0;1;1;0;4;1;1;1;0;0;0;0;0;0
2020-12-07 03:30:00;1;1;1;1;4;2;0;0;0;0;0;0;0;0
2020-12-07 03:45:00;0;0;0;0;0;2;2;2;0;0;0;0;0;0
2020-12-07 04:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-07 04:15:00;0;1;1;0;4;2;2;2;0;0;0;0;0;0
2020-12-07 04:30:00;1;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-12-07 04:45:00;0;3;3;3;7;2;2;2;0;0;0;0;0;0
2020-12-07 05:00:00;2;3;3;2;14;8;7;6;0;0;0;0;0;0
2020-12-07 05:15:00;7;6;6;4;20;8;6;6;0;0;0;0;0;0
2020-12-07 05:30:00;9;6;5;0;31;11;10;8;0;0;0;0;0;0
2020-12-07 05:45:00;6;7;8;7;33;8;6;5;0;0;0;0;0;0
2020-12-07 06:00:00;5;8;10;4;32;17;19;16;0;0;0;0;0;0
2020-12-07 06:15:00;10;8;9;7;30;9;4;2;0;0;0;0;0;0
2020-12-07 06:30:00;10;12;14;8;57;33;27;22;0;0;0;0;0;0
2020-12-07 06:45:00;17;22;18;13;48;25;13;12;0;0;0;0;0;0
2020-12-07 07:00:00;16;17;14;12;57;24;17;15;0;1;0;0;0;0
2020-12-07 07:15:00;13;26;22;15;93;39;26;21;0;1;0;0;1;0
2020-12-07 07:30:00;26;23;16;12;103;47;28;22;2;1;0;0;0;0
2020-12-07 07:45:00;17;21;22;19;97;32;26;21;0;0;0;0;0;0
2020-12-07 08:00:00;24;13;11;9;71;39;31;22;0;3;0;0;0;0
2020-12-07 08:15:00;24;24;27;17;74;42;26;24;3;0;0;0;0;0
2020-12-07 08:30:00;23;20;21;15;57;29;25;16;0;1;0;0;0;0
2020-12-07 08:45:00;15;23;22;19;57;28;20;10;0;1;0;0;3;0
2020-12-07 09:00:00;17;23;11;15;46;34;25;18;0;1;0;0;3;0
2020-12-07 09:15:00;17;12;10;11;65;28;19;20;0;0;0;0;0;0
2020-12-07 09:30:00;18;11;11;6;64;30;24;21;0;0;0;0;0;0
2020-12-07 09:45:00;19;20;17;12;67;28;19;23;1;0;0;0;4;0
2020-12-07 10:00:00;23;19;15;17;63;25;18;15;0;0;0;0;1;0
2020-12-07 10:15:00;20;21;14;16;57;32;27;17;2;1;0;0;0;0
2020-12-07 10:30:00;19;20;19;15;49;23;19;14;0;1;0;0;0;0
2020-12-07 10:45:00;17;27;25;16;63;27;19;23;0;0;0;0;0;1
2020-12-07 11:00:00;18;24;23;20;60;30;24;25;3;5;2;0;0;0
2020-12-07 11:15:00;18;21;20;18;52;19;22;19;1;3;0;0;0;0
2020-12-07 11:30:00;16;24;20;19;57;32;29;18;1;0;0;0;0;1
2020-12-07 11:45:00;23;19;14;15;54;31;29;23;0;1;0;0;0;0
2020-12-07 12:00:00;21;26;25;25;52;36;25;22;0;0;0;0;0;0
2020-12-07 12:15:00;19;24;23;23;46;27;24;23;1;1;2;0;0;3
2020-12-07 12:30:00;26;28;22;17;65;30;22;21;0;1;0;0;0;0
2020-12-07 12:45:00;12;12;12;15;60;29;24;21;0;4;0;0;0;3
2020-12-07 13:00:00;24;13;9;11;54;17;17;19;0;1;0;0;0;0
2020-12-07 13:15:00;20;26;24;24;67;34;27;20;2;0;9;0;0;0
2020-12-07 13:30:00;29;23;20;15;69;35;30;28;2;1;0;0;5;0
2020-12-07 13:45:00;27;18;15;13;66;28;23;23;3;0;2;0;0;0
2020-12-07 14:00:00;18;23;18;23;53;36;28;17;6;4;0;0;0;4
2020-12-07 14:15:00;26;24;22;21;49;31;28;27;2;3;1;0;0;0
