DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-28 00:00:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-28 00:15:00;4;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 00:30:00;1;2;2;1;1;0;0;0;0;0;0;0;0;0
2020-12-28 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:00:00;2;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-12-28 01:15:00;3;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-28 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 01:45:00;1;1;1;0;1;1;0;0;0;0;0;0;0;0
2020-12-28 02:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 02:15:00;0;1;1;1;3;0;0;0;0;0;0;0;0;0
2020-12-28 02:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-28 02:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 03:00:00;2;0;0;0;0;1;1;2;0;0;0;0;0;0
2020-12-28 03:15:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-28 03:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-28 03:45:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-28 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-28 04:15:00;3;1;1;0;3;3;2;2;0;0;0;0;0;0
2020-12-28 04:30:00;4;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-28 04:45:00;3;0;0;0;5;1;1;1;0;0;0;0;0;0
2020-12-28 05:00:00;4;0;0;0;0;4;2;1;0;0;0;0;0;0
2020-12-28 05:15:00;9;3;4;4;9;2;2;3;0;0;0;0;0;0
2020-12-28 05:30:00;7;0;1;1;13;3;2;2;0;0;0;0;0;0
2020-12-28 05:45:00;22;1;1;1;17;9;8;6;0;0;0;0;0;0
2020-12-28 06:00:00;5;1;1;1;9;2;1;1;0;0;0;0;0;0
2020-12-28 06:15:00;11;5;3;2;9;9;7;4;0;0;0;0;0;0
2020-12-28 06:30:00;10;1;1;2;11;8;6;5;0;0;0;0;0;0
2020-12-28 06:45:00;13;5;3;3;16;15;10;6;0;0;0;0;0;0
2020-12-28 07:00:00;14;4;4;2;21;13;5;5;0;0;0;0;0;0
2020-12-28 07:15:00;14;7;7;5;21;5;6;8;0;2;0;0;0;0
2020-12-28 07:30:00;13;3;5;3;31;12;9;6;0;0;0;0;0;0
2020-12-28 07:45:00;17;4;4;2;21;10;8;5;1;1;0;0;0;0
2020-12-28 08:00:00;16;4;5;3;24;16;12;15;0;1;0;0;0;0
2020-12-28 08:15:00;16;2;1;2;26;14;14;11;0;0;0;0;0;0
2020-12-28 08:30:00;35;9;8;10;21;15;14;16;0;0;0;0;0;0
2020-12-28 08:45:00;26;10;10;9;35;14;11;17;0;2;0;0;0;0
2020-12-28 09:00:00;34;6;4;4;38;23;17;25;1;1;0;0;0;0
2020-12-28 09:15:00;35;4;5;5;35;11;8;11;1;0;0;0;0;0
2020-12-28 09:30:00;38;6;7;5;43;23;20;21;2;3;2;0;0;0
2020-12-28 09:45:00;51;10;7;9;59;20;15;21;0;0;0;0;0;0
2020-12-28 10:00:00;48;10;11;10;39;26;26;27;1;2;0;0;0;0
2020-12-28 10:15:00;48;11;10;10;66;32;32;20;1;5;4;0;0;0
2020-12-28 10:30:00;53;9;9;8;54;23;21;20;2;1;2;0;0;0
2020-12-28 10:45:00;59;13;11;11;50;24;17;13;1;1;0;0;0;1
2020-12-28 11:00:00;52;13;9;10;52;26;21;15;1;5;0;0;3;0
2020-12-28 11:15:00;59;9;8;8;54;33;23;29;0;1;0;0;0;0
2020-12-28 11:30:00;46;9;6;7;42;15;12;11;1;2;0;0;0;1
2020-12-28 11:45:00;64;7;6;7;59;21;16;19;0;0;0;0;0;0
2020-12-28 12:00:00;57;9;11;6;61;21;18;12;0;0;1;0;0;4
2020-12-28 12:15:00;43;7;4;3;51;21;20;22;1;0;0;0;0;0
2020-12-28 12:30:00;40;7;8;8;58;22;20;20;1;3;0;0;0;0
2020-12-28 12:45:00;51;10;9;6;38;25;18;22;1;0;0;0;0;0
2020-12-28 13:00:00;49;10;7;8;46;31;25;27;0;6;0;0;0;0
