DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-02-04 00:00:00;1;2;1;1;13;1;2;3;0;0;0;0;0;0;0
2020-02-04 00:15:00;1;0;1;4;12;1;4;6;0;0;0;0;0;0;0
2020-02-04 00:30:00;6;2;1;9;8;1;3;8;0;0;0;0;0;0;0
2020-02-04 00:45:00;3;1;2;7;7;0;3;7;0;0;0;0;0;0;0
2020-02-04 01:00:00;2;1;3;3;2;0;2;7;0;0;0;0;0;0;0
2020-02-04 01:15:00;8;2;3;3;3;1;5;7;0;0;0;0;0;0;0
2020-02-04 01:30:00;2;0;4;3;3;0;0;5;0;0;0;0;0;0;0
2020-02-04 01:45:00;3;1;5;1;5;1;0;7;0;0;0;0;0;0;0
2020-02-04 02:00:00;6;1;3;0;0;1;0;3;0;0;0;0;0;0;0
2020-02-04 02:15:00;3;0;3;3;5;0;1;4;0;0;0;0;0;0;0
2020-02-04 02:30:00;3;2;7;9;5;3;0;11;0;0;0;0;0;0;0
2020-02-04 02:45:00;3;0;3;1;4;1;1;5;0;0;0;0;0;0;0
2020-02-04 03:00:00;2;0;1;1;3;0;0;1;0;0;0;0;0;0;0
2020-02-04 03:15:00;10;1;1;3;1;0;2;2;0;0;0;0;0;0;0
2020-02-04 03:30:00;3;1;1;2;4;0;1;5;0;0;0;0;0;0;0
2020-02-04 03:45:00;8;4;2;6;7;0;2;11;0;0;0;0;0;0;0
2020-02-04 04:00:00;3;2;5;4;3;0;3;7;0;0;0;0;0;0;0
2020-02-04 04:15:00;4;1;6;1;2;1;3;8;0;0;1;0;0;0;0
2020-02-04 04:30:00;10;4;6;3;10;0;5;9;0;2;0;0;0;0;0
2020-02-04 04:45:00;19;4;5;7;10;0;2;11;0;0;1;0;0;0;0
2020-02-04 05:00:00;30;7;4;3;14;0;5;11;0;0;0;0;0;0;0
2020-02-04 05:15:00;56;6;8;12;20;2;12;18;0;0;0;0;0;0;0
2020-02-04 05:30:00;67;24;20;20;17;1;16;27;0;0;0;0;0;0;0
2020-02-04 05:45:00;93;44;23;50;24;3;31;46;0;0;4;0;0;4;0
2020-02-04 06:00:00;98;34;22;52;43;3;18;41;0;0;0;0;0;0;0
2020-02-04 06:15:00;136;40;26;52;34;7;26;40;0;1;0;0;0;2;0
2020-02-04 06:30:00;125;44;24;65;44;3;36;47;0;0;0;0;0;0;0
2020-02-04 06:45:00;136;56;30;90;50;3;63;42;0;0;0;0;0;0;0
2020-02-04 07:00:00;170;32;39;74;47;4;56;37;0;0;1;0;0;0;0
2020-02-04 07:15:00;174;32;42;77;49;6;58;36;0;0;0;0;0;0;0
2020-02-04 07:30:00;178;30;57;63;41;16;71;35;0;0;2;0;0;0;0
2020-02-04 07:45:00;180;36;53;56;47;9;74;29;0;0;1;0;0;5;0
2020-02-04 08:00:00;157;31;55;53;58;7;54;40;0;0;0;0;0;0;0
2020-02-04 08:15:00;177;26;41;56;58;13;51;43;0;0;0;0;0;0;0
2020-02-04 08:30:00;104;7;31;36;45;4;41;33;0;0;0;0;0;0;0
2020-02-04 08:45:00;
2020-02-04 09:00:00;60;5;27;10;33;4;18;11;0;0;1;1;0;1;0
2020-02-04 09:15:00;131;14;43;37;52;2;57;43;0;0;1;0;0;1;0
2020-02-04 09:30:00;110;15;35;43;38;6;48;30;0;0;0;0;0;0;0
2020-02-04 09:45:00;66;10;21;19;35;6;20;27;0;0;1;0;0;0;0
2020-02-04 10:00:00;119;12;41;28;54;10;47;38;0;0;1;0;0;0;0
2020-02-04 10:15:00;129;11;39;46;63;16;43;39;0;0;2;0;0;3;0
2020-02-04 10:30:00;114;2;44;43;62;9;48;49;0;0;2;0;0;4;0
2020-02-04 10:45:00;106;11;42;39;74;11;53;38;0;0;0;0;0;0;1
2020-02-04 11:00:00;93;7;34;38;58;10;39;31;0;0;0;0;0;0;0
2020-02-04 11:15:00;102;6;52;51;78;8;40;34;0;0;1;0;0;0;0
2020-02-04 11:30:00;89;9;46;28;64;9;57;39;0;0;3;0;0;0;0
2020-02-04 11:45:00;69;20;39;41;82;12;46;31;0;0;0;4;0;0;0
2020-02-04 12:00:00;94;3;50;46;75;9;61;37;0;0;0;0;0;0;0
2020-02-04 12:15:00;89;13;46;38;85;12;53;32;0;0;1;0;0;0;0
2020-02-04 12:30:00;97;16;58;37;98;13;59;36;0;3;2;0;0;0;0
2020-02-04 12:45:00;92;6;40;57;72;15;47;31;0;0;0;1;0;0;0
2020-02-04 13:00:00;94;11;44;33;88;15;47;32;0;2;0;0;0;1;0
2020-02-04 13:15:00;117;8;44;45;110;8;45;45;0;0;1;0;0;0;0
2020-02-04 13:30:00;100;15;41;35;94;5;64;46;0;0;2;0;0;2;0
2020-02-04 13:45:00;102;13;52;40;92;11;45;32;0;0;0;0;0;0;0
2020-02-04 14:00:00;83;7;38;31;90;5;62;38;0;0;8;0;1;14;0
2020-02-04 14:15:00;115;5;36;35;88;11;77;42;0;1;0;0;1;0;0
2020-02-04 14:30:00;94;6;63;34;101;8;62;38;0;0;0;0;5;3;0
2020-02-04 14:45:00;94;10;45;40;114;11;60;40;0;0;0;0;0;0;0
2020-02-04 15:00:00;100;10;72;39;109;10;55;34;0;0;0;0;0;0;0
2020-02-04 15:15:00;106;10;57;36;125;15;59;32;0;0;0;0;0;0;0
2020-02-04 15:30:00;88;12;75;37;127;8;86;46;0;1;3;0;0;0;0
2020-02-04 15:45:00;101;12;84;45;120;11;72;54;0;0;1;0;0;0;0
2020-02-04 16:00:00;90;9;92;54;138;10;85;51;0;0;2;0;0;0;1
2020-02-04 16:15:00;91;5;83;62;135;14;55;50;0;0;0;0;0;0;0
2020-02-04 16:30:00;125;9;85;65;155;16;77;55;0;1;0;0;0;0;0
2020-02-04 16:45:00;114;10;102;41;143;16;69;44;0;2;1;0;0;0;0
