DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-07-03 00:00:00;8;0;2;4;4;4;2;0;8;0;0;0;0;0;0
2020-07-03 00:15:00;4;1;2;3;2;0;0;0;10;0;0;0;0;0;0
2020-07-03 00:30:00;7;3;5;2;1;2;2;0;7;0;0;0;0;0;0
2020-07-03 00:45:00;6;4;6;3;3;1;1;0;9;0;0;0;0;0;0
2020-07-03 01:00:00;7;4;4;3;3;4;1;1;9;0;0;0;0;0;0
2020-07-03 01:15:00;3;2;2;4;2;2;2;0;1;0;0;0;0;0;0
2020-07-03 01:30:00;4;0;3;2;2;2;2;0;2;0;0;0;0;0;0
2020-07-03 01:45:00;6;0;6;2;2;1;1;0;7;0;0;0;0;0;0
2020-07-03 02:00:00;3;2;3;0;0;0;1;0;0;0;0;0;0;0;0
2020-07-03 02:15:00;7;1;5;1;0;1;1;0;0;0;0;0;0;0;0
2020-07-03 02:30:00;4;1;2;1;1;1;0;0;3;0;0;0;0;0;0
2020-07-03 02:45:00;6;2;4;0;0;0;0;0;2;0;0;0;0;0;0
2020-07-03 03:00:00;4;0;1;0;0;1;1;0;4;0;0;0;0;0;0
2020-07-03 03:15:00;7;1;4;2;2;1;0;0;5;0;0;0;0;0;0
2020-07-03 03:30:00;3;0;0;3;2;2;1;0;2;0;0;0;0;0;0
2020-07-03 03:45:00;3;4;7;5;5;6;5;0;3;0;0;0;0;0;0
2020-07-03 04:00:00;9;2;2;2;2;1;0;0;4;0;0;0;0;0;0
2020-07-03 04:15:00;9;1;5;4;4;1;1;0;4;0;0;0;0;0;0
2020-07-03 04:30:00;9;3;6;3;3;1;1;2;3;0;0;0;0;0;0
2020-07-03 04:45:00;6;11;14;3;1;2;3;1;7;0;0;0;0;0;0
2020-07-03 05:00:00;18;54;51;4;4;2;2;3;9;0;0;0;0;0;0
2020-07-03 05:15:00;15;98;94;4;4;3;3;4;26;0;0;0;0;0;0
2020-07-03 05:30:00;22;81;83;18;18;6;4;6;55;0;0;0;0;0;0
2020-07-03 05:45:00;46;47;43;64;79;20;20;2;61;0;0;1;0;0;0
2020-07-03 06:00:00;47;40;43;76;88;30;30;1;39;0;0;0;0;0;0
2020-07-03 06:15:00;67;37;37;35;35;10;11;1;57;0;0;0;0;0;0
2020-07-03 06:30:00;71;64;65;32;34;12;11;3;85;0;0;1;1;0;0
2020-07-03 06:45:00;87;53;51;24;24;6;6;6;96;0;0;0;0;0;0
2020-07-03 07:00:00;94;34;33;17;16;14;14;6;72;0;0;0;0;0;0
2020-07-03 07:15:00;75;40;43;11;13;8;9;5;100;0;0;1;1;0;0
2020-07-03 07:30:00;121;39;36;24;27;16;18;8;102;0;0;1;1;0;0
2020-07-03 07:45:00;119;48;52;17;17;11;10;13;116;0;0;0;1;0;0
2020-07-03 08:00:00;84;37;33;25;31;8;8;7;100;0;0;0;1;0;0
2020-07-03 08:15:00;97;24;28;26;26;17;16;6;79;0;0;0;0;0;0
2020-07-03 08:30:00;83;26;27;26;27;19;13;7;85;0;0;0;0;0;0
2020-07-03 08:45:00;79;31;28;28;32;14;11;5;65;0;0;1;1;0;0
2020-07-03 09:00:00;100;21;24;23;26;13;13;5;70;0;0;0;0;0;0
2020-07-03 09:15:00;101;22;22;21;25;17;19;6;89;0;0;1;0;0;0
2020-07-03 09:30:00;90;13;17;24;29;14;14;5;83;0;0;0;0;0;0
2020-07-03 09:45:00;117;24;23;29;29;19;18;5;71;0;0;0;0;0;0
2020-07-03 10:00:00;107;25;28;35;35;16;17;5;83;0;0;3;0;0;0
2020-07-03 10:15:00;88;32;33;30;33;18;18;3;79;0;0;0;1;0;0
2020-07-03 10:30:00;92;31;27;34;36;19;18;9;90;0;0;0;0;0;0
