DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-08-06 00:00:00;10;9;8;3;8;11;2;0;0;29;0;0;0;0
2020-08-06 00:15:00;15;10;5;4;7;10;5;5;0;0;0;0;0;0
2020-08-06 00:30:00;12;6;1;1;7;8;5;6;0;0;0;0;0;0
2020-08-06 00:45:00;19;5;3;0;9;10;3;5;0;0;0;0;0;0
2020-08-06 01:00:00;13;8;2;2;10;5;2;1;0;0;0;0;0;0
2020-08-06 01:15:00;7;2;2;0;2;5;1;1;0;0;0;0;0;0
2020-08-06 01:30:00;13;5;4;3;4;7;5;2;0;0;0;0;0;0
2020-08-06 01:45:00;8;4;3;3;7;7;2;1;0;0;0;0;0;0
2020-08-06 02:00:00;3;8;3;3;7;4;4;1;0;0;0;0;0;0
2020-08-06 02:15:00;6;2;0;0;8;4;1;0;0;0;0;0;0;0
2020-08-06 02:30:00;7;3;2;1;4;6;3;1;0;0;0;0;0;0
2020-08-06 02:45:00;9;5;3;0;6;6;2;1;0;0;0;0;0;0
2020-08-06 03:00:00;6;6;0;0;3;6;3;2;0;0;0;0;0;0
2020-08-06 03:15:00;7;8;2;1;1;3;3;1;0;0;0;0;0;0
2020-08-06 03:30:00;2;1;2;0;0;4;3;0;0;0;0;0;0;0
2020-08-06 03:45:00;5;3;4;0;1;3;1;1;0;0;0;0;0;0
2020-08-06 04:00:00;7;2;0;1;2;3;0;2;0;0;0;0;0;0
2020-08-06 04:15:00;1;3;5;0;3;5;3;4;0;0;0;0;0;0
2020-08-06 04:30:00;8;2;2;3;12;9;2;2;0;0;0;0;0;0
2020-08-06 04:45:00;9;4;4;1;7;17;4;4;0;0;0;0;0;0
2020-08-06 05:00:00;16;7;4;1;9;14;5;6;0;0;0;0;0;0
2020-08-06 05:15:00;23;17;14;5;16;29;11;12;0;0;0;0;0;0
2020-08-06 05:30:00;41;36;20;14;30;40;14;18;0;0;0;0;0;0
2020-08-06 05:45:00;44;41;22;17;33;51;12;11;0;0;0;0;0;0
2020-08-06 06:00:00;53;46;16;1;32;44;8;14;0;0;0;0;0;0
2020-08-06 06:15:00;56;58;24;10;38;68;20;14;0;0;0;0;0;0
2020-08-06 06:30:00;61;56;44;17;49;66;19;23;0;0;0;0;0;0
2020-08-06 06:45:00;70;78;33;19;58;85;18;22;0;0;0;0;0;0
2020-08-06 07:00:00;62;67;36;24;53;76;19;11;0;0;0;0;0;0
2020-08-06 07:15:00;80;81;43;28;47;67;22;18;0;0;0;0;0;0
2020-08-06 07:30:00;86;93;46;19;55;86;25;15;10;0;0;0;0;0
2020-08-06 07:45:00;79;81;43;27;64;88;28;13;0;2;0;0;0;0
2020-08-06 08:00:00;79;89;41;22;56;74;35;25;0;0;0;0;0;2
2020-08-06 08:15:00;83;83;45;31;66;93;32;22;0;0;0;0;0;0
2020-08-06 08:30:00;79;76;38;18;64;92;36;24;0;0;0;0;0;0
2020-08-06 08:45:00;97;98;52;24;72;89;33;21;0;0;0;0;0;0
2020-08-06 09:00:00;76;81;30;18;66;89;48;23;0;0;0;0;0;0
2020-08-06 09:15:00;81;87;31;16;69;83;42;36;0;0;0;0;0;0
2020-08-06 09:30:00;87;92;27;18;68;91;38;18;0;0;0;0;0;0
2020-08-06 09:45:00;90;109;28;21;72;104;38;30;0;0;0;0;0;0
2020-08-06 10:00:00;69;76;52;28;75;86;33;13;0;0;0;0;1;0
