DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2019-11-09 00:00:00;12;4;1;0;16;34;29;0;0;4;0;0;0;0
2019-11-09 00:15:00;26;2;2;4;16;32;42;0;0;0;0;0;0;0
2019-11-09 00:30:00;18;2;0;1;10;42;20;0;0;0;0;0;0;0
2019-11-09 00:45:00;23;3;1;1;8;21;30;0;0;0;0;0;0;0
2019-11-09 01:00:00;19;2;1;1;12;21;30;0;0;0;0;0;0;0
2019-11-09 01:15:00;16;0;1;1;9;26;13;0;0;0;0;0;0;0
2019-11-09 01:30:00;18;1;2;2;7;31;16;0;0;0;0;0;0;0
2019-11-09 01:45:00;8;0;0;1;6;21;16;0;0;0;0;0;0;0
2019-11-09 02:00:00;7;2;0;1;5;19;14;0;0;0;0;0;0;0
2019-11-09 02:15:00;10;0;2;2;3;7;8;0;0;0;0;0;0;0
2019-11-09 02:30:00;7;0;1;1;8;9;10;0;0;0;0;0;0;0
2019-11-09 02:45:00;10;0;0;2;7;17;14;0;0;0;0;0;0;0
2019-11-09 03:00:00;7;0;0;0;3;9;14;0;0;0;0;0;0;0
2019-11-09 03:15:00;7;0;1;2;5;17;8;0;0;0;0;0;0;0
2019-11-09 03:30:00;4;0;0;0;6;6;9;0;0;0;0;0;0;0
2019-11-09 03:45:00;7;1;0;0;3;10;15;0;0;0;0;0;0;0
2019-11-09 04:00:00;5;1;0;1;7;11;5;0;0;0;0;0;0;0
2019-11-09 04:15:00;8;2;1;0;4;12;14;0;0;0;0;0;0;0
2019-11-09 04:30:00;7;3;1;0;3;5;14;0;0;0;0;0;0;0
2019-11-09 04:45:00;7;1;0;0;7;8;8;0;0;0;0;0;0;0
2019-11-09 05:00:00;11;1;1;1;6;23;8;0;0;0;0;0;0;0
2019-11-09 05:15:00;21;0;1;3;5;21;16;0;0;0;0;0;0;0
2019-11-09 05:30:00;19;0;3;1;6;25;31;0;0;0;0;0;0;0
2019-11-09 05:45:00;16;1;3;1;21;49;34;0;0;0;0;0;0;0
2019-11-09 06:00:00;15;1;5;1;19;75;21;0;0;0;0;0;0;0
2019-11-09 06:15:00;18;1;7;2;10;55;21;0;0;0;0;0;0;0
2019-11-09 06:30:00;22;1;4;3;13;59;31;0;0;0;0;0;0;0
