2020-12-16 00:00:00;4;3;2;0;3;0;1;0;2;2;0;2;0;4;1;0;0;0;0;0;0
2020-12-16 00:15:00;6;6;4;0;0;1;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0
2020-12-16 00:30:00;3;5;1;0;2;4;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0
2020-12-16 00:45:00;4;2;2;0;3;4;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0
2020-12-16 01:00:00;4;3;0;1;0;3;0;0;2;3;0;0;2;1;0;0;0;0;0;0;0
2020-12-16 01:15:00;1;1;2;0;0;1;0;0;2;4;0;0;2;2;1;0;0;0;0;0;0
2020-12-16 01:30:00;3;4;0;0;0;0;0;0;0;3;0;0;1;5;0;0;0;0;0;0;0
2020-12-16 01:45:00;1;0;0;0;0;0;0;0;1;3;0;0;2;1;1;0;0;0;0;0;0
2020-12-16 02:00:00;2;2;0;0;1;1;0;0;1;2;0;1;0;2;3;0;0;0;0;0;0
2020-12-16 02:15:00;2;1;2;2;1;2;0;1;0;0;1;0;5;1;1;0;0;0;0;0;0
2020-12-16 02:30:00;4;3;1;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0;0
2020-12-16 02:45:00;2;2;0;0;1;1;0;0;1;0;0;0;7;1;1;0;0;0;0;0;0
2020-12-16 03:00:00;3;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-16 03:15:00;3;2;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-16 03:30:00;7;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-16 03:45:00;3;4;0;0;2;2;1;0;0;0;2;0;1;3;0;0;0;0;0;0;0
2020-12-16 04:00:00;1;2;0;0;0;3;0;0;4;2;0;0;2;2;0;0;0;0;0;0;0
2020-12-16 04:15:00;0;5;0;0;4;3;0;0;1;1;3;1;2;5;0;0;0;0;0;0;0
2020-12-16 04:30:00;1;3;0;0;3;3;1;0;3;4;1;0;2;2;0;0;0;0;0;0;0
2020-12-16 04:45:00;6;8;1;1;2;1;2;0;8;6;1;2;1;3;5;0;0;0;0;0;0
2020-12-16 05:00:00;5;15;5;2;5;12;0;0;15;6;9;0;9;8;4;0;0;0;0;0;0
2020-12-16 05:15:00;12;16;4;4;9;30;0;0;12;18;23;2;10;4;4;0;0;0;0;0;0
2020-12-16 05:30:00;41;38;14;5;22;35;2;1;29;21;21;5;13;8;9;0;0;0;0;0;0
2020-12-16 05:45:00;33;37;22;13;8;17;2;1;26;25;9;21;36;18;8;0;0;0;0;0;0
2020-12-16 06:00:00;29;30;8;7;12;22;1;1;30;27;4;21;45;13;20;0;0;0;0;0;0
2020-12-16 06:15:00;33;33;29;9;10;30;2;0;33;40;13;9;30;15;11;0;0;0;0;0;0
2020-12-16 06:30:00;45;33;29;7;19;35;2;1;31;46;12;7;39;13;21;0;0;0;0;0;0
