DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-05-24 00:00:00;6;15;2;0;18;6;0;20;9;0;0
2020-05-24 00:15:00;10;6;1;0;16;10;0;14;10;0;0
2020-05-24 00:30:00;3;8;0;0;7;13;0;7;13;0;0
2020-05-24 00:45:00;7;9;2;0;7;5;0;6;5;0;0
2020-05-24 01:00:00;3;3;0;0;6;5;0;6;6;0;0
2020-05-24 01:15:00;7;7;0;0;11;5;0;7;6;0;0
2020-05-24 01:30:00;7;7;0;0;12;6;0;8;6;0;0
2020-05-24 01:45:00;2;5;1;0;4;2;0;4;2;0;0
2020-05-24 02:00:00;2;4;1;0;0;2;1;0;2;0;0
2020-05-24 02:15:00;3;2;0;0;8;3;0;7;4;0;0
2020-05-24 02:30:00;3;3;1;0;4;5;0;2;6;0;0
2020-05-24 02:45:00;3;3;0;0;6;5;0;4;11;0;0
2020-05-24 03:00:00;3;4;0;0;11;4;0;10;4;0;0
2020-05-24 03:15:00;0;0;0;0;5;1;0;2;1;0;0
2020-05-24 03:30:00;2;4;0;0;2;0;0;2;0;0;0
2020-05-24 03:45:00;0;0;0;0;1;0;0;1;0;0;0
2020-05-24 04:00:00;0;2;0;0;3;2;1;3;2;0;0
2020-05-24 04:15:00;1;0;0;0;1;0;0;1;0;0;0
2020-05-24 04:30:00;4;3;0;0;4;0;0;4;1;0;0
2020-05-24 04:45:00;0;2;0;1;4;1;0;4;2;0;0
2020-05-24 05:00:00;2;2;0;0;7;0;0;6;3;0;0
2020-05-24 05:15:00;7;7;2;0;4;1;1;4;1;0;0
2020-05-24 05:30:00;2;3;1;0;9;4;0;8;8;0;0
2020-05-24 05:45:00;5;3;0;2;11;4;0;11;4;0;0
2020-05-24 06:00:00;5;4;2;1;4;4;0;4;5;0;0
2020-05-24 06:15:00;7;7;0;0;7;3;0;8;0;0;0
2020-05-24 06:30:00;5;4;1;0;10;5;0;9;7;0;0
2020-05-24 06:45:00;11;6;0;0;8;3;0;8;5;0;0
2020-05-24 07:00:00;12;19;2;0;9;6;0;10;6;0;0
2020-05-24 07:15:00;9;6;0;1;7;1;0;7;2;1;0
2020-05-24 07:30:00;15;9;1;0;11;7;1;13;7;1;0
2020-05-24 07:45:00;15;9;0;0;8;5;0;7;5;0;0
2020-05-24 08:00:00;11;9;1;0;9;5;1;7;2;1;0
2020-05-24 08:15:00;8;13;1;0;14;4;0;13;5;0;0
2020-05-24 08:30:00;30;28;0;0;13;14;0;10;13;0;0
2020-05-24 08:45:00;30;30;1;0;17;5;1;16;4;0;0
2020-05-24 09:00:00;22;26;2;0;27;18;1;31;18;1;16
2020-05-24 09:15:00;21;26;1;0;22;12;0;26;14;1;3
2020-05-24 09:30:00;38;40;2;0;35;25;0;37;22;0;0
2020-05-24 09:45:00;24;28;0;1;25;20;0;27;21;2;1
2020-05-24 10:00:00;26;35;0;0;37;27;1;32;23;1;17
2020-05-24 10:15:00;35;27;0;0;27;20;0;27;22;3;7
2020-05-24 10:30:00;40;26;2;0;34;27;1;37;24;1;6
2020-05-24 10:45:00;39;41;1;1;36;28;0;38;24;0;7
2020-05-24 11:00:00;38;45;2;1;34;25;1;33;24;1;41
2020-05-24 11:15:00;45;46;4;0;34;17;0;35;21;2;3
2020-05-24 11:30:00;36;31;0;0;36;29;1;34;27;0;0
2020-05-24 11:45:00;43;39;4;1;53;40;2;62;39;1;6
2020-05-24 12:00:00;52;46;4;1;48;37;0;44;37;0;0
2020-05-24 12:15:00;40;49;1;2;49;36;4;46;33;0;3
2020-05-24 12:30:00;31;47;5;0;43;32;3;41;35;3;3
2020-05-24 12:45:00;46;37;3;6;43;29;0;37;30;1;0
2020-05-24 13:00:00;35;44;2;0;49;37;1;50;36;1;5
2020-05-24 13:15:00;38;47;5;1;35;33;4;42;35;2;3
2020-05-24 13:30:00;41;34;4;1;67;55;0;62;51;0;1
2020-05-24 13:45:00;43;50;5;0;68;54;2;67;56;1;0
2020-05-24 14:00:00;49;50;6;1;61;43;3;63;38;4;2
2020-05-24 14:15:00;47;65;2;0;59;51;1;61;49;3;13
2020-05-24 14:30:00;36;63;5;2;57;50;4;55;47;2;39
2020-05-24 14:45:00;53;58;2;2;60;61;0;59;53;0;5
2020-05-24 15:00:00;49;55;8;0;62;52;3;61;49;0;8
2020-05-24 15:15:00;47;58;7;1;62;50;4;70;46;0;17
2020-05-24 15:30:00;46;47;3;11;61;50;4;59;50;1;2
2020-05-24 15:45:00;52;53;1;0;66;49;2;65;46;0;3
2020-05-24 16:00:00;42;54;4;0;54;46;4;60;46;2;3
2020-05-24 16:15:00;46;51;4;2;56;46;1;53;42;3;1
2020-05-24 16:30:00;66;69;8;1;76;46;1;81;45;1;7
2020-05-24 16:45:00;46;54;2;1;63;49;3;58;43;0;15
2020-05-24 17:00:00;50;66;3;1;62;57;6;69;55;0;2
2020-05-24 17:15:00;59;66;3;2;64;54;2;65;57;0;3
2020-05-24 17:30:00;49;57;5;4;64;50;3;64;48;1;16
2020-05-24 17:45:00;57;75;5;3;82;74;4;86;71;3;4
2020-05-24 18:00:00;53;67;8;1;65;68;6;59;62;0;3
2020-05-24 18:15:00;42;44;4;3;68;60;1;69;59;0;11
2020-05-24 18:30:00;54;51;8;4;72;56;1;69;55;0;0
2020-05-24 18:45:00;47;46;7;1;74;56;2;74;52;0;0
2020-05-24 19:00:00;43;66;6;3;63;67;4;62;66;0;0
2020-05-24 19:15:00;40;42;1;0;63;58;2;67;55;0;0
2020-05-24 19:30:00;46;55;2;1;71;62;3;74;57;0;0
2020-05-24 19:45:00;34;38;5;4;72;53;1;74;50;0;0
2020-05-24 20:00:00;43;42;5;6;68;49;0;63;47;0;0
2020-05-24 20:15:00;21;29;5;6;48;38;3;46;47;0;0
2020-05-24 20:30:00;41;53;7;8;67;53;6;65;50;1;0
2020-05-24 20:45:00;37;39;4;1;32;35;0;29;37;0;5
2020-05-24 21:00:00;29;22;3;3;48;48;0;41;52;0;0
2020-05-24 21:15:00;23;18;1;1;42;24;1;41;23;0;1
2020-05-24 21:30:00;19;25;4;1;54;19;2;55;29;0;0
2020-05-24 21:45:00;12;18;7;2;26;14;0;25;19;0;0
2020-05-24 22:00:00;22;25;4;7;56;31;0;52;31;0;0
2020-05-24 22:15:00;13;14;1;1;39;22;1;36;22;0;0
2020-05-24 22:30:00;12;9;0;0;28;27;0;26;28;0;0
2020-05-24 22:45:00;10;9;2;4;17;10;1;17;10;0;0
2020-05-24 23:00:00;14;19;4;1;32;16;0;29;16;0;0
2020-05-24 23:15:00;9;12;3;0;24;13;0;24;12;0;3
2020-05-24 23:30:00;8;9;2;0;12;12;2;13;17;0;0
2020-05-24 23:45:00;6;4;1;1;22;13;1;21;11;0;0
