DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-01-21 00:00:00;3;3;2;0;6;6;4;2;4;8;0;0;0;0
2020-01-21 00:15:00;5;4;13;0;3;3;2;0;2;4;0;0;0;0
2020-01-21 00:30:00;2;3;17;1;7;2;5;1;3;1;0;0;0;0
2020-01-21 00:45:00;6;3;5;3;2;0;2;0;1;4;0;0;0;0
2020-01-21 01:00:00;0;1;6;0;8;2;1;0;0;2;0;0;0;0
2020-01-21 01:15:00;2;1;6;1;3;2;0;0;2;1;0;0;0;0
2020-01-21 01:30:00;1;1;4;0;7;6;0;1;1;0;0;0;0;0
2020-01-21 01:45:00;1;0;5;0;7;1;1;0;2;1;0;0;0;0
2020-01-21 02:00:00;1;2;2;0;5;1;2;1;3;1;0;0;0;0
2020-01-21 02:15:00;2;5;7;1;2;1;1;0;3;2;0;0;0;0
2020-01-21 02:30:00;4;1;4;1;2;2;1;0;0;1;0;0;0;0
2020-01-21 02:45:00;1;5;1;0;2;1;0;0;2;2;0;0;0;0
2020-01-21 03:00:00;2;2;3;0;2;2;1;2;0;1;0;0;0;0
2020-01-21 03:15:00;2;0;4;0;5;4;2;0;1;1;0;0;0;0
2020-01-21 03:30:00;6;2;4;1;5;3;0;0;2;0;0;0;0;0
2020-01-21 03:45:00;2;4;4;0;3;3;1;1;2;5;0;0;0;0
2020-01-21 04:00:00;4;3;9;1;5;1;2;1;1;2;0;0;0;0
2020-01-21 04:15:00;4;6;7;2;7;4;2;0;1;3;0;0;0;0
2020-01-21 04:30:00;5;6;8;1;7;9;3;1;5;4;0;0;0;0
2020-01-21 04:45:00;20;19;13;1;10;6;1;0;5;8;0;0;0;0
2020-01-21 05:00:00;47;61;26;5;11;6;4;2;10;15;0;0;0;0
2020-01-21 05:15:00;107;98;39;21;7;9;12;2;6;13;0;0;0;0
2020-01-21 05:30:00;95;66;52;27;22;21;15;12;15;22;0;0;0;0
2020-01-21 05:45:00;101;67;55;33;23;20;25;9;45;60;0;0;0;0
2020-01-21 06:00:00;91;52;56;31;41;39;22;8;46;64;0;0;0;0
