DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-03-10 00:00:00;1;2;2;1;1;1;0;1;0;0;0;0;0;0;0
2020-03-10 00:15:00;4;2;4;3;3;4;5;0;2;0;0;0;0;0;0
2020-03-10 00:30:00;1;2;3;2;2;3;3;0;8;0;0;0;0;0;0
2020-03-10 00:45:00;2;1;2;4;4;3;2;0;6;0;0;0;0;0;0
2020-03-10 01:00:00;0;1;1;0;0;0;0;0;4;0;0;0;0;0;0
2020-03-10 01:15:00;3;3;4;0;0;0;0;0;7;0;0;0;0;0;0
2020-03-10 01:30:00;3;1;2;2;2;3;2;0;2;0;0;0;0;0;0
2020-03-10 01:45:00;4;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2020-03-10 02:00:00;3;0;2;5;5;4;1;0;1;0;0;0;0;0;0
2020-03-10 02:15:00;1;2;3;2;2;2;1;0;2;0;0;0;0;0;0
2020-03-10 02:30:00;9;0;4;1;1;0;0;0;2;0;0;0;0;0;0
2020-03-10 02:45:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-10 03:00:00;5;0;1;2;2;2;2;0;7;0;0;0;0;0;0
2020-03-10 03:15:00;1;1;3;0;0;0;0;0;5;0;0;0;0;0;0
2020-03-10 03:30:00;2;1;2;1;1;1;1;0;2;0;0;0;0;0;0
2020-03-10 03:45:00;4;2;4;5;5;5;3;1;3;0;0;0;0;0;0
2020-03-10 04:00:00;6;3;4;2;2;1;1;0;4;0;0;0;0;0;0
2020-03-10 04:15:00;4;3;4;3;3;1;1;0;4;0;0;0;0;0;0
2020-03-10 04:30:00;8;5;11;6;6;6;2;1;9;0;0;0;0;0;0
2020-03-10 04:45:00;8;15;21;5;4;3;2;3;5;0;0;0;0;0;0
2020-03-10 05:00:00;13;60;61;4;5;2;2;3;17;0;0;0;0;0;0
2020-03-10 05:15:00;18;118;108;8;8;1;1;6;24;0;0;1;0;0;0
2020-03-10 05:30:00;27;100;101;13;12;4;4;10;55;0;0;0;0;0;0
2020-03-10 05:45:00;58;72;68;81;88;26;22;1;95;0;0;0;1;0;0
2020-03-10 06:00:00;58;74;67;73;80;27;27;2;66;0;0;0;0;0;0
2020-03-10 06:15:00;69;87;72;42;45;20;21;5;77;0;0;0;0;0;0
2020-03-10 06:30:00;66;99;96;31;31;8;7;4;117;0;0;0;1;0;0
2020-03-10 06:45:00;86;70;71;28;27;9;10;5;157;0;0;0;0;0;0
2020-03-10 07:00:00;106;84;80;25;26;4;3;2;130;0;0;0;0;0;0
2020-03-10 07:15:00;154;76;70;22;25;7;8;8;146;0;0;0;0;0;0
