DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-12-04 00:00:00;0;0;1;1;0;0;3;3;0;0;0;0;0;0
2020-12-04 00:15:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 00:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 01:15:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 01:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-04 01:45:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 02:00:00;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-04 02:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-04 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:00:00;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-12-04 03:15:00;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-04 04:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-04 04:15:00;0;0;2;1;0;0;1;1;0;0;0;0;0;0
2020-12-04 04:30:00;0;0;1;1;0;0;2;2;0;0;0;0;0;0
2020-12-04 04:45:00;0;0;2;1;0;0;3;4;0;0;0;0;0;0
2020-12-04 05:00:00;0;0;2;1;0;0;5;5;0;0;0;0;0;0
2020-12-04 05:15:00;0;0;3;2;0;0;10;10;0;0;0;0;0;0
2020-12-04 05:30:00;0;0;5;3;0;0;8;7;0;0;0;0;0;0
2020-12-04 05:45:00;0;0;15;8;0;0;6;6;0;0;0;0;0;0
2020-12-04 06:00:00;0;0;11;11;0;0;4;5;0;0;0;0;0;0
2020-12-04 06:15:00;0;0;13;10;0;0;6;7;0;0;0;0;0;0
2020-12-04 06:30:00;0;0;22;13;0;0;14;17;0;0;0;0;0;0
2020-12-04 06:45:00;0;0;16;10;0;0;12;14;0;0;0;0;0;0
2020-12-04 07:00:00;0;0;11;9;0;0;12;13;0;0;0;1;0;0
2020-12-04 07:15:00;0;0;24;19;0;0;16;18;1;0;0;1;0;0
2020-12-04 07:30:00;0;0;36;24;0;0;21;24;0;0;0;0;0;0
2020-12-04 07:45:00;0;0;41;19;0;0;14;15;0;0;0;0;0;0
2020-12-04 08:00:00;0;0;52;34;0;0;14;11;0;0;0;0;0;0
2020-12-04 08:15:00;0;0;34;21;0;0;16;15;0;0;0;1;0;0
2020-12-04 08:30:00;0;0;52;21;0;0;13;12;0;0;0;0;0;0
2020-12-04 08:45:00;0;0;48;19;0;0;6;7;0;0;0;0;0;0
2020-12-04 09:00:00;0;0;23;13;0;0;14;13;0;0;0;0;0;0
2020-12-04 09:15:00;0;0;20;16;0;0;13;13;0;0;0;0;0;0
2020-12-04 09:30:00;0;0;21;20;0;0;11;11;1;0;0;0;0;0
2020-12-04 09:45:00;0;0;32;23;0;0;27;12;0;0;0;0;0;0
2020-12-04 10:00:00;0;0;24;23;0;0;17;15;0;0;0;0;0;0
2020-12-04 10:15:00;0;0;24;12;0;0;26;15;0;0;0;0;0;0
2020-12-04 10:30:00;0;0;21;16;0;0;11;11;0;0;0;0;0;0
2020-12-04 10:45:00;0;0;28;22;0;0;11;14;0;0;0;0;0;0
2020-12-04 11:00:00;0;0;24;25;0;0;14;13;0;0;0;4;0;0
2020-12-04 11:15:00;0;0;22;18;0;0;16;19;0;0;0;0;0;0
2020-12-04 11:30:00;0;0;21;18;0;0;11;13;0;0;0;0;0;0
2020-12-04 11:45:00;0;0;23;26;0;0;28;18;0;0;0;0;0;0
2020-12-04 12:00:00;0;0;36;28;0;0;26;16;0;0;0;0;0;0
2020-12-04 12:15:00;0;0;24;18;0;0;8;8;1;1;0;0;0;0
2020-12-04 12:30:00;0;0;26;27;0;0;12;15;0;0;0;0;0;0
2020-12-04 12:45:00;0;0;15;14;0;0;11;12;0;0;0;2;0;0
2020-12-04 13:00:00;0;0;36;26;0;0;11;14;1;0;0;1;0;0
2020-12-04 13:15:00;0;0;35;29;0;0;9;11;3;8;0;0;0;0
2020-12-04 13:30:00;0;0;25;16;0;0;10;13;0;0;0;0;0;0
2020-12-04 13:45:00;0;0;32;30;0;0;17;16;0;0;0;1;1;0
2020-12-04 14:00:00;0;0;26;23;0;0;12;14;0;0;0;2;1;0
2020-12-04 14:15:00;0;0;28;24;0;0;8;6;0;0;0;1;1;0
2020-12-04 14:30:00;0;0;37;21;0;0;16;20;0;0;0;0;0;0
2020-12-04 14:45:00;0;0;34;30;0;0;13;9;0;0;0;2;2;0
2020-12-04 15:00:00;0;0;39;32;0;0;14;19;0;0;0;0;0;0
2020-12-04 15:15:00;0;0;43;33;0;0;15;18;0;0;0;0;10;0
2020-12-04 15:30:00;0;0;35;29;0;0;14;13;0;0;0;1;0;0
2020-12-04 15:45:00;0;0;61;21;0;0;14;16;1;0;0;0;0;0
2020-12-04 16:00:00;0;0;34;25;0;0;11;12;0;0;0;0;0;0
2020-12-04 16:15:00;0;0;26;19;0;0;16;16;0;0;0;1;5;0
2020-12-04 16:30:00;0;0;37;32;0;0;12;11;0;0;0;0;1;0
2020-12-04 16:45:00;0;0;39;25;0;0;11;8;2;11;0;1;0;0
2020-12-04 17:00:00;0;0;14;11;0;0;9;13;0;0;0;2;1;2
2020-12-04 17:15:00;0;0;34;20;0;0;12;10;0;0;0;1;0;0
2020-12-04 17:30:00;0;0;25;20;0;0;7;9;0;0;0;5;0;0
2020-12-04 17:45:00;0;0;29;15;0;0;7;9;0;0;0;0;0;0
2020-12-04 18:00:00;0;0;28;21;0;0;5;6;2;0;0;1;0;0
2020-12-04 18:15:00;0;0;20;12;0;0;9;13;0;0;0;0;0;0
2020-12-04 18:30:00;0;0;14;8;0;0;9;11;0;0;0;0;0;0
2020-12-04 18:45:00;0;0;10;10;0;0;8;7;0;0;0;0;0;0
2020-12-04 19:00:00;0;0;14;11;0;0;6;8;0;0;0;0;0;0
2020-12-04 19:15:00;0;0;4;5;0;0;2;3;0;0;0;0;0;0
2020-12-04 19:30:00;0;0;15;10;0;0;5;7;0;0;0;0;0;0
2020-12-04 19:45:00;0;0;10;8;0;0;5;6;0;1;0;1;0;0
2020-12-04 20:00:00;0;0;7;3;0;0;3;5;0;0;0;0;0;0
2020-12-04 20:15:00;0;0;5;6;0;0;1;2;0;0;0;0;0;0
2020-12-04 20:30:00;0;0;2;2;0;0;2;3;0;0;0;0;0;0
2020-12-04 20:45:00;0;0;8;4;0;0;2;2;0;0;0;0;0;0
2020-12-04 21:00:00;0;0;3;4;0;0;5;6;0;0;0;0;0;0
2020-12-04 21:15:00;0;0;4;4;0;0;6;10;0;0;0;0;0;0
2020-12-04 21:30:00;0;0;8;7;0;0;5;4;0;0;0;0;0;0
2020-12-04 21:45:00;0;0;18;15;0;0;2;3;0;0;0;0;0;0
