DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-12-11 00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-11 00:15:00;2;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-11 00:30:00;3;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-11 00:45:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:00:00;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:15:00;1;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-12-11 01:30:00;1;0;0;0;2;0;1;1;0;0;0;0;0;0
2020-12-11 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-11 02:00:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-11 02:15:00;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-11 02:30:00;0;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-12-11 02:45:00;1;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-11 03:00:00;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-11 03:15:00;2;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-12-11 03:30:00;2;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-11 03:45:00;2;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-11 04:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 04:15:00;3;0;3;2;3;0;0;0;0;0;0;0;0;0
2020-12-11 04:30:00;1;0;1;1;0;0;2;2;0;0;0;0;0;0
2020-12-11 04:45:00;3;0;5;4;5;0;3;3;0;0;0;0;0;0
2020-12-11 05:00:00;6;0;3;3;8;0;3;3;0;0;0;0;0;0
2020-12-11 05:15:00;19;0;4;3;16;0;7;6;0;0;0;0;0;0
2020-12-11 05:30:00;32;0;8;9;23;0;13;13;0;0;0;0;0;0
2020-12-11 05:45:00;33;0;17;10;39;0;5;7;0;0;0;0;0;0
2020-12-11 06:00:00;29;0;10;8;23;0;12;12;0;0;0;0;0;0
2020-12-11 06:15:00;25;0;6;5;32;0;9;8;0;0;0;0;0;0
2020-12-11 06:30:00;37;0;14;12;40;0;15;20;0;0;0;0;0;0
2020-12-11 06:45:00;38;0;14;12;41;0;9;8;0;0;0;0;0;0
2020-12-11 07:00:00;35;0;10;7;37;0;19;19;1;0;0;2;0;0
2020-12-11 07:15:00;31;0;11;11;74;0;14;15;2;0;0;0;0;0
2020-12-11 07:30:00;67;0;19;17;68;0;22;20;0;0;0;0;0;0
2020-12-11 07:45:00;66;0;35;33;61;0;54;19;0;0;0;0;0;0
2020-12-11 08:00:00;39;0;36;40;40;0;13;14;0;0;0;0;0;0
2020-12-11 08:15:00;49;0;30;24;38;0;9;11;0;0;0;0;0;0
2020-12-11 08:30:00;35;0;33;26;27;0;10;10;0;0;0;0;0;0
2020-12-11 08:45:00;31;0;16;16;33;0;11;10;0;0;0;0;0;0
2020-12-11 09:00:00;31;0;21;20;33;0;13;13;0;0;0;0;0;0
2020-12-11 09:15:00;52;0;17;16;28;0;14;15;0;0;0;0;0;0
2020-12-11 09:30:00;43;0;27;22;31;0;14;11;0;0;0;0;0;0
2020-12-11 09:45:00;53;0;24;23;41;0;19;19;0;0;0;0;0;0
