DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-12-27 00:00:00;1;1;0;0;0;0;0;0;0;0;0
2020-12-27 00:15:00;2;4;0;7;0;0;0;2;0;0;0
2020-12-27 00:30:00;0;0;0;1;0;1;0;0;0;0;0
2020-12-27 00:45:00;1;1;0;1;0;1;0;0;0;0;0
2020-12-27 01:00:00;0;0;0;1;0;0;0;0;0;0;0
2020-12-27 01:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 01:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 01:45:00;1;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:15:00;1;1;0;1;0;1;0;0;0;0;0
2020-12-27 02:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:45:00;1;1;0;1;0;1;0;0;0;0;0
2020-12-27 03:00:00;1;1;0;0;0;0;0;0;0;0;0
2020-12-27 03:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:30:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:45:00;1;1;0;0;0;0;0;0;0;0;0
2020-12-27 04:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 04:15:00;0;0;0;2;0;0;0;0;0;0;0
2020-12-27 04:30:00;0;0;0;1;0;0;0;0;0;0;0
2020-12-27 04:45:00;0;0;0;2;0;0;0;0;0;0;0
2020-12-27 05:00:00;3;4;0;1;0;1;0;0;0;0;0
2020-12-27 05:15:00;0;0;0;4;0;0;0;0;0;0;0
2020-12-27 05:30:00;3;1;0;1;0;0;0;1;0;0;0
2020-12-27 05:45:00;0;0;0;3;0;1;0;1;0;0;0
2020-12-27 06:00:00;3;3;0;3;1;3;0;2;0;0;0
2020-12-27 06:15:00;2;3;0;6;0;2;0;0;0;0;0
2020-12-27 06:30:00;1;3;0;2;1;1;0;0;0;0;0
2020-12-27 06:45:00;1;0;0;4;0;1;0;0;0;0;0
2020-12-27 07:00:00;3;5;0;1;0;1;0;0;0;0;0
2020-12-27 07:15:00;1;2;0;8;0;4;1;0;0;0;0
2020-12-27 07:30:00;5;9;0;6;1;3;0;1;0;0;0
