DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-05-15 00:00:00;0;3;2;0;1;0;1;0;0;1;0
2020-05-15 00:15:00;1;3;2;0;1;2;8;1;1;2;0
2020-05-15 00:30:00;0;3;2;1;1;0;3;2;0;1;0
2020-05-15 00:45:00;0;4;2;0;0;1;1;1;0;1;1
2020-05-15 01:00:00;0;2;5;0;0;0;2;1;2;5;3
2020-05-15 01:15:00;0;1;2;0;0;1;1;0;1;2;2
2020-05-15 01:30:00;0;1;1;0;0;3;2;0;1;5;2
2020-05-15 01:45:00;0;2;4;1;1;1;3;0;0;2;0
2020-05-15 02:00:00;1;2;1;1;1;0;1;0;0;1;0
2020-05-15 02:15:00;0;2;0;0;0;0;0;0;0;0;1
2020-05-15 02:30:00;0;2;2;0;0;2;1;1;1;2;0
2020-05-15 02:45:00;0;0;0;0;0;0;0;0;2;5;1
2020-05-15 03:00:00;0;0;1;0;0;0;0;0;1;4;0
2020-05-15 03:15:00;0;2;0;1;1;1;1;0;1;3;1
2020-05-15 03:30:00;0;0;0;0;0;0;0;0;0;2;1
2020-05-15 03:45:00;0;0;0;0;0;1;1;0;1;1;1
2020-05-15 04:00:00;0;0;2;0;0;0;0;0;0;2;1
2020-05-15 04:15:00;0;1;2;0;0;0;0;0;0;1;2
2020-05-15 04:30:00;1;5;1;0;1;1;1;0;1;1;2
2020-05-15 04:45:00;0;5;1;0;0;0;1;0;0;3;0
2020-05-15 05:00:00;3;7;7;1;3;2;3;1;4;2;4
2020-05-15 05:15:00;3;22;10;2;4;1;7;2;5;8;6
2020-05-15 05:30:00;0;29;21;3;3;2;9;2;3;13;9
2020-05-15 05:45:00;2;23;17;2;3;5;7;0;4;19;9
2020-05-15 06:00:00;4;21;14;2;6;2;6;3;8;8;11
2020-05-15 06:15:00;2;15;11;6;8;2;12;4;3;20;8
2020-05-15 06:30:00;6;24;22;3;7;9;19;3;14;12;14
2020-05-15 06:45:00;3;21;26;8;11;5;15;6;19;18;22
2020-05-15 07:00:00;6;20;22;16;18;7;19;3;13;24;20
2020-05-15 07:15:00;3;25;33;18;22;7;22;10;20;35;22
2020-05-15 07:30:00;5;40;29;25;30;18;31;16;32;37;21
2020-05-15 07:45:00;9;36;51;14;20;16;29;20;29;41;20
2020-05-15 08:00:00;6;21;46;9;17;13;25;7;20;31;13
2020-05-15 08:15:00;4;16;32;10;13;13;28;9;21;35;19
2020-05-15 08:30:00;9;28;25;12;12;10;18;10;20;30;18
2020-05-15 08:45:00;5;21;30;12;18;14;29;8;28;27;20
2020-05-15 09:00:00;1;28;34;11;11;12;25;15;28;20;15
2020-05-15 09:15:00;5;24;20;12;15;15;28;16;30;28;15
2020-05-15 09:30:00;3;25;40;13;15;16;14;13;25;25;21
2020-05-15 09:45:00;4;27;51;14;17;7;34;15;28;22;21
2020-05-15 10:00:00;3;34;31;6;9;12;28;21;15;22;22
2020-05-15 10:15:00;3;34;32;12;15;15;27;11;26;28;25
2020-05-15 10:30:00;4;30;38;11;15;12;25;18;21;19;26
2020-05-15 10:45:00;9;36;43;16;18;16;30;21;26;25;23
2020-05-15 11:00:00;3;41;45;9;11;16;32;22;31;31;27
2020-05-15 11:15:00;4;27;37;8;16;19;21;13;25;18;29
2020-05-15 11:30:00;3;36;37;7;9;21;24;26;23;30;24
2020-05-15 11:45:00;4;34;35;6;8;22;24;21;26;29;17
2020-05-15 12:00:00;1;34;44;11;15;17;38;19;24;23;26
2020-05-15 12:15:00;5;39;48;13;16;17;41;17;20;19;34
2020-05-15 12:30:00;1;44;48;11;12;19;43;31;22;26;26
2020-05-15 12:45:00;6;37;49;14;17;21;34;14;22;22;29
2020-05-15 13:00:00;3;40;59;11;17;21;35;24;16;24;22
2020-05-15 13:15:00;9;39;60;5;11;11;41;17;24;22;29
2020-05-15 13:30:00;4;25;61;3;7;13;33;21;24;28;20
2020-05-15 13:45:00;6;58;39;10;15;13;31;16;34;24;20
2020-05-15 14:00:00;5;34;42;2;6;10;20;6;16;27;19
2020-05-15 14:15:00;3;21;25;4;6;6;16;13;15;19;23
2020-05-15 14:30:00;5;40;36;9;13;13;34;13;22;24;29
2020-05-15 14:45:00;3;47;43;5;9;14;37;16;23;28;36
2020-05-15 15:00:00;7;49;47;6;7;13;22;18;24;26;37
2020-05-15 15:15:00;9;34;34;7;10;13;31;13;27;27;27
2020-05-15 15:30:00;4;48;44;7;11;8;21;13;22;23;25
2020-05-15 15:45:00;6;33;36;2;7;11;33;16;32;23;42
2020-05-15 16:00:00;5;39;43;5;6;24;32;23;22;23;31
2020-05-15 16:15:00;6;46;42;8;11;16;28;15;19;20;30
2020-05-15 16:30:00;4;35;33;1;4;11;17;13;17;18;24
2020-05-15 16:45:00;4;40;38;5;9;10;25;22;23;18;24
2020-05-15 17:00:00;6;44;37;8;12;14;34;16;17;25;23
2020-05-15 17:15:00;2;37;30;11;12;17;23;15;21;23;27
2020-05-15 17:30:00;1;12;9;1;2;3;9;7;8;6;9
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;1;15;21;4;5;14;21;11;10;14;15
