DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-07-17 00:00:00;8;13;7;18;9;1;1;4;0;1;1
2020-07-17 00:15:00;14;17;13;12;8;2;0;2;0;1;1
2020-07-17 00:30:00;12;14;5;12;8;3;1;5;0;3;1
2020-07-17 00:45:00;5;8;4;12;6;1;0;3;0;1;0
2020-07-17 01:00:00;11;14;8;16;5;0;0;7;0;1;2
2020-07-17 01:15:00;10;12;9;8;2;1;0;1;0;2;0
2020-07-17 01:30:00;13;14;9;8;5;1;0;3;0;1;1
2020-07-17 01:45:00;10;12;9;4;6;0;0;1;0;0;2
2020-07-17 02:00:00;8;9;4;5;7;1;0;1;0;0;0
2020-07-17 02:15:00;11;13;10;6;1;1;1;1;0;2;4
2020-07-17 02:30:00;9;9;8;5;9;1;0;2;0;1;1
2020-07-17 02:45:00;5;8;4;6;2;0;0;1;0;1;2
2020-07-17 03:00:00;9;13;7;3;2;3;0;0;0;0;0
2020-07-17 03:15:00;6;9;4;4;1;1;0;3;0;1;0
2020-07-17 03:30:00;8;10;8;3;2;2;2;2;0;1;2
2020-07-17 03:45:00;7;9;3;9;6;3;0;1;0;1;1
2020-07-17 04:00:00;5;7;4;4;0;1;0;2;0;0;0
2020-07-17 04:15:00;12;13;5;7;2;1;0;4;0;2;0
2020-07-17 04:30:00;18;20;12;4;1;2;0;5;0;4;2
2020-07-17 04:45:00;35;39;23;13;5;6;1;3;0;3;5
2020-07-17 05:00:00;43;44;46;22;20;11;3;5;0;11;14
2020-07-17 05:15:00;67;71;62;23;17;24;8;15;0;15;22
2020-07-17 05:30:00;83;93;83;32;30;21;10;26;0;18;29
2020-07-17 05:45:00;82;96;75;40;30;17;26;31;0;13;18
2020-07-17 06:00:00;64;79;65;54;37;14;5;38;0;15;22
2020-07-17 06:15:00;103;137;88;58;26;27;8;30;0;26;35
2020-07-17 06:30:00;130;147;109;77;45;23;13;27;0;28;34
2020-07-17 06:45:00;102;125;98;87;65;36;14;22;0;24;37
2020-07-17 07:00:00;112;129;92;87;67;28;14;22;0;29;46
2020-07-17 07:15:00;129;163;132;101;86;39;20;27;0;28;49
2020-07-17 07:30:00;132;161;126;127;101;59;27;37;0;34;57
2020-07-17 07:45:00;135;165;119;126;98;44;23;50;0;49;55
2020-07-17 08:00:00;100;119;106;104;70;33;11;43;0;26;43
2020-07-17 08:15:00;104;125;82;110;92;43;18;48;0;28;31
2020-07-17 08:30:00;111;144;124;114;90;33;21;51;0;25;31
2020-07-17 08:45:00;118;136;109;85;76;41;27;44;0;28;33
2020-07-17 09:00:00;128;150;95;79;63;29;19;41;0;16;15
2020-07-17 09:15:00;102;131;84;111;88;25;11;31;0;22;24
2020-07-17 09:30:00;103;132;108;124;87;27;8;44;0;25;31
2020-07-17 09:45:00;115;159;131;117;102;36;79;46;0;31;32
2020-07-17 10:00:00;108;140;124;110;89;24;43;41;0;25;22
2020-07-17 10:15:00;108;143;117;115;88;26;12;40;0;34;27
2020-07-17 10:30:00;122;165;115;125;85;40;15;52;0;24;29
2020-07-17 10:45:00;116;153;102;105;89;43;17;64;0;24;46
2020-07-17 11:00:00;107;141;106;116;110;21;13;56;0;24;27
2020-07-17 11:15:00;126;179;133;126;109;28;26;45;0;24;27
2020-07-17 11:30:00;118;152;125;111;81;32;39;52;0;32;32
2020-07-17 11:45:00;98;146;96;119;107;29;21;72;0;22;27
2020-07-17 12:00:00;132;177;118;159;119;33;16;49;0;26;33
2020-07-17 12:15:00;117;176;111;150;131;34;19;65;0;25;33
2020-07-17 12:30:00;136;191;122;141;136;31;11;57;0;22;29
2020-07-17 12:45:00;125;179;142;161;129;31;58;80;0;24;36
2020-07-17 13:00:00;120;182;124;163;126;33;16;68;0;25;31
2020-07-17 13:15:00;140;192;153;160;123;40;37;62;0;32;38
2020-07-17 13:30:00;126;187;146;151;132;36;12;54;0;38;41
2020-07-17 13:45:00;137;168;145;135;116;37;27;54;0;37;48
2020-07-17 14:00:00;107;156;120;128;106;25;20;60;0;24;41
2020-07-17 14:15:00;111;166;105;185;146;31;16;92;0;32;34
2020-07-17 14:30:00;138;194;124;161;134;32;16;77;0;36;40
2020-07-17 14:45:00;135;191;126;149;148;33;16;79;0;37;37
2020-07-17 15:00:00;128;177;127;133;122;47;12;78;0;26;38
2020-07-17 15:15:00;129;166;118;170;144;23;11;98;0;27;25
2020-07-17 15:30:00;128;168;122;138;121;38;14;69;0;31;36
2020-07-17 15:45:00;110;158;110;132;116;23;8;55;0;28;28
2020-07-17 16:00:00;131;181;121;148;121;29;20;60;0;18;24
2020-07-17 16:15:00;114;178;138;150;147;26;16;63;0;29;29
2020-07-17 16:30:00;140;186;130;159;128;34;28;60;0;31;35
2020-07-17 16:45:00;120;153;103;210;131;42;19;55;0;26;25
2020-07-17 17:00:00;124;173;118;159;129;26;15;70;0;37;31
2020-07-17 17:15:00;141;183;126;131;136;29;32;61;0;29;29
2020-07-17 17:30:00;120;163;112;151;119;35;13;64;0;21;31
2020-07-17 17:45:00;119;164;123;144;123;29;20;44;0;23;23
2020-07-17 18:00:00;114;165;120;126;96;29;18;68;0;36;31
2020-07-17 18:15:00;112;173;121;132;107;26;21;45;0;29;20
2020-07-17 18:30:00;102;144;96;133;108;22;11;59;0;24;27
2020-07-17 18:45:00;108;147;94;121;99;54;17;46;0;11;13
2020-07-17 19:00:00;96;133;100;100;84;30;14;61;0;25;24
2020-07-17 19:15:00;84;127;77;99;83;19;20;50;0;15;14
2020-07-17 19:30:00;89;125;79;85;63;19;27;45;0;31;31
2020-07-17 19:45:00;78;121;61;82;67;22;23;36;0;25;13
2020-07-17 20:00:00;93;123;88;78;75;23;8;49;0;19;16
2020-07-17 20:15:00;74;107;75;88;56;19;12;39;0;19;20
2020-07-17 20:30:00;72;106;71;93;55;28;6;39;0;28;21
2020-07-17 20:45:00;66;95;56;64;41;15;5;43;0;20;22
2020-07-17 21:00:00;65;91;76;50;35;16;9;19;0;20;19
2020-07-17 21:15:00;65;81;71;72;48;18;14;29;0;32;27
2020-07-17 21:30:00;62;96;56;61;43;11;6;27;0;15;14
2020-07-17 21:45:00;49;74;49;71;59;13;6;34;0;18;11
2020-07-17 22:00:00;57;82;43;79;77;11;4;32;0;15;9
2020-07-17 22:15:00;45;82;39;60;37;7;5;38;0;12;7
2020-07-17 22:30:00;58;71;39;52;41;7;5;17;0;6;7
2020-07-17 22:45:00;46;67;38;54;25;14;5;15;0;19;19
2020-07-17 23:00:00;43;63;30;58;34;10;5;17;0;15;8
2020-07-17 23:15:00;44;60;34;35;25;3;2;15;0;6;5
2020-07-17 23:30:00;33;49;33;47;23;5;5;14;0;7;4
2020-07-17 23:45:00;32;48;23;29;23;8;3;9;0;7;7
