DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-05-26 00:00:00;67;0;0;0;6;4;5;0;0;0
2020-05-26 00:15:00;100;2;0;0;3;3;5;0;0;0
2020-05-26 00:30:00;93;6;0;0;3;4;3;0;0;0
2020-05-26 00:45:00;104;7;5;0;1;2;4;0;0;0
2020-05-26 01:00:00;74;6;1;0;1;2;4;0;0;0
2020-05-26 01:15:00;75;2;0;0;3;1;2;0;0;0
2020-05-26 01:30:00;78;1;0;0;2;1;1;0;0;0
2020-05-26 01:45:00;83;2;3;0;1;5;6;0;0;0
2020-05-26 02:00:00;58;2;1;0;1;1;2;0;0;0
2020-05-26 02:15:00;63;1;0;0;2;1;6;0;0;0
2020-05-26 02:30:00;57;2;1;0;1;1;4;0;0;0
2020-05-26 02:45:00;99;1;1;0;2;4;5;0;0;0
2020-05-26 03:00:00;64;2;0;0;1;1;5;0;0;0
2020-05-26 03:15:00;97;2;1;0;2;2;4;0;0;0
2020-05-26 03:30:00;94;0;0;0;2;3;7;0;0;0
2020-05-26 03:45:00;105;3;1;0;0;0;4;0;0;0
2020-05-26 04:00:00;83;4;0;0;3;5;4;0;0;0
2020-05-26 04:15:00;94;3;1;0;4;6;11;0;0;0
2020-05-26 04:30:00;88;4;4;0;2;5;12;0;0;0
2020-05-26 04:45:00;83;7;7;0;1;4;22;0;0;0
2020-05-26 05:00:00;90;12;30;0;3;1;17;0;0;0
2020-05-26 05:15:00;109;30;53;0;11;0;27;0;0;0
2020-05-26 05:30:00;140;45;56;0;2;0;18;0;0;0
2020-05-26 05:45:00;144;31;46;0;15;0;17;0;0;0
2020-05-26 06:00:00;139;24;48;0;17;0;13;0;0;0
2020-05-26 06:15:00;105;31;50;0;13;4;16;0;0;0
2020-05-26 06:30:00;153;49;73;0;15;0;48;1;0;0
2020-05-26 06:45:00;132;42;61;0;6;2;25;1;0;0
2020-05-26 07:00:00;156;42;57;0;9;3;16;0;0;0
2020-05-26 07:15:00;147;36;63;0;9;1;37;0;0;0
2020-05-26 07:30:00;155;48;63;0;5;0;17;0;1;0
2020-05-26 07:45:00;196;34;50;0;11;1;26;0;0;0
2020-05-26 08:00:00;154;31;33;0;12;0;20;3;0;0
2020-05-26 08:15:00;142;35;58;0;12;0;20;0;0;0
2020-05-26 08:30:00;161;24;41;0;20;0;26;0;0;0
2020-05-26 08:45:00;185;20;41;0;19;0;18;0;0;0
2020-05-26 09:00:00;150;23;31;0;15;0;24;0;0;0
2020-05-26 09:15:00;140;21;25;0;20;0;9;0;0;0
2020-05-26 09:30:00;162;24;15;0;14;0;9;0;0;0
2020-05-26 09:45:00;164;18;18;0;15;0;11;0;0;0
2020-05-26 10:00:00;153;21;26;0;24;0;2;0;0;0
2020-05-26 10:15:00;150;23;27;0;14;0;1;1;0;0
2020-05-26 10:30:00;145;17;31;0;18;0;0;0;0;0
2020-05-26 10:45:00;115;14;21;0;20;0;1;0;0;0
2020-05-26 11:00:00;127;24;31;0;12;0;0;0;0;0
2020-05-26 11:15:00;134;25;29;0;17;0;0;0;0;0
2020-05-26 11:30:00;124;21;29;0;15;0;3;0;0;0
2020-05-26 11:45:00;117;17;18;0;14;0;1;0;0;0
2020-05-26 12:00:00;144;18;31;0;25;0;1;0;1;0
2020-05-26 12:15:00;128;18;20;0;19;0;3;0;0;0
2020-05-26 12:30:00;122;22;33;0;18;1;3;0;0;0
2020-05-26 12:45:00;126;33;27;0;21;0;6;0;0;0
2020-05-26 13:00:00;122;26;46;0;25;0;3;0;0;0
2020-05-26 13:15:00;122;36;54;0;13;10;14;0;4;0
2020-05-26 13:30:00;173;60;78;0;14;0;1;0;0;0
2020-05-26 13:45:00;177;74;108;0;22;0;10;0;2;0
2020-05-26 14:00:00;229;49;87;0;27;0;4;0;0;0
2020-05-26 14:15:00;223;33;56;0;27;0;9;0;0;0
2020-05-26 14:30:00;182;19;19;0;25;0;21;0;0;0
2020-05-26 14:45:00;148;25;24;0;32;0;20;1;0;0
2020-05-26 15:00:00;149;29;29;0;29;0;18;5;0;0
2020-05-26 15:15:00;176;30;29;0;34;0;5;0;0;0
2020-05-26 15:30:00;180;30;26;0;30;0;24;0;0;0
2020-05-26 15:45:00;155;25;25;0;22;0;0;0;0;0
2020-05-26 16:00:00;195;22;17;0;34;0;1;0;1;0
2020-05-26 16:15:00;127;19;29;0;24;0;13;0;0;0
2020-05-26 16:30:00;153;24;29;0;29;0;5;0;0;0
2020-05-26 16:45:00;168;24;33;0;23;0;4;0;1;0
2020-05-26 17:00:00;152;21;33;0;33;0;1;1;0;0
2020-05-26 17:15:00;146;35;25;0;17;0;2;0;0;0
2020-05-26 17:30:00;99;9;14;0;12;0;7;1;0;0
2020-05-26 17:45:00;86;17;19;0;14;0;0;0;0;0
2020-05-26 18:00:00;112;21;18;0;17;0;0;2;0;0
2020-05-26 18:15:00;97;30;24;0;19;0;0;1;0;0
2020-05-26 18:30:00;106;15;21;0;22;0;5;0;0;0
2020-05-26 18:45:00;104;12;11;0;14;0;1;0;2;0
2020-05-26 19:00:00;105;24;18;0;11;0;1;0;0;0
2020-05-26 19:15:00;77;22;13;0;9;0;2;0;1;0
2020-05-26 19:30:00;87;14;15;0;11;0;3;0;0;0
2020-05-26 19:45:00;42;10;12;0;7;0;2;0;0;0
2020-05-26 20:00:00;60;17;11;0;5;0;5;0;0;0
2020-05-26 20:15:00;51;10;9;0;9;2;3;0;0;0
2020-05-26 20:30:00;76;14;16;0;11;0;3;0;0;0
2020-05-26 20:45:00;61;17;18;0;6;0;9;0;0;0
2020-05-26 21:00:00;85;22;32;0;5;1;23;0;0;0
2020-05-26 21:15:00;102;29;34;0;11;21;37;0;0;0
2020-05-26 21:30:00;115;22;23;0;11;14;32;0;0;0
2020-05-26 21:45:00;153;26;28;0;44;7;35;0;0;0
2020-05-26 22:00:00;104;11;16;0;63;4;28;1;1;0
2020-05-26 22:15:00;67;7;6;0;48;1;31;0;0;0
2020-05-26 22:30:00;82;3;3;0;7;4;15;1;0;0
2020-05-26 22:45:00;83;4;2;0;7;3;10;0;0;0
2020-05-26 23:00:00;55;5;1;0;7;6;12;0;0;0
2020-05-26 23:15:00;38;3;0;0;5;0;9;0;0;0
2020-05-26 23:30:00;52;1;1;0;2;2;7;0;0;0
