DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-05-04 00:00:00;2;3;9;2;0;5;0;0;0;0;0;0
2020-05-04 00:15:00;4;4;4;0;5;1;0;0;0;0;0;0
2020-05-04 00:30:00;3;1;4;0;0;2;0;0;0;0;0;0
2020-05-04 00:45:00;3;3;2;0;0;1;0;0;0;0;0;0
2020-05-04 01:00:00;2;3;4;0;0;1;0;0;0;0;0;0
2020-05-04 01:15:00;3;1;1;0;0;0;0;0;0;0;0;0
2020-05-04 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 01:45:00;0;1;1;0;0;0;0;0;0;0;0;0
2020-05-04 02:00:00;0;0;3;1;0;2;0;0;0;0;0;0
2020-05-04 02:15:00;0;0;4;1;0;3;0;0;0;0;0;0
2020-05-04 02:30:00;2;1;1;0;0;0;0;0;0;0;0;0
2020-05-04 02:45:00;2;2;2;0;0;0;0;0;0;0;0;0
2020-05-04 03:00:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-04 03:15:00;1;0;1;0;0;2;0;0;0;0;0;0
2020-05-04 03:30:00;3;4;3;0;0;0;0;0;0;0;0;0
2020-05-04 03:45:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 04:00:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-04 04:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2020-05-04 04:30:00;1;1;4;0;0;3;0;0;0;0;0;0
2020-05-04 04:45:00;0;1;2;0;1;0;0;0;0;0;0;0
2020-05-04 05:00:00;5;4;4;0;2;3;0;0;0;0;0;0
2020-05-04 05:15:00;4;2;5;1;0;5;0;0;0;0;0;0
2020-05-04 05:30:00;7;4;16;0;3;13;0;0;0;0;0;0
2020-05-04 05:45:00;17;15;16;1;4;6;0;0;0;0;0;0
2020-05-04 06:00:00;25;19;33;5;7;19;0;0;0;0;0;0
2020-05-04 06:15:00;27;25;45;6;5;25;0;0;0;0;0;0
2020-05-04 06:30:00;26;26;52;15;9;33;0;0;0;0;0;0
2020-05-04 06:45:00;40;35;39;12;7;29;0;0;0;0;0;0
2020-05-04 07:00:00;44;48;45;20;9;21;0;0;0;0;0;0
2020-05-04 07:15:00;31;35;42;19;4;23;1;0;0;0;0;0
2020-05-04 07:30:00;42;49;50;14;6;27;2;1;0;0;0;0
2020-05-04 07:45:00;50;57;73;14;9;41;0;0;0;0;0;0
2020-05-04 08:00:00;53;48;57;7;9;39;0;0;0;0;0;0
2020-05-04 08:15:00;42;42;64;30;6;35;0;0;5;0;0;0
