DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-05-03 00:00:00;3;0;0;0;1;3;5;4;4;5;2;0;0
2020-05-03 00:15:00;2;1;2;1;1;4;3;2;2;2;2;0;2
2020-05-03 00:30:00;2;2;0;1;2;4;3;0;0;4;2;0;1
2020-05-03 00:45:00;3;0;0;4;2;4;3;2;2;2;1;0;0
2020-05-03 01:00:00;4;0;0;0;1;5;3;3;1;5;6;0;0
2020-05-03 01:15:00;2;2;0;0;1;5;5;0;0;0;0;1;0
2020-05-03 01:30:00;3;1;0;1;1;3;4;1;1;0;0;1;0
2020-05-03 01:45:00;1;1;0;2;2;2;4;0;0;1;2;0;0
2020-05-03 02:00:00;2;0;0;1;1;0;0;0;0;1;1;1;0
2020-05-03 02:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0
2020-05-03 02:30:00;1;0;0;0;0;0;1;1;1;2;0;0;0
2020-05-03 02:45:00;0;0;1;0;1;0;0;1;1;2;1;1;1
2020-05-03 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 03:15:00;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-05-03 03:30:00;2;0;0;0;1;1;2;0;0;0;0;0;0
2020-05-03 03:45:00;0;1;0;0;0;1;1;1;1;2;0;0;0
2020-05-03 04:00:00;0;0;0;1;2;0;0;0;0;0;0;0;0
2020-05-03 04:15:00;0;0;2;1;2;1;1;0;0;0;0;0;2
2020-05-03 04:30:00;0;0;0;0;1;0;0;0;0;0;1;0;0
2020-05-03 04:45:00;1;0;0;0;0;1;1;0;0;0;0;0;0
2020-05-03 05:00:00;3;0;0;2;2;3;2;0;0;0;0;0;0
2020-05-03 05:15:00;2;0;2;1;3;5;4;2;0;0;0;0;2
2020-05-03 05:30:00;4;1;0;2;2;2;1;0;0;0;0;0;0
2020-05-03 05:45:00;2;0;0;1;2;5;5;1;1;2;0;0;0
2020-05-03 06:00:00;3;0;1;3;1;5;5;0;0;1;2;0;1
2020-05-03 06:15:00;2;0;1;2;0;8;7;0;0;0;0;0;1
2020-05-03 06:30:00;1;1;0;1;1;5;6;2;0;0;0;0;0
2020-05-03 06:45:00;2;2;2;3;3;9;5;1;1;1;1;0;2
2020-05-03 07:00:00;4;1;2;2;2;8;5;0;0;1;1;0;2
2020-05-03 07:15:00;5;1;1;7;3;2;2;1;0;2;2;0;1
2020-05-03 07:30:00;5;1;1;7;2;5;5;1;1;2;4;1;1
2020-05-03 07:45:00;6;2;0;4;6;8;5;1;1;0;4;0;0
2020-05-03 08:00:00;6;0;0;7;4;4;2;3;4;1;7;0;0
2020-05-03 08:15:00;5;1;4;6;3;3;4;1;1;1;6;4;4
2020-05-03 08:30:00;8;1;2;8;7;7;4;3;2;3;5;3;2
2020-05-03 08:45:00;5;2;1;10;3;7;11;4;1;3;2;2;0
2020-05-03 09:00:00;6;2;3;11;5;11;10;1;1;5;12;1;2
2020-05-03 09:15:00;9;6;1;12;6;10;4;2;3;2;9;6;2
2020-05-03 09:30:00;13;3;1;12;12;18;15;3;1;3;5;0;1
2020-05-03 09:45:00;12;4;4;10;10;17;15;9;5;10;8;1;5
2020-05-03 10:00:00;6;1;4;10;6;14;7;6;7;9;9;2;4
2020-05-03 10:15:00;14;2;4;16;10;18;15;9;3;3;10;3;5
2020-05-03 10:30:00;14;6;5;13;9;17;13;6;5;5;5;4;5
2020-05-03 10:45:00;16;12;6;17;19;22;17;7;4;5;7;5;6
2020-05-03 11:00:00;10;7;4;8;16;18;17;5;3;3;10;3;6
2020-05-03 11:15:00;16;8;5;13;19;31;20;6;6;4;6;2;5
2020-05-03 11:30:00;14;8;4;12;16;24;13;10;10;12;10;1;4
2020-05-03 11:45:00;22;11;2;12;6;26;22;4;3;6;18;4;2
2020-05-03 12:00:00;13;3;6;11;10;30;18;11;11;14;11;3;6
2020-05-03 12:15:00;14;8;1;17;13;26;25;9;5;10;11;8;1
2020-05-03 12:30:00;17;7;3;11;20;27;20;8;6;5;6;2;3
2020-05-03 12:45:00;26;8;5;12;22;19;14;8;8;15;11;3;5
2020-05-03 13:00:00;11;1;8;9;9;30;16;9;11;17;17;7;8
2020-05-03 13:15:00;27;9;8;19;14;38;19;13;8;9;7;3;8
2020-05-03 13:30:00;19;8;5;15;24;31;25;18;10;14;12;7;5
2020-05-03 13:45:00;22;8;7;15;14;33;25;12;13;27;9;7;6
2020-05-03 14:00:00;24;10;2;16;16;39;26;13;10;10;9;8;2
2020-05-03 14:15:00;16;7;5;15;18;43;32;19;8;16;16;4;5
2020-05-03 14:30:00;21;9;8;15;17;43;21;10;8;12;16;4;9
2020-05-03 14:45:00;26;13;11;15;20;42;25;16;12;17;13;2;11
2020-05-03 15:00:00;16;6;5;16;20;40;30;10;11;19;11;7;4
2020-05-03 15:15:00;34;10;7;13;17;40;21;13;13;30;17;8;8
2020-05-03 15:30:00;18;11;12;21;18;33;22;17;17;20;11;5;12
2020-05-03 15:45:00;27;14;5;17;18;38;26;14;11;20;9;1;5
2020-05-03 16:00:00;23;9;5;13;13;36;20;12;12;20;16;5;6
2020-05-03 16:15:00;19;13;9;15;17;40;25;6;9;15;15;7;10
2020-05-03 16:30:00;28;16;6;19;16;49;33;16;13;17;15;2;7
2020-05-03 16:45:00;29;17;15;15;19;41;22;11;10;13;19;7;16
2020-05-03 17:00:00;20;13;10;17;12;43;24;8;14;25;15;8;11
2020-05-03 17:15:00;24;6;4;12;15;26;18;12;11;23;12;6;4
2020-05-03 17:30:00;31;19;8;13;15;37;27;15;17;17;16;6;8
2020-05-03 17:45:00;27;9;7;19;11;39;21;11;13;17;11;4;6
2020-05-03 18:00:00;35;10;9;15;18;42;27;11;14;19;18;7;8
2020-05-03 18:15:00;21;6;5;10;12;47;27;15;16;24;15;8;4
2020-05-03 18:30:00;22;11;4;10;21;36;27;12;14;22;14;8;4
2020-05-03 18:45:00;24;13;8;13;20;37;24;14;10;28;21;5;8
2020-05-03 19:00:00;29;14;5;12;8;39;26;10;14;20;17;8;5
2020-05-03 19:15:00;26;10;8;18;11;41;20;12;9;12;12;5;8
2020-05-03 19:30:00;23;8;6;15;27;28;15;15;11;16;15;10;6
2020-05-03 19:45:00;26;10;3;9;9;27;23;12;11;22;10;4;2
2020-05-03 20:00:00;21;13;4;15;12;22;14;15;15;25;11;3;5
2020-05-03 20:15:00;19;6;5;13;11;26;17;9;11;18;8;3;5
2020-05-03 20:30:00;19;6;1;10;7;27;16;10;11;18;6;1;1
2020-05-03 20:45:00;12;5;0;7;14;19;12;8;8;20;14;5;0
2020-05-03 21:00:00;8;5;10;3;7;18;11;16;14;20;8;2;10
2020-05-03 21:15:00;6;6;3;4;4;14;17;9;8;16;9;5;3
2020-05-03 21:30:00;8;5;1;2;6;12;11;6;8;13;12;3;1
2020-05-03 21:45:00;11;5;0;4;9;10;2;4;4;12;7;1;0
2020-05-03 22:00:00;11;2;3;2;3;15;9;4;4;7;3;7;3
2020-05-03 22:15:00;10;1;0;3;5;8;4;6;5;3;1;1;0
2020-05-03 22:30:00;5;1;0;4;7;17;6;8;9;9;5;4;0
2020-05-03 22:45:00;8;4;3;3;1;7;2;4;4;4;2;1;3
2020-05-03 23:00:00;3;0;1;0;5;8;1;2;2;3;1;1;1
2020-05-03 23:15:00;7;2;0;1;4;6;2;0;2;3;1;1;0
2020-05-03 23:30:00;2;0;0;2;3;6;6;1;1;1;2;1;0
2020-05-03 23:45:00;1;1;1;0;2;3;3;3;2;3;1;1;1
