DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-06-12 00:00:00;8;4;0;8;3;0;0;0;0;0
2020-06-12 00:15:00;3;3;0;10;3;0;0;0;0;0
2020-06-12 00:30:00;7;8;0;9;7;0;0;0;0;0
2020-06-12 00:45:00;7;6;0;9;6;0;0;0;0;0
2020-06-12 01:00:00;13;6;0;3;3;0;0;0;0;0
2020-06-12 01:15:00;6;5;1;5;3;1;0;0;0;0
2020-06-12 01:30:00;8;3;0;4;1;0;0;0;0;0
2020-06-12 01:45:00;2;2;0;1;1;0;0;0;0;0
2020-06-12 02:00:00;7;3;0;2;4;0;0;0;0;0
2020-06-12 02:15:00;7;5;0;2;4;0;0;0;0;0
2020-06-12 02:30:00;6;1;0;6;5;0;0;0;0;0
2020-06-12 02:45:00;4;1;0;4;2;0;0;0;0;0
2020-06-12 03:00:00;4;5;0;6;6;0;0;0;0;0
2020-06-12 03:15:00;6;3;0;5;5;1;0;0;0;0
2020-06-12 03:30:00;5;3;0;2;3;1;0;0;0;0
2020-06-12 03:45:00;6;3;0;8;6;0;0;0;0;0
2020-06-12 04:00:00;4;5;0;5;4;0;0;0;0;0
2020-06-12 04:15:00;6;3;0;5;6;0;0;0;0;0
2020-06-12 04:30:00;9;0;0;4;1;0;0;0;0;0
2020-06-12 04:45:00;7;7;0;8;5;0;0;0;0;0
2020-06-12 05:00:00;6;4;0;10;9;0;0;0;0;0
2020-06-12 05:15:00;23;17;0;20;7;3;0;0;0;0
2020-06-12 05:30:00;28;19;0;27;10;1;0;0;0;0
2020-06-12 05:45:00;44;29;3;34;10;2;0;0;0;0
2020-06-12 06:00:00;31;16;4;32;18;0;0;0;0;0
2020-06-12 06:15:00;38;10;0;29;16;0;0;0;0;0
2020-06-12 06:30:00;56;29;1;50;20;1;0;0;0;0
2020-06-12 06:45:00;67;61;0;57;25;5;0;0;0;0
2020-06-12 07:00:00;50;36;0;67;33;1;0;0;0;0
2020-06-12 07:15:00;65;31;0;68;41;3;0;0;0;0
2020-06-12 07:30:00;59;34;6;71;45;4;4;0;0;0
2020-06-12 07:45:00;75;43;1;66;42;3;0;0;0;0
2020-06-12 08:00:00;58;50;5;76;47;6;0;0;0;0
2020-06-12 08:15:00;74;48;3;85;39;4;0;0;0;0
2020-06-12 08:30:00;91;49;3;67;50;8;1;0;0;0
2020-06-12 08:45:00;86;67;1;89;65;10;1;0;0;0
2020-06-12 09:15:00;107;57;3;109;65;7;4;0;0;0
2020-06-12 09:30:00;113;67;4;121;66;8;0;0;0;0
2020-06-12 09:45:00;98;55;3;114;82;10;6;0;0;0
2020-06-12 10:00:00;98;71;4;121;69;8;2;0;0;0
2020-06-12 10:15:00;121;87;2;137;70;6;2;0;0;0
2020-06-12 10:30:00;122;95;4;123;73;266;1;0;0;0
2020-06-12 10:45:00;109;70;3;129;75;11;15;0;0;0
2020-06-12 11:00:00;115;79;2;137;87;8;0;0;0;0
2020-06-12 11:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 11:30:00;114;82;10;119;75;7;0;0;0;0
2020-06-12 11:45:00;110;68;5;111;72;260;0;0;0;0
2020-06-12 12:00:00;114;92;3;120;75;12;0;0;0;0
2020-06-12 12:15:00;126;71;4;127;65;12;1;0;0;0
2020-06-12 12:30:00;135;98;5;139;68;9;5;0;0;0
2020-06-12 12:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 13:00:00;120;79;6;122;61;6;0;0;0;0
2020-06-12 13:15:00;111;63;6;130;63;12;0;0;0;0
