DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-03-29 00:00:00;0;0;0;0;0;1;0;1;0;0;0
2020-03-29 00:15:00;0;0;0;0;0;1;0;1;0;0;0
2020-03-29 00:30:00;0;0;0;0;0;3;0;3;0;0;0
2020-03-29 00:45:00;2;1;0;0;0;1;1;1;0;0;0
2020-03-29 01:00:00;0;0;0;0;0;1;1;1;0;0;0
2020-03-29 01:15:00;1;2;2;0;0;2;2;2;0;0;0
2020-03-29 01:30:00;0;0;0;0;0;1;0;1;0;0;0
2020-03-29 01:45:00;3;0;0;0;0;2;0;2;0;0;0
2020-03-29 03:00:00;1;0;0;0;0;1;0;1;0;0;0
2020-03-29 03:15:00;2;0;0;0;0;2;0;2;0;0;0
2020-03-29 03:30:00;1;1;2;0;0;2;0;2;0;0;0
2020-03-29 03:45:00;2;0;0;0;0;2;1;2;0;0;0
2020-03-29 04:00:00;0;0;0;0;0;1;0;1;0;0;0
2020-03-29 04:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-03-29 04:30:00;3;0;0;0;0;1;2;1;0;0;0
2020-03-29 04:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-03-29 05:00:00;4;1;0;0;0;3;0;3;0;0;0
2020-03-29 05:15:00;3;0;0;0;0;0;0;0;0;0;0
2020-03-29 05:30:00;2;0;0;0;0;4;0;4;0;0;0
2020-03-29 05:45:00;8;1;0;0;0;5;0;5;0;0;0
2020-03-29 06:00:00;5;1;0;0;0;4;0;4;0;0;0
2020-03-29 06:15:00;4;0;0;0;0;4;0;4;0;0;0
2020-03-29 06:30:00;5;0;0;0;0;5;0;5;0;0;0
2020-03-29 06:45:00;3;0;0;0;0;4;0;4;0;0;0
2020-03-29 07:00:00;1;0;0;0;0;3;0;3;0;0;0
2020-03-29 07:15:00;2;2;0;0;0;2;0;2;0;0;0
2020-03-29 07:30:00;3;0;0;0;0;3;0;3;0;0;0
2020-03-29 07:45:00;1;0;0;0;0;6;0;6;0;0;0
2020-03-29 08:00:00;7;3;2;0;0;7;2;7;0;0;0
2020-03-29 08:15:00;6;0;0;0;0;7;3;7;1;2;0
2020-03-29 08:30:00;1;0;0;0;0;3;0;3;0;0;0
2020-03-29 08:45:00;1;0;0;1;0;5;1;5;0;0;0
2020-03-29 09:00:00;6;1;1;0;0;7;2;7;1;0;0
2020-03-29 09:15:00;14;0;0;0;0;7;1;8;0;0;0
2020-03-29 09:30:00;7;3;2;0;0;7;1;7;0;1;0
2020-03-29 09:45:00;3;0;0;0;0;6;2;6;1;1;0
2020-03-29 10:00:00;11;2;2;1;0;7;0;7;1;0;0
2020-03-29 10:15:00;9;0;0;0;0;9;0;9;0;0;0
2020-03-29 10:30:00;7;0;0;0;0;13;0;13;0;0;0
2020-03-29 10:45:00;10;1;1;1;0;9;0;9;0;0;0
2020-03-29 11:00:00;10;0;0;1;0;17;3;17;2;1;0
2020-03-29 11:15:00;20;0;1;0;0;12;1;12;0;0;0
2020-03-29 11:30:00;9;0;0;0;0;10;0;10;0;0;0
2020-03-29 11:45:00;10;0;0;2;0;7;0;7;0;0;1
2020-03-29 12:00:00;15;1;0;0;0;10;1;10;1;2;0
2020-03-29 12:15:00;10;1;0;0;0;18;2;18;0;1;0
2020-03-29 12:30:00;13;4;3;0;0;12;1;12;1;1;0
2020-03-29 12:45:00;17;1;1;0;0;17;2;17;5;1;0
2020-03-29 13:00:00;18;1;1;0;0;16;2;16;1;2;0
2020-03-29 13:15:00;15;0;0;0;0;20;2;20;5;0;0
2020-03-29 13:30:00;14;4;4;0;0;23;0;23;8;0;0
2020-03-29 13:45:00;17;2;1;0;0;13;2;13;3;0;0
2020-03-29 14:00:00;14;2;1;0;0;22;1;22;1;0;0
2020-03-29 14:15:00;14;0;0;0;0;16;2;16;1;1;0
2020-03-29 14:30:00;21;1;1;0;1;19;0;19;2;1;0
2020-03-29 14:45:00;18;3;1;0;0;23;4;23;1;1;0
2020-03-29 15:00:00;9;2;2;0;0;22;0;22;0;0;0
2020-03-29 15:15:00;24;0;0;0;1;13;2;13;1;0;0
2020-03-29 15:30:00;27;2;1;3;1;23;0;23;2;0;0
2020-03-29 15:45:00;21;1;0;0;0;24;0;23;1;0;0
2020-03-29 16:00:00;17;1;0;0;1;11;0;11;1;0;10
2020-03-29 16:15:00;18;1;1;1;1;20;2;21;1;0;0
2020-03-29 16:30:00;27;0;0;0;0;14;0;14;0;0;0
2020-03-29 16:45:00;18;3;3;0;1;15;2;15;0;0;0
2020-03-29 17:00:00;24;1;0;0;0;15;0;15;1;0;0
2020-03-29 17:15:00;23;4;3;0;0;26;2;26;0;0;0
2020-03-29 17:30:00;22;2;1;0;0;20;2;20;1;0;0
2020-03-29 17:45:00;25;0;0;0;0;17;0;17;0;0;0
2020-03-29 18:00:00;18;0;0;0;0;19;2;19;0;0;0
2020-03-29 18:15:00;18;1;1;0;0;13;4;13;0;1;0
2020-03-29 18:30:00;23;3;2;0;0;12;3;12;1;0;0
2020-03-29 18:45:00;26;2;0;0;0;21;1;21;0;0;0
2020-03-29 19:00:00;16;1;1;0;0;23;3;23;3;1;0
2020-03-29 19:15:00;14;1;1;0;0;12;2;12;1;1;0
2020-03-29 19:30:00;19;0;0;1;0;12;3;12;1;3;0
2020-03-29 19:45:00;20;1;1;1;0;18;0;18;1;0;0
2020-03-29 20:00:00;8;0;0;0;0;17;2;17;1;0;0
2020-03-29 20:15:00;18;1;0;0;0;8;0;8;0;0;0
2020-03-29 20:30:00;11;2;2;0;0;10;2;10;0;0;0
2020-03-29 20:45:00;11;1;0;0;0;7;1;7;0;0;0
2020-03-29 21:00:00;13;2;1;0;0;10;0;10;0;0;0
2020-03-29 21:15:00;7;1;0;0;0;5;0;5;1;1;0
2020-03-29 21:30:00;6;0;0;0;0;5;2;5;3;2;0
2020-03-29 21:45:00;6;1;0;0;0;3;0;3;0;0;0
2020-03-29 22:00:00;11;2;0;0;0;7;2;7;0;1;0
2020-03-29 22:15:00;4;0;0;0;0;9;2;9;0;0;0
2020-03-29 22:30:00;7;1;1;0;0;2;1;2;0;0;0
2020-03-29 22:45:00;3;0;0;0;0;0;0;0;0;0;0
2020-03-29 23:00:00;2;1;1;0;0;2;0;2;3;1;0
2020-03-29 23:15:00;5;2;2;0;0;3;0;3;0;3;0
2020-03-29 23:30:00;5;0;1;0;0;2;0;2;1;1;0
2020-03-29 23:45:00;
