DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-08-06 00:00:00;4;2;0;14;2;7;0;0;0;0;0
2020-08-06 00:15:00;5;11;0;18;0;7;1;1;0;0;0
2020-08-06 00:30:00;0;1;0;5;0;1;0;0;0;0;0
2020-08-06 00:45:00;0;2;0;6;3;6;0;0;0;0;0
2020-08-06 01:00:00;1;0;0;4;1;3;0;1;0;0;0
2020-08-06 01:15:00;1;3;0;5;1;2;0;0;0;0;0
2020-08-06 01:30:00;2;4;0;4;0;3;0;0;0;0;0
2020-08-06 01:45:00;1;5;0;8;1;6;0;0;0;0;0
2020-08-06 02:00:00;0;0;0;2;0;1;0;1;0;0;0
2020-08-06 02:15:00;0;1;0;3;0;3;0;0;0;0;0
2020-08-06 02:30:00;1;3;0;0;0;0;0;0;0;0;0
2020-08-06 02:45:00;3;3;0;1;0;0;0;0;0;0;0
2020-08-06 03:00:00;1;0;0;2;0;2;0;0;0;0;0
2020-08-06 03:15:00;0;2;0;2;0;1;0;0;0;0;0
2020-08-06 03:30:00;1;0;0;1;0;1;0;1;0;0;0
2020-08-06 03:45:00;3;4;0;4;0;4;0;1;0;0;0
2020-08-06 04:00:00;3;2;0;3;2;3;0;1;0;0;0
2020-08-06 04:15:00;1;3;0;4;2;3;4;2;0;0;0
2020-08-06 04:30:00;0;1;0;1;0;1;0;1;0;0;0
2020-08-06 04:45:00;4;0;0;1;0;0;0;1;0;0;0
2020-08-06 05:00:00;4;3;0;1;0;0;0;5;0;0;0
2020-08-06 05:15:00;7;3;0;8;1;7;1;5;0;0;0
2020-08-06 05:30:00;6;6;0;8;0;3;2;4;0;0;0
2020-08-06 05:45:00;16;25;0;14;3;5;2;3;0;0;0
2020-08-06 06:00:00;14;12;0;21;8;15;1;6;0;0;0
2020-08-06 06:15:00;24;25;0;23;8;14;3;17;0;0;0
2020-08-06 06:30:00;27;33;0;33;12;20;5;18;0;0;0
2020-08-06 06:45:00;30;31;0;23;8;18;5;7;1;0;0
2020-08-06 07:00:00;44;40;0;30;6;18;6;23;0;0;0
2020-08-06 07:15:00;46;65;0;37;8;24;4;14;0;0;0
2020-08-06 07:30:00;63;48;0;42;11;28;3;15;9;0;0
2020-08-06 07:45:00;62;60;0;41;12;33;5;21;0;1;0
2020-08-06 08:00:00;40;40;0;34;7;26;6;21;0;0;0
2020-08-06 08:15:00;62;49;0;37;11;23;8;20;0;0;0
2020-08-06 08:30:00;42;32;0;46;7;32;5;13;0;0;0
2020-08-06 08:45:00;46;47;0;45;6;33;7;13;0;0;0
2020-08-06 09:00:00;43;42;0;48;6;41;3;7;1;0;0
2020-08-06 09:15:00;46;41;0;46;6;33;6;17;0;0;0
