DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-02-16 00:00:00;21;12;1;10;9;0;0;0;0;0
2020-02-16 00:15:00;22;8;0;15;5;0;0;0;0;0
2020-02-16 00:30:00;10;7;1;13;6;0;0;0;0;0
2020-02-16 00:45:00;16;7;2;9;1;0;0;0;0;0
2020-02-16 01:00:00;18;12;1;6;3;0;0;0;0;0
2020-02-16 01:15:00;8;7;2;8;3;0;0;0;0;0
2020-02-16 01:30:00;8;6;0;7;3;2;0;0;0;0
2020-02-16 01:45:00;23;8;1;12;3;0;0;0;0;0
2020-02-16 02:00:00;13;7;2;10;4;0;0;0;0;0
2020-02-16 02:15:00;9;2;4;4;1;0;0;0;0;0
2020-02-16 02:30:00;12;4;2;4;0;0;0;0;0;0
2020-02-16 02:45:00;5;4;3;9;3;0;0;0;0;0
2020-02-16 03:00:00;8;9;0;8;3;0;0;0;0;0
2020-02-16 03:15:00;9;7;2;9;3;0;0;0;0;0
2020-02-16 03:30:00;4;3;0;8;4;0;0;0;0;0
2020-02-16 03:45:00;12;4;2;5;1;0;0;0;0;0
2020-02-16 04:00:00;10;5;2;9;2;0;0;0;0;0
2020-02-16 04:15:00;6;6;2;11;3;0;0;0;0;0
2020-02-16 04:30:00;3;3;2;9;5;0;0;0;0;0
2020-02-16 04:45:00;7;5;3;8;3;0;0;0;0;0
2020-02-16 05:00:00;4;7;0;13;6;0;0;0;0;0
2020-02-16 05:15:00;5;6;0;13;6;0;0;0;0;0
2020-02-16 05:30:00;11;5;2;10;5;0;0;0;0;0
2020-02-16 05:45:00;7;5;2;9;7;0;0;0;0;0
2020-02-16 06:00:00;3;4;4;7;4;0;0;0;0;0
2020-02-16 06:15:00;5;2;1;8;1;0;0;0;0;0
2020-02-16 06:30:00;7;3;1;8;0;0;0;0;0;0
2020-02-16 06:45:00;2;0;0;8;2;0;0;0;0;0
2020-02-16 07:00:00;11;3;4;3;5;0;0;0;0;0
2020-02-16 07:15:00;3;3;4;9;3;0;0;0;0;0
2020-02-16 07:30:00;5;2;1;10;3;0;0;0;0;0
2020-02-16 07:45:00;7;7;2;14;6;0;0;0;0;0
2020-02-16 08:00:00;18;9;1;18;7;2;0;0;0;0
2020-02-16 08:15:00;17;16;1;22;9;0;0;0;0;0
2020-02-16 08:30:00;15;10;4;19;7;0;0;0;0;0
2020-02-16 08:45:00;24;12;0;41;15;0;0;0;0;0
2020-02-16 09:00:00;33;8;0;46;20;0;0;0;0;0
2020-02-16 09:15:00;40;16;2;46;17;0;0;0;0;0
2020-02-16 09:30:00;52;26;1;43;21;0;0;0;0;0
2020-02-16 09:45:00;51;35;2;45;27;0;0;0;0;0
2020-02-16 10:00:00;49;32;0;56;9;1;0;0;0;0
2020-02-16 10:15:00;48;38;1;44;12;0;0;0;0;0
2020-02-16 10:30:00;71;37;2;44;15;0;0;0;0;0
2020-02-16 10:45:00;65;26;2;44;11;1;0;0;0;0
2020-02-16 11:00:00;54;30;1;42;14;0;0;0;0;0
2020-02-16 11:15:00;62;33;0;32;11;0;0;0;0;0
2020-02-16 11:30:00;61;27;3;52;14;0;0;0;0;0
2020-02-16 11:45:00;75;25;0;51;13;0;0;0;0;0
2020-02-16 12:00:00;75;35;0;45;17;0;0;0;0;0
2020-02-16 12:15:00;52;33;0;48;19;0;0;0;0;0
2020-02-16 12:30:00;44;25;0;47;10;0;0;0;0;0
2020-02-16 12:45:00;67;32;1;60;14;0;0;0;0;0
2020-02-16 13:00:00;51;34;2;64;27;0;0;0;0;0
2020-02-16 13:15:00;56;24;1;57;25;0;0;0;0;0
2020-02-16 13:30:00;46;26;0;51;24;0;0;0;0;0
2020-02-16 13:45:00;56;32;2;61;21;1;0;0;0;0
2020-02-16 14:00:00;43;22;0;64;14;0;0;0;0;0
2020-02-16 14:15:00;51;27;0;57;18;1;0;0;0;0
2020-02-16 14:30:00;65;34;3;74;27;0;2;0;0;0
2020-02-16 14:45:00;61;34;3;67;17;0;0;0;0;0
2020-02-16 15:00:00;49;21;0;61;29;0;0;0;0;0
2020-02-16 15:15:00;40;28;2;53;14;0;1;0;0;0
2020-02-16 15:30:00;43;25;0;64;20;0;0;0;0;0
2020-02-16 15:45:00;46;26;0;47;13;0;0;0;0;0
2020-02-16 16:00:00;50;31;0;44;20;1;0;0;0;0
2020-02-16 16:15:00;48;24;0;55;19;0;0;0;0;0
2020-02-16 16:30:00;35;17;0;55;28;0;0;0;0;0
2020-02-16 16:45:00;48;21;0;66;25;0;0;0;0;0
2020-02-16 17:00:00;49;25;2;52;20;0;0;0;0;0
2020-02-16 17:15:00;57;18;0;63;17;0;0;0;0;0
2020-02-16 17:30:00;39;17;0;60;34;0;0;0;0;0
2020-02-16 17:45:00;53;22;1;52;26;0;0;0;0;0
2020-02-16 18:00:00;48;25;2;44;24;0;0;0;0;0
2020-02-16 18:15:00;47;17;2;55;22;0;0;0;0;0
2020-02-16 18:30:00;50;22;0;59;24;0;0;0;0;0
2020-02-16 18:45:00;40;22;2;48;18;1;0;0;0;0
2020-02-16 19:00:00;60;27;2;62;16;1;0;0;0;0
2020-02-16 19:15:00;39;20;3;43;17;0;0;0;0;0
2020-02-16 19:30:00;34;14;1;37;16;0;0;0;0;0
2020-02-16 19:45:00;38;11;3;30;13;0;0;0;0;0
2020-02-16 20:00:00;34;12;1;31;17;0;0;0;0;0
2020-02-16 20:15:00;25;16;1;30;13;0;0;0;0;0
2020-02-16 20:30:00;22;13;1;23;8;0;0;0;0;0
2020-02-16 20:45:00;34;11;1;28;8;0;0;0;0;0
2020-02-16 21:00:00;28;13;1;33;4;0;0;0;0;0
2020-02-16 21:15:00;24;19;0;26;10;1;0;0;0;0
2020-02-16 21:30:00;16;7;2;29;5;0;0;0;0;0
2020-02-16 21:45:00;20;16;1;19;2;0;0;0;0;0
2020-02-16 22:00:00;17;8;0;11;7;1;0;0;0;0
2020-02-16 22:15:00;28;14;1;19;5;0;0;0;0;0
2020-02-16 22:30:00;15;7;0;15;7;0;0;0;0;0
2020-02-16 22:45:00;11;12;1;10;5;0;0;0;0;0
2020-02-16 23:00:00;12;3;1;8;6;0;0;0;0;0
2020-02-16 23:15:00;10;6;0;6;2;0;0;0;0;0
2020-02-16 23:30:00;6;3;0;5;2;0;0;0;0;0
2020-02-16 23:45:00;13;8;1;7;1;0;0;0;0;0
