DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-05-03 00:00:00;3;8;1;1;1;3;7;3
2020-05-03 00:15:00;4;5;2;0;0;4;6;3
2020-05-03 00:30:00;4;1;1;0;0;4;5;1
2020-05-03 00:45:00;3;2;1;0;2;6;7;4
2020-05-03 01:00:00;7;2;1;0;1;2;6;1
2020-05-03 01:15:00;6;6;1;0;0;3;6;5
2020-05-03 01:30:00;4;4;1;0;0;1;5;4
2020-05-03 01:45:00;1;5;2;1;1;2;3;2
2020-05-03 02:00:00;0;0;0;2;1;2;6;4
2020-05-03 02:15:00;0;0;0;0;0;1;3;1
2020-05-03 02:30:00;0;3;1;0;0;0;1;0
2020-05-03 02:45:00;0;2;1;0;0;0;3;1
2020-05-03 03:00:00;0;1;1;0;0;1;1;0
2020-05-03 03:15:00;1;2;1;0;0;2;0;0
2020-05-03 03:30:00;1;1;0;0;0;0;1;1
2020-05-03 03:45:00;2;2;1;0;0;2;2;1
2020-05-03 04:00:00;0;0;0;0;0;0;2;1
2020-05-03 04:15:00;1;1;0;0;0;0;2;1
2020-05-03 04:30:00;0;1;1;0;0;0;1;0
2020-05-03 04:45:00;0;1;0;1;0;4;1;0
2020-05-03 05:00:00;3;0;1;0;0;1;6;0
2020-05-03 05:15:00;5;3;2;1;0;2;1;1
2020-05-03 05:30:00;2;0;0;0;0;4;8;2
2020-05-03 05:45:00;6;3;2;1;0;1;4;2
2020-05-03 06:00:00;4;3;1;0;1;2;3;2
2020-05-03 06:15:00;11;3;2;0;0;2;5;1
2020-05-03 06:30:00;6;2;1;2;1;6;2;1
2020-05-03 06:45:00;7;4;2;1;0;7;2;3
2020-05-03 07:00:00;8;4;5;1;1;6;8;3
2020-05-03 07:15:00;2;6;4;0;0;2;9;4
2020-05-03 07:30:00;5;3;3;0;0;2;8;1
2020-05-03 07:45:00;8;3;3;1;0;4;6;6
2020-05-03 08:00:00;6;1;1;1;0;2;9;1
2020-05-03 08:15:00;5;7;3;0;1;3;5;2
2020-05-03 08:30:00;6;5;4;0;0;9;11;4
2020-05-03 08:45:00;8;12;9;0;0;3;10;3
2020-05-03 09:00:00;11;5;4;1;3;5;14;7
2020-05-03 09:15:00;10;7;7;1;1;9;15;7
2020-05-03 09:30:00;23;10;8;0;23;9;16;5
2020-05-03 09:45:00;15;10;7;3;128;14;21;10
2020-05-03 10:00:00;15;15;9;1;1;12;11;5
2020-05-03 10:15:00;17;14;13;3;1;15;17;7
2020-05-03 10:30:00;18;18;12;3;5;21;18;11
2020-05-03 10:45:00;24;14;12;2;1;17;32;20
2020-05-03 11:00:00;21;12;16;3;4;22;28;11
2020-05-03 11:15:00;31;22;11;1;0;17;30;10
2020-05-03 11:30:00;28;16;14;2;2;19;35;18
2020-05-03 11:45:00;24;25;21;5;2;24;33;15
2020-05-03 12:00:00;29;24;20;5;1;22;28;8
2020-05-03 12:15:00;32;21;23;5;2;19;23;12
2020-05-03 12:30:00;31;17;23;0;0;6;33;12
2020-05-03 12:45:00;22;18;17;3;1;22;43;14
2020-05-03 13:00:00;34;30;23;3;2;27;27;10
2020-05-03 13:15:00;45;29;12;0;2;21;41;10
2020-05-03 13:30:00;35;25;15;2;5;31;40;10
2020-05-03 13:45:00;33;22;21;4;2;27;37;18
2020-05-03 14:00:00;43;30;24;5;4;28;39;22
2020-05-03 14:15:00;41;33;19;7;5;35;44;12
2020-05-03 14:30:00;33;22;23;7;3;32;30;17
2020-05-03 14:45:00;46;23;23;4;5;31;47;19
2020-05-03 15:00:00;41;26;20;7;4;24;42;20
2020-05-03 15:15:00;41;20;17;6;5;31;53;18
2020-05-03 15:30:00;39;39;23;2;3;30;46;17
2020-05-03 15:45:00;38;30;17;4;4;39;45;26
2020-05-03 16:00:00;38;32;21;7;5;38;41;30
2020-05-03 16:15:00;39;33;22;3;2;29;42;19
2020-05-03 16:30:00;49;33;12;5;3;30;43;25
2020-05-03 16:45:00;32;24;10;7;2;29;51;30
2020-05-03 17:00:00;40;31;16;5;2;37;39;21
2020-05-03 17:15:00;33;31;21;2;3;25;43;31
2020-05-03 17:30:00;44;37;21;2;1;23;50;23
2020-05-03 17:45:00;42;29;18;3;6;37;46;19
2020-05-03 18:00:00;47;33;16;11;6;42;42;25
2020-05-03 18:15:00;45;35;20;5;1;29;38;22
2020-05-03 18:30:00;39;28;10;0;6;37;46;23
2020-05-03 18:45:00;31;24;10;4;2;34;44;23
2020-05-03 19:00:00;34;40;19;5;7;38;44;29
2020-05-03 19:15:00;41;20;12;0;2;33;37;20
2020-05-03 19:30:00;23;29;14;7;1;24;39;22
2020-05-03 19:45:00;27;21;14;3;0;27;47;21
2020-05-03 20:00:00;25;32;10;2;1;24;41;25
2020-05-03 20:15:00;22;35;8;3;1;19;40;24
2020-05-03 20:30:00;29;23;11;2;2;25;32;15
2020-05-03 20:45:00;24;13;5;0;0;19;32;14
2020-05-03 21:00:00;12;21;3;3;2;20;14;14
2020-05-03 21:15:00;11;23;4;3;2;15;24;11
2020-05-03 21:30:00;14;17;5;2;145;15;22;16
2020-05-03 21:45:00;4;6;7;0;179;14;16;16
2020-05-03 22:00:00;13;6;6;1;5;8;11;7
2020-05-03 22:15:00;8;11;5;1;0;17;13;6
2020-05-03 22:30:00;17;10;4;1;2;14;16;7
2020-05-03 22:45:00;7;3;1;1;1;8;11;6
2020-05-03 23:00:00;8;4;3;1;0;7;8;3
2020-05-03 23:15:00;6;5;1;0;1;6;12;9
2020-05-03 23:30:00;7;6;2;0;1;9;7;3
2020-05-03 23:45:00;3;7;4;0;4;6;3;5
