DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-03-05 00:00:00;1;3;1;0;1;0;1;1;2;4;0
2020-03-05 00:15:00;0;4;3;0;0;1;7;0;0;1;1
2020-03-05 00:30:00;0;3;3;1;1;2;3;1;0;2;2
2020-03-05 00:45:00;1;2;6;0;0;0;0;0;0;0;3
2020-03-05 01:00:00;0;1;1;0;0;0;1;2;1;2;1
2020-03-05 01:15:00;0;1;0;0;0;0;1;0;0;1;0
2020-03-05 01:30:00;0;3;2;0;0;0;1;1;0;2;1
2020-03-05 01:45:00;0;1;0;0;0;1;0;1;1;2;0
2020-03-05 02:00:00;1;0;2;0;1;1;0;0;0;0;0
2020-03-05 02:15:00;1;0;0;0;1;1;0;0;1;2;1
2020-03-05 02:30:00;0;0;1;0;0;0;1;0;0;0;0
2020-03-05 02:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 03:00:00;1;3;1;2;2;0;1;0;0;1;0
2020-03-05 03:15:00;0;3;3;1;1;0;0;1;0;1;0
2020-03-05 03:30:00;0;2;1;0;0;0;1;0;1;2;2
2020-03-05 03:45:00;0;0;3;0;0;0;0;0;0;2;2
2020-03-05 04:00:00;1;0;1;1;2;1;1;0;0;4;1
2020-03-05 04:15:00;0;0;1;0;0;2;4;0;1;1;1
2020-03-05 04:30:00;0;5;2;1;1;1;1;0;2;0;1
2020-03-05 04:45:00;0;8;4;0;0;0;1;0;2;2;4
2020-03-05 05:00:00;0;17;8;1;1;3;2;0;2;4;6
2020-03-05 05:15:00;3;47;28;3;4;0;8;2;1;1;11
2020-03-05 05:30:00;5;37;25;3;6;3;11;2;4;14;15
2020-03-05 05:45:00;2;34;26;2;4;5;13;1;13;28;22
2020-03-05 06:00:00;5;25;25;5;10;3;6;1;6;15;12
2020-03-05 06:15:00;0;12;10;0;1;4;4;1;3;4;9
2020-03-05 06:30:00;4;43;25;9;12;6;26;8;10;22;28
2020-03-05 06:45:00;1;44;48;9;10;11;30;11;20;27;32
2020-03-05 07:00:00;4;49;50;19;20;12;24;9;19;48;43
2020-03-05 07:15:00;5;53;38;27;32;13;43;24;36;77;25
2020-03-05 07:30:00;9;61;52;51;49;34;41;32;76;99;34
2020-03-05 07:45:00;14;55;60;29;44;45;48;41;44;55;46
2020-03-05 08:00:00;11;41;49;7;12;13;30;26;38;47;33
2020-03-05 08:15:00;3;46;42;13;17;16;27;18;35;46;30
2020-03-05 08:30:00;10;40;40;10;19;13;26;15;32;44;19
2020-03-05 08:45:00;12;43;48;11;19;17;30;19;43;41;19
2020-03-05 09:00:00;6;32;35;17;22;14;26;20;23;38;13
2020-03-05 09:15:00;6;20;39;14;18;6;31;11;36;53;14
2020-03-05 09:30:00;6;31;38;13;18;18;32;16;25;38;22
2020-03-05 09:45:00;7;33;38;20;26;10;33;27;35;38;16
