DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-10-27 00:00:00;2;2;3;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 00:15:00;1;2;4;1;1;5;6;2;0;0;0;0;0;0;0;0;0;0
2020-10-27 00:30:00;2;3;1;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0
2020-10-27 00:45:00;3;6;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 01:00:00;3;2;1;1;1;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 01:15:00;4;4;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 01:30:00;1;3;0;0;0;2;3;0;0;0;1;0;0;0;0;0;0;0
2020-10-27 01:45:00;1;2;3;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 02:00:00;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 02:15:00;1;5;1;2;3;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-27 02:30:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 02:45:00;3;2;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 03:00:00;1;1;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 03:15:00;3;3;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 03:30:00;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 03:45:00;2;3;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 04:00:00;1;3;3;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0
2020-10-27 04:15:00;2;3;3;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 04:30:00;11;7;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 04:45:00;11;19;2;6;8;6;11;1;0;0;0;0;0;0;0;0;0;0
2020-10-27 05:00:00;32;37;5;15;14;7;20;1;0;0;2;0;0;0;1;0;0;0
2020-10-27 05:15:00;66;120;2;34;24;12;25;3;2;2;5;11;0;0;25;0;0;0
2020-10-27 05:30:00;76;88;6;23;16;26;59;1;6;3;5;10;0;0;36;0;1;0
2020-10-27 05:45:00;77;72;22;36;26;68;132;3;0;0;6;14;0;0;39;0;0;0
2020-10-27 06:00:00;45;48;13;24;10;92;156;3;1;3;3;5;2;0;36;0;0;0
2020-10-27 06:15:00;45;52;10;39;4;28;69;1;2;1;2;10;0;0;21;0;0;1
2020-10-27 06:30:00;57;57;6;41;7;30;73;0;2;2;2;9;0;0;16;0;0;0
2020-10-27 06:45:00;57;63;12;42;6;26;69;0;3;6;6;13;0;0;11;0;0;0
2020-10-27 07:00:00;39;49;5;28;2;20;54;0;2;3;4;1;0;0;8;2;0;0
2020-10-27 07:15:00;32;27;9;18;1;38;68;0;2;2;4;0;0;0;14;0;0;0
2020-10-27 07:30:00;70;63;22;28;5;50;71;0;3;4;8;22;0;0;5;0;1;0
2020-10-27 07:45:00;51;63;20;37;12;40;73;5;1;2;8;5;5;0;19;0;0;0
2020-10-27 08:00:00;62;66;24;46;4;32;57;5;3;3;9;8;1;0;11;0;0;0
2020-10-27 08:15:00;37;52;22;18;8;36;58;2;2;2;10;14;0;0;30;0;0;1
2020-10-27 08:30:00;37;44;15;30;6;28;50;5;3;3;12;13;0;0;1;0;0;0
2020-10-27 08:45:00;41;21;14;11;4;34;49;5;0;1;12;8;0;0;6;0;0;0
2020-10-27 09:00:00;33;26;10;20;8;24;35;2;2;4;8;13;0;0;8;0;0;0
2020-10-27 09:15:00;36;18;9;23;3;21;44;10;1;1;6;0;0;0;5;0;0;0
2020-10-27 09:30:00;44;24;13;19;7;38;49;6;1;2;11;0;0;0;0;0;0;0
2020-10-27 09:45:00;44;28;8;10;3;38;47;12;1;2;8;8;0;0;4;0;0;0
2020-10-27 10:00:00;43;27;23;12;9;23;33;6;4;3;8;2;0;0;0;0;0;0
2020-10-27 10:15:00;42;25;12;10;6;32;31;7;1;1;9;9;0;0;11;0;0;0
2020-10-27 10:30:00;32;21;16;15;6;26;30;7;3;2;4;1;0;0;0;0;0;0
2020-10-27 10:45:00;46;29;11;22;2;22;46;5;0;0;6;1;0;0;1;0;0;0
2020-10-27 11:00:00;36;29;14;8;7;25;43;2;2;2;8;12;0;0;9;0;0;0
2020-10-27 11:15:00;45;21;18;16;9;28;45;11;1;1;2;1;0;0;10;0;0;0
2020-10-27 11:30:00;44;31;15;12;4;33;38;1;3;3;5;0;0;0;10;0;0;0
2020-10-27 11:45:00;49;35;21;25;5;30;40;6;2;2;10;13;0;0;16;0;0;0
2020-10-27 12:00:00;48;28;22;13;6;24;24;11;1;1;6;1;0;0;6;0;0;0
2020-10-27 12:15:00;38;38;10;16;5;33;49;12;1;2;8;3;0;0;16;1;0;0
2020-10-27 12:30:00;37;45;18;15;6;34;34;6;2;3;9;6;0;0;1;0;0;0
2020-10-27 12:45:00;52;54;16;17;5;30;40;4;1;2;8;12;0;0;14;0;7;0
2020-10-27 13:00:00;60;63;31;21;3;44;50;12;0;2;9;5;0;0;14;0;1;0
2020-10-27 13:15:00;98;84;24;24;9;37;51;12;4;5;18;24;0;0;30;6;0;0
2020-10-27 13:30:00;77;100;17;31;16;41;62;8;3;6;7;3;0;0;37;0;0;0
2020-10-27 13:45:00;91;115;26;37;16;55;77;9;5;13;11;17;0;0;45;0;5;0
2020-10-27 14:00:00;93;99;40;31;10;93;117;8;5;10;11;28;0;0;27;16;0;0
2020-10-27 14:15:00;51;48;27;17;7;121;166;7;34;8;12;23;0;0;45;7;0;0
