DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-02-14 00:00:00;3;2;0;4;3;0;5;5;5;0;0
2020-02-14 00:15:00;1;3;0;10;12;4;0;5;2;1;1
2020-02-14 00:30:00;0;0;1;8;4;0;1;7;4;0;0
2020-02-14 00:45:00;0;0;0;10;5;2;1;5;2;0;0
2020-02-14 01:00:00;0;0;0;8;8;3;0;5;3;0;0
2020-02-14 01:15:00;1;3;0;5;4;2;3;4;4;1;0
2020-02-14 01:30:00;0;0;0;2;1;0;3;1;3;2;2
2020-02-14 01:45:00;0;0;0;2;3;1;1;4;2;0;0
2020-02-14 02:00:00;0;0;0;6;5;4;2;2;3;0;0
2020-02-14 02:15:00;0;0;0;4;3;0;2;4;2;0;0
2020-02-14 02:30:00;0;2;0;3;3;2;2;2;4;0;0
2020-02-14 02:45:00;0;0;0;5;7;5;1;2;2;0;0
2020-02-14 03:00:00;0;1;0;4;4;15;4;2;1;0;0
2020-02-14 03:15:00;0;0;0;1;0;2;1;1;1;0;0
2020-02-14 03:30:00;0;0;0;3;1;0;3;3;3;0;1
2020-02-14 03:45:00;1;1;0;0;4;2;1;3;2;2;2
2020-02-14 04:00:00;0;2;0;6;4;1;0;1;2;1;1
2020-02-14 04:15:00;0;2;0;6;3;0;3;4;3;2;2
2020-02-14 04:30:00;0;3;1;10;6;2;1;8;8;3;5
2020-02-14 04:45:00;0;4;0;14;6;3;3;12;7;1;1
2020-02-14 05:00:00;2;7;0;14;12;3;6;18;17;6;5
2020-02-14 05:15:00;6;14;1;18;13;6;8;41;49;20;21
2020-02-14 05:30:00;5;9;3;24;15;5;2;45;64;19;19
2020-02-14 05:45:00;3;23;3;50;30;11;10;71;85;23;16
2020-02-14 06:00:00;1;19;4;50;40;30;5;47;50;10;10
2020-02-14 06:15:00;11;35;3;67;31;42;17;81;87;22;16
2020-02-14 06:30:00;10;42;5;49;35;19;11;105;123;21;13
2020-02-14 06:45:00;13;44;6;63;41;11;20;106;134;23;16
2020-02-14 07:00:00;11;33;6;49;33;36;17;97;133;17;11
2020-02-14 07:15:00;12;44;15;80;58;23;45;142;212;35;32
2020-02-14 07:30:00;14;63;4;80;57;20;58;162;209;31;24
2020-02-14 07:45:00;23;49;7;118;88;32;45;117;159;32;24
2020-02-14 08:00:00;18;41;5;106;56;14;39;112;123;19;15
2020-02-14 08:15:00;10;38;6;88;66;22;44;90;103;21;15
2020-02-14 08:30:00;11;40;5;87;59;73;40;93;111;12;9
2020-02-14 08:45:00;16;53;3;96;63;33;38;110;119;26;21
2020-02-14 09:00:00;13;36;1;101;55;28;31;71;71;13;7
2020-02-14 09:15:00;14;41;4;102;54;36;33;76;78;7;8
2020-02-14 09:30:00;15;41;4;96;65;37;44;74;79;10;7
2020-02-14 09:45:00;8;22;6;100;61;27;36;79;68;16;12
2020-02-14 10:00:00;14;37;6;98;58;33;34;64;70;5;2
2020-02-14 10:15:00;12;21;5;87;66;60;28;53;62;13;11
2020-02-14 10:30:00;6;37;7;96;64;16;37;82;66;13;11
2020-02-14 10:45:00;12;23;5;105;73;36;45;65;73;12;10
2020-02-14 11:00:00;14;28;3;114;78;40;31;75;74;10;8
2020-02-14 11:15:00;14;38;4;117;82;34;31;75;74;12;14
2020-02-14 11:30:00;13;34;5;110;76;41;49;87;71;12;9
2020-02-14 11:45:00;15;41;4;114;93;27;45;85;63;8;8
2020-02-14 12:00:00;18;30;1;132;88;28;52;75;57;11;5
2020-02-14 12:15:00;15;46;7;159;140;26;53;84;78;12;13
2020-02-14 12:30:00;24;42;4;178;131;36;56;96;91;8;8
2020-02-14 12:45:00;15;45;8;166;131;29;49;90;87;14;15
2020-02-14 13:00:00;25;39;8;183;161;28;45;101;82;13;12
2020-02-14 13:15:00;23;44;3;211;190;35;52;70;67;14;9
2020-02-14 13:30:00;13;47;1;174;128;35;55;105;113;13;11
2020-02-14 13:45:00;14;51;5;163;117;58;43;85;94;15;15
2020-02-14 14:00:00;14;26;1;188;156;58;52;82;85;14;13
2020-02-14 14:15:00;16;26;2;186;138;36;47;91;90;13;11
2020-02-14 14:30:00;15;29;6;187;148;33;45;86;68;10;11
2020-02-14 14:45:00;17;29;5;233;165;40;39;75;74;15;11
2020-02-14 15:00:00;14;37;3;170;145;19;45;72;82;12;11
2020-02-14 15:15:00;17;37;7;179;156;33;42;79;85;15;13
2020-02-14 15:30:00;27;35;9;173;136;25;44;96;90;17;19
2020-02-14 15:45:00;6;18;2;65;57;30;16;35;39;5;4
2020-02-14 16:00:00;21;43;4;174;93;26;57;81;72;12;9
2020-02-14 16:15:00;13;31;1;145;110;31;29;71;89;14;14
2020-02-14 16:30:00;12;29;5;149;109;28;33;80;74;15;8
2020-02-14 16:45:00;17;30;5;138;103;25;39;81;84;15;14
2020-02-14 17:00:00;23;33;4;153;113;23;35;70;81;14;14
2020-02-14 17:15:00;17;23;3;125;110;23;42;88;84;16;16
2020-02-14 17:30:00;14;25;4;124;94;17;44;64;81;25;21
2020-02-14 17:45:00;17;25;4;135;85;35;33;72;76;8;6
2020-02-14 18:00:00;11;32;5;124;93;64;44;100;105;29;19
2020-02-14 18:15:00;11;26;5;108;70;7;36;69;61;16;13
2020-02-14 18:30:00;10;26;17;102;70;16;39;63;83;20;17
2020-02-14 18:45:00;13;20;10;84;58;46;41;63;68;19;15
2020-02-14 19:00:00;10;22;1;97;65;33;32;61;58;16;11
2020-02-14 19:15:00;9;18;6;72;53;30;34;45;76;23;21
2020-02-14 19:30:00;9;26;3;60;46;21;35;51;57;20;16
2020-02-14 19:45:00;11;25;4;55;51;18;28;47;62;9;4
2020-02-14 20:00:00;5;16;3;83;57;17;34;47;43;7;6
2020-02-14 20:15:00;7;12;3;74;45;10;20;31;35;5;5
2020-02-14 20:30:00;4;19;2;59;42;7;22;39;35;7;7
2020-02-14 20:45:00;8;16;4;41;34;8;29;38;42;6;4
2020-02-14 21:00:00;8;18;0;62;33;8;12;29;35;9;7
2020-02-14 21:15:00;2;12;3;50;40;11;13;35;46;11;7
2020-02-14 21:30:00;2;22;0;40;30;11;19;27;21;3;1
2020-02-14 21:45:00;2;11;4;39;24;5;18;34;22;3;2
2020-02-14 22:00:00;4;11;1;60;50;17;21;34;34;5;4
2020-02-14 22:15:00;7;12;1;57;39;12;25;28;28;2;2
2020-02-14 22:30:00;5;5;0;45;33;13;23;19;22;3;3
2020-02-14 22:45:00;3;9;4;29;17;19;13;21;22;3;3
2020-02-14 23:00:00;4;4;0;32;30;70;11;21;23;7;4
2020-02-14 23:15:00;2;7;1;30;26;15;11;18;12;3;2
2020-02-14 23:30:00;1;5;0;22;20;9;10;11;14;2;3
2020-02-14 23:45:00;4;4;1;16;22;10;10;17;22;5;5
