DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-09-28 00:00:00;3;6;1;2;1;2;4;5;3;1;4;4;0;0;0;0;0;0
2020-09-28 00:15:00;0;4;1;1;1;2;3;6;0;1;0;2;0;0;0;0;0;0
2020-09-28 00:30:00;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0
2020-09-28 00:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 01:00:00;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-09-28 01:15:00;0;0;0;1;0;1;2;1;2;0;2;0;0;0;0;0;0;0
2020-09-28 01:30:00;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-09-28 01:45:00;0;2;0;0;0;3;4;5;0;0;0;0;0;0;0;0;0;0
2020-09-28 02:00:00;0;0;0;0;0;0;1;1;2;0;2;0;0;0;0;0;0;0
2020-09-28 02:15:00;2;2;0;1;0;2;2;3;0;0;0;0;0;0;0;0;0;0
2020-09-28 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 02:45:00;0;0;1;1;0;2;1;1;4;0;2;1;0;0;0;0;0;0
2020-09-28 03:00:00;1;1;1;1;0;2;1;1;0;1;0;1;0;0;0;0;0;0
2020-09-28 03:15:00;0;0;1;1;0;0;0;0;2;0;2;1;0;0;0;0;0;0
2020-09-28 03:30:00;0;0;2;2;0;0;5;5;0;0;0;0;0;0;0;0;0;0
2020-09-28 03:45:00;0;0;2;1;1;1;1;1;2;0;2;0;0;0;0;0;0;0
2020-09-28 04:00:00;0;0;3;2;2;0;2;3;0;0;0;0;0;0;0;0;0;0
2020-09-28 04:15:00;1;2;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-28 04:30:00;0;0;2;2;1;0;2;2;1;0;1;0;0;0;0;0;0;0
2020-09-28 04:45:00;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2020-09-28 05:00:00;3;2;1;2;0;3;6;4;1;0;1;1;0;0;0;0;0;0
2020-09-28 05:15:00;3;5;257;258;0;1;1;3;0;3;1;3;0;0;0;0;0;0
2020-09-28 05:30:00;14;13;1;2;5;4;10;11;2;2;3;5;0;0;0;0;0;0
2020-09-28 05:45:00;30;26;256;259;12;9;9;10;5;3;7;254;0;0;0;2;0;0
2020-09-28 06:00:00;36;31;9;3;9;8;19;19;8;3;7;0;0;0;0;0;0;0
2020-09-28 06:15:00;35;31;2;5;11;10;21;19;11;2;13;0;0;0;0;0;0;0
2020-09-28 06:30:00;34;29;0;1;17;10;24;27;6;3;6;0;0;0;0;0;0;0
2020-09-28 06:45:00;20;33;4;9;18;16;14;18;14;0;15;0;1;1;0;2;0;4
2020-09-28 07:00:00;38;35;1;2;32;20;22;27;16;12;24;15;0;1;0;0;0;1
